,version,group,PID,phase,block,trial,stimulus_id,reward_type,reward_amount,see_reward_rt,zscored_see_reward_rt,register_reward_response,register_reward_rt,zscored_register_reward_rt,register_reward_acc
2073,V1,d09142021,jkOgb,reward_learning,3.0,57.0,41.0,1.0,158.0,291.0,-0.47383159641045886,-1.0,871.0,0.7296274627405516,0
2074,V1,d09142021,jkOgb,reward_learning,3.0,58.0,41.0,1.0,158.0,228.0,-0.6345389480866844,1.0,415.0,-1.17894640279133,1
2075,V1,d09142021,jkOgb,reward_learning,3.0,59.0,65.0,1.0,157.0,243.0,-0.5962752929256784,1.0,679.0,-0.07398258590445114,1
2076,V1,d09142021,jkOgb,reward_learning,3.0,60.0,12.0,1.0,147.0,284.0,-0.49168796881892834,1.0,447.0,-1.0450113946838295,1
2077,V1,d09142021,jkOgb,reward_learning,3.0,61.0,31.0,-1.0,0.0,236.0,-0.6141316653341479,-1.0,520.0,-0.7394721574385941,1
2078,V1,d09142021,jkOgb,reward_learning,3.0,62.0,12.0,1.0,147.0,341.0,-0.3462860792071052,1.0,1095.0,1.667172519493055,1
2079,V1,d09142021,jkOgb,reward_learning,3.0,63.0,69.0,-1.0,0.0,236.0,-0.6141316653341479,-1.0,639.0,-0.2414013460388267,1
2080,V1,d09142021,jkOgb,reward_learning,3.0,64.0,3.0,-1.0,0.0,446.0,-0.0784404930800625,-1.0,767.0,0.2943386863911751,1
2081,V1,d09142021,jkOgb,reward_learning,3.0,65.0,31.0,-1.0,0.0,244.0,-0.5937243825816113,-1.0,615.0,-0.34185260211945206,1
2082,V1,d09142021,jkOgb,reward_learning,3.0,66.0,34.0,1.0,142.0,283.0,-0.4942388791629954,1.0,640.0,-0.23721587703546734,1
2083,V1,d09142021,jkOgb,reward_learning,3.0,67.0,3.0,-1.0,0.0,516.0,0.10012323100463262,-1.0,679.0,-0.07398258590445114,1
2084,V1,d09142021,jkOgb,reward_learning,3.0,68.0,17.0,-1.0,0.0,300.0,-0.45087340331385517,-1.0,487.0,-0.8775926345494539,1
2085,V1,d09142021,jkOgb,reward_learning,3.0,69.0,69.0,-1.0,0.0,276.0,-0.512095251571465,-1.0,567.0,-0.5427551142807028,1
2086,V1,d09142021,jkOgb,reward_learning,3.0,70.0,34.0,1.0,142.0,251.0,-0.5758680101731418,1.0,527.0,-0.7101738744150783,1
2087,V1,d09142021,jkOgb,reward_learning,3.0,71.0,65.0,1.0,157.0,252.0,-0.5733170998290747,1.0,727.0,0.12691992625679954,1
2088,V1,d09142021,VXjQe,reward_learning,1.0,0.0,31.0,-1.0,0.0,933.0,3.375825523639544,,,,0
2089,V1,d09142021,VXjQe,reward_learning,1.0,1.0,7.0,1.0,150.0,737.0,1.8621582599658792,1.0,720.0,0.5124759241572021,1
2090,V1,d09142021,VXjQe,reward_learning,1.0,2.0,36.0,-1.0,0.0,699.0,1.5686921578250668,-1.0,538.0,-0.7379421068018935,1
2091,V1,d09142021,VXjQe,reward_learning,1.0,3.0,16.0,1.0,151.0,709.0,1.6459200794410702,1.0,1060.0,2.8484216962785895,1
2092,V1,d09142021,VXjQe,reward_learning,1.0,4.0,12.0,-1.0,0.0,616.0,0.9277004084122396,-1.0,651.0,0.03841634099139116,1
2093,V1,d09142021,VXjQe,reward_learning,1.0,5.0,12.0,-1.0,0.0,481.0,-0.1148765334038049,-1.0,613.0,-0.22265995118688156,1
2094,V1,d09142021,VXjQe,reward_learning,1.0,6.0,62.0,1.0,149.0,572.0,0.587897553301825,1.0,548.0,-0.6692378193865586,1
2095,V1,d09142021,VXjQe,reward_learning,1.0,7.0,31.0,-1.0,0.0,367.0,-0.9952748398262424,-1.0,582.0,-0.43564324217441985,1
2096,V1,d09142021,VXjQe,reward_learning,1.0,8.0,29.0,1.0,154.0,587.0,0.70373943572583,1.0,687.0,0.2857517756865969,1
2097,V1,d09142021,VXjQe,reward_learning,1.0,9.0,36.0,-1.0,0.0,335.0,-1.2424041889974529,-1.0,485.0,-1.1020748301031686,1
2098,V1,d09142021,VXjQe,reward_learning,1.0,10.0,50.0,1.0,142.0,645.0,1.1516613810986491,1.0,654.0,0.05902762721599164,1
2099,V1,d09142021,VXjQe,reward_learning,1.0,11.0,19.0,-1.0,0.0,549.0,0.4102733335850175,-1.0,699.0,0.3681969205849988,1
2100,V1,d09142021,VXjQe,reward_learning,1.0,12.0,7.0,1.0,150.0,591.0,0.7346306043722313,1.0,709.0,0.4369012080003337,1
2101,V1,d09142021,VXjQe,reward_learning,1.0,13.0,19.0,-1.0,0.0,428.0,-0.5241845179686223,-1.0,580.0,-0.4493840996574868,1
2102,V1,d09142021,VXjQe,reward_learning,1.0,14.0,21.0,-1.0,0.0,516.0,0.15542119225220663,-1.0,623.0,-0.15395566377154662,1
2103,V1,d09142021,VXjQe,reward_learning,1.0,15.0,42.0,1.0,151.0,497.0,0.00868814118180037,1.0,612.0,-0.22953037992841505,1
2104,V1,d09142021,VXjQe,reward_learning,1.0,16.0,29.0,1.0,154.0,539.0,0.3330454119690142,1.0,430.0,-1.4799484108875107,1
2105,V1,d09142021,VXjQe,reward_learning,1.0,17.0,42.0,1.0,151.0,455.0,-0.31566912960541343,1.0,709.0,0.4369012080003337,1
2106,V1,d09142021,VXjQe,reward_learning,1.0,18.0,56.0,-1.0,0.0,645.0,1.1516613810986491,-1.0,707.0,0.42316035051726675,1
2107,V1,d09142021,VXjQe,reward_learning,1.0,19.0,21.0,-1.0,0.0,441.0,-0.42378821986781806,-1.0,537.0,-0.744812535543427,1
2108,V1,d09142021,VXjQe,reward_learning,1.0,20.0,56.0,-1.0,0.0,496.0,0.0009653490202000412,-1.0,879.0,1.6048740940610275,1
2109,V1,d09142021,VXjQe,reward_learning,1.0,21.0,50.0,1.0,142.0,485.0,-0.08398536475740358,1.0,474.0,-1.1776495462600371,1
2110,V1,d09142021,VXjQe,reward_learning,1.0,22.0,16.0,1.0,151.0,440.0,-0.4315110120294184,1.0,719.0,0.5056054954156687,1
2111,V1,d09142021,VXjQe,reward_learning,1.0,23.0,62.0,1.0,149.0,624.0,0.9894827457050421,1.0,633.0,-0.0852513763562117,1
2112,V1,d09142021,VXjQe,reward_learning,2.0,24.0,36.0,-1.0,0.0,584.0,0.680571059241029,-1.0,825.0,1.2338709420182188,1
2113,V1,d09142021,VXjQe,reward_learning,2.0,25.0,12.0,-1.0,0.0,421.0,-0.5782440630998247,-1.0,888.0,1.666707952734829,1
2114,V1,d09142021,VXjQe,reward_learning,2.0,26.0,29.0,1.0,154.0,398.0,-0.7558682828166322,1.0,570.0,-0.5180883870728218,1
2115,V1,d09142021,VXjQe,reward_learning,2.0,27.0,29.0,1.0,154.0,518.0,0.17086677657540728,1.0,356.0,-1.9883601377609892,1
2116,V1,d09142021,VXjQe,reward_learning,2.0,28.0,19.0,-1.0,0.0,463.0,-0.2538867923126108,-1.0,995.0,2.4018438280789125,1
2117,V1,d09142021,VXjQe,reward_learning,2.0,29.0,31.0,-1.0,0.0,489.0,-0.05309419611100226,-1.0,795.0,1.0277580797722141,1
2118,V1,d09142021,VXjQe,reward_learning,2.0,30.0,42.0,1.0,151.0,398.0,-0.7558682828166322,1.0,944.0,2.0514519622607046,1
2119,V1,d09142021,VXjQe,reward_learning,2.0,31.0,19.0,-1.0,0.0,580.0,0.6496798905946277,-1.0,826.0,1.2407413707597523,1
2120,V1,d09142021,VXjQe,reward_learning,2.0,32.0,56.0,-1.0,0.0,539.0,0.3330454119690142,-1.0,846.0,1.3781499455904223,1
2121,V1,d09142021,VXjQe,reward_learning,2.0,33.0,50.0,1.0,142.0,491.0,-0.03764861178780161,1.0,634.0,-0.07838094761467822,1
2122,V1,d09142021,VXjQe,reward_learning,2.0,34.0,31.0,-1.0,0.0,656.0,1.2366120948762527,-1.0,729.0,0.5743097828310035,1
2123,V1,d09142021,VXjQe,reward_learning,2.0,35.0,36.0,-1.0,0.0,570.0,0.5724519689786244,-1.0,708.0,0.43003077925880023,1
2124,V1,d09142021,VXjQe,reward_learning,2.0,36.0,16.0,1.0,151.0,518.0,0.17086677657540728,1.0,687.0,0.2857517756865969,1
2125,V1,d09142021,VXjQe,reward_learning,2.0,37.0,12.0,-1.0,0.0,554.0,0.4488872943930191,-1.0,506.0,-0.9577958265309653,1
2126,V1,d09142021,VXjQe,reward_learning,2.0,38.0,42.0,1.0,151.0,431.0,-0.5010161414838213,1.0,665.0,0.13460234337286006,1
2127,V1,d09142021,VXjQe,reward_learning,2.0,39.0,16.0,1.0,151.0,462.0,-0.2616095844742112,1.0,655.0,0.06589805595752513,1
2128,V1,d09142021,VXjQe,reward_learning,2.0,40.0,50.0,1.0,142.0,451.0,-0.3465602982518148,1.0,634.0,-0.07838094761467822,1
2129,V1,d09142021,VXjQe,reward_learning,2.0,41.0,62.0,1.0,149.0,571.0,0.5801747611402247,1.0,538.0,-0.7379421068018935,1
2130,V1,d09142021,VXjQe,reward_learning,2.0,42.0,7.0,1.0,150.0,526.0,0.2326491138682099,1.0,548.0,-0.6692378193865586,1
2131,V1,d09142021,VXjQe,reward_learning,2.0,43.0,56.0,-1.0,0.0,388.0,-0.8330962044326355,-1.0,666.0,0.14147277211439355,1
2132,V1,d09142021,VXjQe,reward_learning,2.0,44.0,21.0,-1.0,0.0,516.0,0.15542119225220663,-1.0,751.0,0.7254592151447404,1
2133,V1,d09142021,VXjQe,reward_learning,2.0,45.0,21.0,-1.0,0.0,602.0,0.8195813181498349,-1.0,442.0,-1.397503265989109,1
2134,V1,d09142021,VXjQe,reward_learning,2.0,46.0,62.0,1.0,149.0,549.0,0.4102733335850175,1.0,558.0,-0.6005335319712236,1
2135,V1,d09142021,VXjQe,reward_learning,2.0,47.0,7.0,1.0,150.0,515.0,0.1476984000906063,1.0,527.0,-0.8135168229587619,1
2136,V1,d09142021,VXjQe,reward_learning,3.0,48.0,16.0,1.0,151.0,575.0,0.611065929786626,1.0,934.0,1.9827476748453696,1
2137,V1,d09142021,VXjQe,reward_learning,3.0,49.0,36.0,-1.0,0.0,410.0,-0.6631947768774282,-1.0,505.0,-0.9646662552724987,1
2138,V1,d09142021,VXjQe,reward_learning,3.0,50.0,62.0,1.0,149.0,367.0,-0.9952748398262424,1.0,644.0,-0.009676660199343289,1
2139,V1,d09142021,VXjQe,reward_learning,3.0,51.0,50.0,1.0,142.0,441.0,-0.42378821986781806,1.0,742.0,0.663625356470939,1
2140,V1,d09142021,VXjQe,reward_learning,3.0,52.0,29.0,1.0,154.0,525.0,0.2249263217066096,1.0,591.0,-0.3738093835006184,1
2141,V1,d09142021,VXjQe,reward_learning,3.0,53.0,50.0,1.0,142.0,367.0,-0.9952748398262424,1.0,571.0,-0.5112179583312882,1
2142,V1,d09142021,VXjQe,reward_learning,3.0,54.0,12.0,-1.0,0.0,344.0,-1.17289905954305,-1.0,623.0,-0.15395566377154662,1
2143,V1,d09142021,VXjQe,reward_learning,3.0,55.0,16.0,1.0,151.0,324.0,-1.3273549027750566,1.0,634.0,-0.07838094761467822,1
2144,V1,d09142021,VXjQe,reward_learning,3.0,56.0,42.0,1.0,151.0,483.0,-0.09943094908060424,1.0,517.0,-0.8822211103740969,1
2145,V1,d09142021,VXjQe,reward_learning,3.0,57.0,21.0,-1.0,0.0,229.0,-2.061020158127088,-1.0,698.0,0.3613264918434653,1
2146,V1,d09142021,VXjQe,reward_learning,3.0,58.0,21.0,-1.0,0.0,334.0,-1.2501269811590532,-1.0,644.0,-0.009676660199343289,1
2147,V1,d09142021,VXjQe,reward_learning,3.0,59.0,19.0,-1.0,0.0,4.0,-3.798648394487162,-1.0,976.0,2.271305681989776,1
2148,V1,d09142021,VXjQe,reward_learning,3.0,60.0,62.0,1.0,149.0,409.0,-0.6709175690390285,1.0,655.0,0.06589805595752513,1
2149,V1,d09142021,VXjQe,reward_learning,3.0,61.0,29.0,1.0,154.0,452.0,-0.33883750609021446,1.0,687.0,0.2857517756865969,1
2150,V1,d09142021,VXjQe,reward_learning,3.0,62.0,31.0,-1.0,0.0,494.0,-0.014480235303000617,-1.0,613.0,-0.22265995118688156,1
2151,V1,d09142021,VXjQe,reward_learning,3.0,63.0,7.0,1.0,150.0,356.0,-1.080225553603846,1.0,602.0,-0.29823466734375,1
2152,V1,d09142021,VXjQe,reward_learning,3.0,64.0,7.0,1.0,150.0,318.0,-1.3736916557446586,1.0,643.0,-0.01654708894087678,1
2153,V1,d09142021,VXjQe,reward_learning,3.0,65.0,56.0,-1.0,0.0,505.0,0.070470478474603,-1.0,452.0,-1.328798978573774,1
2154,V1,d09142021,VXjQe,reward_learning,3.0,66.0,19.0,-1.0,0.0,324.0,-1.3273549027750566,-1.0,636.0,-0.06464009013161123,1
2155,V1,d09142021,VXjQe,reward_learning,3.0,67.0,12.0,-1.0,0.0,625.0,0.9972055378666425,-1.0,452.0,-1.328798978573774,1
2156,V1,d09142021,VXjQe,reward_learning,3.0,68.0,42.0,1.0,151.0,516.0,0.15542119225220663,1.0,399.0,-1.692931701875049,1
2157,V1,d09142021,VXjQe,reward_learning,3.0,69.0,56.0,-1.0,0.0,601.0,0.8118585259882346,-1.0,516.0,-0.8890915391156303,1
2158,V1,d09142021,VXjQe,reward_learning,3.0,70.0,36.0,-1.0,0.0,622.0,0.9740371613818415,-1.0,442.0,-1.397503265989109,1
2159,V1,d09142021,VXjQe,reward_learning,3.0,71.0,31.0,-1.0,0.0,501.0,0.03957930982820169,-1.0,506.0,-0.9577958265309653,1
2160,V1,d09172021,icC9x,reward_learning,1.0,0.0,21.0,-1.0,0.0,759.0,0.20287853309467432,,,,0
2161,V1,d09172021,icC9x,reward_learning,1.0,1.0,38.0,-1.0,0.0,764.0,0.2122855748146747,-1.0,447.0,-0.5201540153775321,1
2162,V1,d09172021,icC9x,reward_learning,1.0,2.0,60.0,-1.0,0.0,755.0,0.19535289971867406,-1.0,423.0,-0.6914279172525688,1
2163,V1,d09172021,icC9x,reward_learning,1.0,3.0,21.0,-1.0,0.0,644.0,-0.013483426465333768,-1.0,317.0,-1.447887650533981,1
2164,V1,d09172021,icC9x,reward_learning,1.0,4.0,29.0,-1.0,0.0,1242.0,1.1115987632467084,-1.0,359.0,-1.1481583222526668,1
2165,V1,d09172021,icC9x,reward_learning,1.0,5.0,56.0,1.0,141.0,738.0,0.16336895787067285,1.0,447.0,-0.5201540153775321,1
2166,V1,d09172021,icC9x,reward_learning,1.0,6.0,60.0,-1.0,0.0,434.0,-0.40857917870534854,-1.0,399.0,-0.8627018191276056,1
2167,V1,d09172021,icC9x,reward_learning,1.0,7.0,38.0,-1.0,0.0,546.0,-0.19786144417734067,-1.0,422.0,-0.6985643298306954,1
2168,V1,d09172021,icC9x,reward_learning,1.0,8.0,36.0,1.0,156.0,675.0,0.044840232198668416,1.0,407.0,-0.8056105185025934,1
2169,V1,d09172021,icC9x,reward_learning,1.0,9.0,31.0,1.0,151.0,442.0,-0.393527911953348,1.0,598.0,0.5574442839195738,1
2170,V1,d09172021,icC9x,reward_learning,1.0,10.0,30.0,1.0,150.0,571.0,-0.1508262355773389,1.0,847.0,2.3344110158730795,1
2171,V1,d09172021,icC9x,reward_learning,1.0,11.0,31.0,1.0,151.0,618.0,-0.062400043409335595,1.0,431.0,-0.6343366166275566,1
2172,V1,d09172021,icC9x,reward_learning,1.0,12.0,36.0,1.0,156.0,587.0,-0.12072370207333778,1.0,719.0,1.420950205872884,1
2173,V1,d09172021,icC9x,reward_learning,1.0,13.0,66.0,-1.0,0.0,547.0,-0.1959800358333406,-1.0,439.0,-0.5772453160025444,1
2174,V1,d09172021,icC9x,reward_learning,1.0,14.0,46.0,-1.0,0.0,402.0,-0.4687842457133508,-1.0,463.0,-0.40597141412750765,1
2175,V1,d09172021,icC9x,reward_learning,1.0,15.0,42.0,1.0,158.0,330.0,-0.6042456464813559,1.0,439.0,-0.5772453160025444,1
2176,V1,d09172021,icC9x,reward_learning,1.0,16.0,66.0,-1.0,0.0,356.0,-0.5553290295373541,-1.0,447.0,-0.5201540153775321,1
2177,V1,d09172021,icC9x,reward_learning,1.0,17.0,29.0,-1.0,0.0,547.0,-0.1959800358333406,-1.0,495.0,-0.1776062116274587,1
2178,V1,d09172021,icC9x,reward_learning,1.0,18.0,42.0,1.0,158.0,419.0,-0.4368003038653496,1.0,463.0,-0.40597141412750765,1
2179,V1,d09172021,icC9x,reward_learning,1.0,19.0,30.0,1.0,150.0,444.0,-0.38976509526534786,1.0,447.0,-0.5201540153775321,1
2180,V1,d09172021,icC9x,reward_learning,1.0,20.0,56.0,1.0,141.0,490.0,-0.3032203114413446,1.0,511.0,-0.06342361037743424,1
2181,V1,d09172021,icC9x,reward_learning,1.0,21.0,50.0,1.0,145.0,355.0,-0.5572104378813542,1.0,566.0,0.3290790814195249,1
2182,V1,d09172021,icC9x,reward_learning,1.0,22.0,50.0,1.0,145.0,331.0,-0.6023642381373558,1.0,471.0,-0.3488801135024954,1
2183,V1,d09172021,icC9x,reward_learning,1.0,23.0,46.0,-1.0,0.0,1811.0,2.1821201109827486,-1.0,487.0,-0.23469751225247096,1
2184,V1,d09172021,icC9x,reward_learning,2.0,24.0,31.0,1.0,151.0,517.0,-0.2524222861533427,1.0,495.0,-0.1776062116274587,1
2185,V1,d09172021,icC9x,reward_learning,2.0,25.0,42.0,1.0,158.0,498.0,-0.28816904468934407,1.0,407.0,-0.8056105185025934,1
2186,V1,d09172021,icC9x,reward_learning,2.0,26.0,29.0,-1.0,0.0,458.0,-0.36342537844934686,-1.0,479.0,-0.2917888128774832,1
2187,V1,d09172021,icC9x,reward_learning,2.0,27.0,21.0,-1.0,0.0,347.0,-0.5722617046333547,-1.0,455.0,-0.4630627147525199,1
2188,V1,d09172021,icC9x,reward_learning,2.0,28.0,60.0,-1.0,0.0,1563.0,1.7155308416707309,-1.0,447.0,-0.5201540153775321,1
2189,V1,d09172021,icC9x,reward_learning,2.0,29.0,66.0,-1.0,0.0,691.0,0.07494276570266954,-1.0,503.0,-0.12051491100244648,1
2190,V1,d09172021,icC9x,reward_learning,2.0,30.0,46.0,-1.0,0.0,2316.0,3.132231324702784,-1.0,551.0,0.22203289274762694,1
2191,V1,d09172021,icC9x,reward_learning,2.0,31.0,50.0,1.0,145.0,2923.0,4.274246189510827,1.0,510.0,-0.07056002295556077,1
2192,V1,d09172021,icC9x,reward_learning,2.0,32.0,31.0,1.0,151.0,2179.0,2.8744783815747748,1.0,558.0,0.27198778079451263,1
2193,V1,d09172021,icC9x,reward_learning,2.0,33.0,29.0,-1.0,0.0,413.0,-0.44808875392935005,-1.0,422.0,-0.6985643298306954,1
2194,V1,d09172021,icC9x,reward_learning,2.0,34.0,36.0,1.0,156.0,562.0,-0.16775891067333953,1.0,598.0,0.5574442839195738,1
2195,V1,d09172021,icC9x,reward_learning,2.0,35.0,56.0,1.0,141.0,466.0,-0.34837411169734633,1.0,414.0,-0.7556556304557076,1
2196,V1,d09172021,icC9x,reward_learning,2.0,36.0,60.0,-1.0,0.0,2171.0,2.859427114822774,-1.0,742.0,1.585087695169794,1
2197,V1,d09172021,icC9x,reward_learning,2.0,37.0,38.0,-1.0,0.0,2052.0,2.6355395218867654,-1.0,518.0,-0.013468722330548535,1
2198,V1,d09172021,icC9x,reward_learning,2.0,38.0,30.0,1.0,150.0,570.0,-0.15270764392133898,1.0,494.0,-0.18474262420558524,1
2199,V1,d09172021,icC9x,reward_learning,2.0,39.0,38.0,-1.0,0.0,419.0,-0.4368003038653496,-1.0,470.0,-0.35601652608062195,1
2200,V1,d09172021,icC9x,reward_learning,2.0,40.0,42.0,1.0,158.0,474.0,-0.33332284494534575,1.0,718.0,1.4138137932947574,1
2201,V1,d09172021,icC9x,reward_learning,2.0,41.0,56.0,1.0,141.0,315.0,-0.6324667716413569,1.0,518.0,-0.013468722330548535,1
2202,V1,d09172021,icC9x,reward_learning,2.0,42.0,66.0,-1.0,0.0,347.0,-0.5722617046333547,-1.0,462.0,-0.4131078267056342,1
2203,V1,d09172021,icC9x,reward_learning,2.0,43.0,46.0,-1.0,0.0,467.0,-0.34649270335334625,-1.0,967.0,3.1907805252482633,1
2204,V1,d09172021,icC9x,reward_learning,2.0,44.0,36.0,1.0,156.0,514.0,-0.2580665111853429,1.0,439.0,-0.5772453160025444,1
2205,V1,d09172021,icC9x,reward_learning,2.0,45.0,50.0,1.0,145.0,418.0,-0.4386817122093497,1.0,462.0,-0.4131078267056342,1
2206,V1,d09172021,icC9x,reward_learning,2.0,46.0,30.0,1.0,150.0,307.0,-0.6475180383933575,1.0,486.0,-0.24183392483059749,1
2207,V1,d09172021,icC9x,reward_learning,2.0,47.0,21.0,-1.0,0.0,322.0,-0.6192969132333564,-1.0,454.0,-0.47019912733064645,1
2208,V1,d09172021,icC9x,reward_learning,3.0,48.0,66.0,-1.0,0.0,381.0,-0.5082938209373523,-1.0,510.0,-0.07056002295556077,1
2209,V1,d09172021,icC9x,reward_learning,3.0,49.0,29.0,-1.0,0.0,411.0,-0.4518515706173502,-1.0,543.0,0.1649415921226147,1
2210,V1,d09172021,icC9x,reward_learning,3.0,50.0,36.0,1.0,156.0,315.0,-0.6324667716413569,1.0,551.0,0.22203289274762694,1
2211,V1,d09172021,icC9x,reward_learning,3.0,51.0,66.0,-1.0,0.0,291.0,-0.6776205718973586,-1.0,438.0,-0.584381728580671,1
2212,V1,d09172021,icC9x,reward_learning,3.0,52.0,46.0,-1.0,0.0,306.0,-0.6493994467373576,-1.0,535.0,0.10785029149760247,1
2213,V1,d09172021,icC9x,reward_learning,3.0,53.0,60.0,-1.0,0.0,344.0,-0.5779059296653549,-1.0,391.0,-0.9197931197526178,1
2214,V1,d09172021,icC9x,reward_learning,3.0,54.0,36.0,1.0,156.0,322.0,-0.6192969132333564,1.0,358.0,-1.1552947348307934,1
2215,V1,d09172021,icC9x,reward_learning,3.0,55.0,29.0,-1.0,0.0,371.0,-0.527107904377353,-1.0,430.0,-0.6414730292056832,1
2216,V1,d09172021,icC9x,reward_learning,3.0,56.0,38.0,-1.0,0.0,330.0,-0.6042456464813559,-1.0,686.0,1.1854485907947085,1
2217,V1,d09172021,icC9x,reward_learning,3.0,57.0,42.0,1.0,158.0,290.0,-0.6795019802413587,1.0,374.0,-1.0411121335807687,1
2218,V1,d09172021,icC9x,reward_learning,3.0,58.0,38.0,-1.0,0.0,458.0,-0.36342537844934686,-1.0,702.0,1.299631192044733,1
2219,V1,d09172021,icC9x,reward_learning,3.0,59.0,46.0,-1.0,0.0,500.0,-0.2844062280013439,-1.0,470.0,-0.35601652608062195,1
2220,V1,d09172021,icC9x,reward_learning,3.0,60.0,50.0,1.0,145.0,499.0,-0.286287636345344,1.0,374.0,-1.0411121335807687,1
2221,V1,d09172021,icC9x,reward_learning,3.0,61.0,60.0,-1.0,0.0,419.0,-0.4368003038653496,-1.0,471.0,-0.3488801135024954,1
2222,V1,d09172021,icC9x,reward_learning,3.0,62.0,21.0,-1.0,0.0,475.0,-0.3314414366013457,-1.0,504.0,-0.11337849842431995,1
2223,V1,d09172021,icC9x,reward_learning,3.0,63.0,30.0,1.0,150.0,451.0,-0.37659523685734736,1.0,511.0,-0.06342361037743424,1
2224,V1,d09172021,icC9x,reward_learning,3.0,64.0,30.0,1.0,150.0,515.0,-0.2561851028413429,1.0,598.0,0.5574442839195738,1
2225,V1,d09172021,icC9x,reward_learning,3.0,65.0,56.0,1.0,141.0,651.0,-0.0003135680573332738,1.0,510.0,-0.07056002295556077,1
2226,V1,d09172021,icC9x,reward_learning,3.0,66.0,42.0,1.0,158.0,547.0,-0.1959800358333406,1.0,720.0,1.4280866184510104,1
2227,V1,d09172021,icC9x,reward_learning,3.0,67.0,21.0,-1.0,0.0,555.0,-0.18092876908134004,-1.0,1182.0,4.725109229545467,1
2228,V1,d09172021,icC9x,reward_learning,3.0,68.0,31.0,1.0,151.0,354.0,-0.5590918462253542,1.0,574.0,0.38617038204453713,1
2229,V1,d09172021,icC9x,reward_learning,3.0,69.0,50.0,1.0,145.0,642.0,-0.01724624315333391,1.0,646.0,0.8999920876696472,1
2230,V1,d09172021,icC9x,reward_learning,3.0,70.0,31.0,1.0,151.0,706.0,0.1031638908626706,1.0,631.0,0.7929458989977494,1
2231,V1,d09172021,icC9x,reward_learning,3.0,71.0,56.0,1.0,141.0,635.0,-0.0304161015613344,1.0,590.0,0.5003529832945616,1
2232,V1,d09142021,0au00,reward_learning,1.0,0.0,3.0,1.0,151.0,725.0,2.385994668656111,1.0,839.0,2.6839498626443707,1
2233,V1,d09142021,0au00,reward_learning,1.0,1.0,49.0,1.0,150.0,794.0,2.833706615849175,1.0,598.0,0.9900567217188916,1
2234,V1,d09142021,0au00,reward_learning,1.0,2.0,49.0,1.0,150.0,826.0,3.041341142083639,1.0,415.0,-0.29617748902535196,1
2235,V1,d09142021,0au00,reward_learning,1.0,3.0,60.0,-1.0,0.0,579.0,1.438662142711367,-1.0,1182.0,5.094760432509265,1
2236,V1,d09142021,0au00,reward_learning,1.0,4.0,16.0,-1.0,0.0,665.0,1.9966799319664903,-1.0,599.0,0.9970853239633957,1
2237,V1,d09142021,0au00,reward_learning,1.0,5.0,26.0,-1.0,0.0,723.0,2.373017510766457,-1.0,559.0,0.7159412341832332,1
2238,V1,d09142021,0au00,reward_learning,1.0,6.0,46.0,-1.0,0.0,579.0,1.438662142711367,-1.0,647.0,1.3344582316995908,1
2239,V1,d09142021,0au00,reward_learning,1.0,7.0,9.0,1.0,158.0,547.0,1.2310276164769027,1.0,855.0,2.796407498556436,1
2240,V1,d09142021,0au00,reward_learning,1.0,8.0,24.0,-1.0,0.0,498.0,0.9130872481803791,-1.0,702.0,1.7210313551473142,1
2241,V1,d09142021,0au00,reward_learning,1.0,9.0,43.0,1.0,160.0,97.0,-1.688832908695253,1.0,636.0,1.257143607010046,1
2242,V1,d09142021,0au00,reward_learning,1.0,10.0,24.0,-1.0,0.0,456.0,0.6405669324976445,-1.0,566.0,0.7651414498947616,1
2243,V1,d09142021,0au00,reward_learning,1.0,11.0,51.0,-1.0,0.0,499.0,0.9195758271252061,-1.0,454.0,-0.022062001489693485,1
2244,V1,d09142021,0au00,reward_learning,1.0,12.0,60.0,-1.0,0.0,498.0,0.9130872481803791,-1.0,702.0,1.7210313551473142,1
2245,V1,d09142021,0au00,reward_learning,1.0,13.0,2.0,1.0,152.0,465.0,0.6989641430010877,1.0,430.0,-0.190748455357791,1
2246,V1,d09142021,0au00,reward_learning,1.0,14.0,51.0,-1.0,0.0,394.0,0.2382750379183698,-1.0,566.0,0.7651414498947616,1
2247,V1,d09142021,0au00,reward_learning,1.0,15.0,43.0,1.0,160.0,513.0,1.0104159323527844,1.0,325.0,-0.9287516910307176,1
2248,V1,d09142021,0au00,reward_learning,1.0,16.0,9.0,1.0,158.0,370.0,0.08254914324252148,1.0,447.0,-0.07126221720122193,1
2249,V1,d09142021,0au00,reward_learning,1.0,17.0,22.0,1.0,141.0,700.0,2.2237801950354354,1.0,342.0,-0.8092654528741485,1
2250,V1,d09142021,0au00,reward_learning,1.0,18.0,26.0,-1.0,0.0,312.0,-0.29378843555744527,-1.0,423.0,-0.23994867106931944,1
2251,V1,d09142021,0au00,reward_learning,1.0,19.0,2.0,1.0,152.0,339.0,-0.11859680404711591,1.0,328.0,-0.9076658842972054,1
2252,V1,d09142021,0au00,reward_learning,1.0,20.0,3.0,1.0,151.0,428.0,0.4588867220424882,1.0,334.0,-0.865494270830181,1
2253,V1,d09142021,0au00,reward_learning,1.0,21.0,22.0,1.0,141.0,393.0,0.23178645897354277,1.0,279.0,-1.2520673942779046,1
2254,V1,d09142021,0au00,reward_learning,1.0,22.0,16.0,-1.0,0.0,378.0,0.13445777480113758,-1.0,375.0,-0.5773215788055145,1
