,version,group,PID,condition,phase,block,trial,stimulus_left,stimulus_right,painting_left,painting_right,rating_left,rating_right,explain_trial,reward_type,left_chosen,chosen_obj,unchosen_obj,rt,zscored_rt,delta_ratings,zcored_rating_left,zcored_rating_right,zscored_delta_ratings
0,V1,d09142021,fX2Ey,1.0,deliberation,1.0,0.0,18.0,29.0,Krab1n.jpg,Klinb1.jpg,44.0,46.0,1.0,1.0,0.0,29.0,18.0,2.387,1.332182982685088,-2.0,-0.45211544208237603,-0.35776091503909757,-0.09435452704327846
1,V1,d09142021,fX2Ey,1.0,deliberation,1.0,1.0,53.0,58.0,Macc1n.jpg,Klinc1.jpg,64.0,59.0,1.0,-1.0,1.0,53.0,58.0,2.455,1.4342416902526256,5.0,0.4914298283504085,0.2555435107422124,0.23588631760819612
2,V1,d09142021,fX2Ey,0.0,deliberation,1.0,2.0,30.0,1.0,Kraa1n.jpg,Monda1.jpg,65.0,55.0,0.0,1.0,1.0,30.0,1.0,2.083,0.8759205253243318,10.0,0.5386070918720477,0.06683445665565546,0.47177263521639223
3,V1,d09142021,fX2Ey,0.0,deliberation,1.0,3.0,60.0,69.0,Kupc1n.jpg,Picad1.jpg,65.0,55.0,0.0,-1.0,1.0,60.0,69.0,3.364,2.7985264722951504,10.0,0.5386070918720477,0.06683445665565546,0.47177263521639223
4,V1,d09142021,fX2Ey,1.0,deliberation,1.0,4.0,38.0,7.0,Krasa1.jpg,Macb1n.jpg,42.0,61.0,1.0,1.0,0.0,7.0,38.0,1.564,0.09697244844856662,-19.0,-0.5464699691256545,0.34989803778549083,-0.8963680069111453
5,V1,d09142021,fX2Ey,0.0,deliberation,1.0,5.0,50.0,11.0,Klic1n.jpg,Clifa1.jpg,66.0,45.0,0.0,-1.0,1.0,50.0,11.0,2.403,1.356196796230391,21.0,0.5857843553936869,-0.4049381785607368,0.9907225339544237
6,V1,d09142021,fX2Ey,1.0,deliberation,1.0,6.0,62.0,21.0,Mona1n.jpg,Kupkc1.jpg,46.0,56.0,1.0,1.0,1.0,62.0,21.0,2.241,1.1130569340841985,-10.0,-0.35776091503909757,0.11401172017729468,-0.47177263521639223
7,V1,d09142021,fX2Ey,1.0,deliberation,1.0,7.0,22.0,47.0,Klina1.jpg,Vina1n.jpg,46.0,64.0,1.0,-1.0,0.0,47.0,22.0,1.268,-0.34728310213953834,-18.0,-0.35776091503909757,0.4914298283504085,-0.8491907433895061
8,V1,d09142021,fX2Ey,1.0,deliberation,1.0,8.0,39.0,34.0,Kupb1n.jpg,Lasb1n.jpg,55.0,43.0,1.0,-1.0,0.0,34.0,39.0,2.591,1.6383591053877011,12.0,0.06683445665565546,-0.49929270560401523,0.5661271622596706
9,V1,d09142021,fX2Ey,0.0,deliberation,1.0,9.0,19.0,54.0,Picc1n.jpg,Rohla1.jpg,55.0,59.0,0.0,1.0,0.0,54.0,19.0,2.206,1.0605267169538481,-4.0,0.06683445665565546,0.2555435107422124,-0.18870905408655692
10,V1,d09142021,fX2Ey,0.0,deliberation,1.0,10.0,63.0,25.0,Lewia1.jpg,Dekob1.jpg,41.0,55.0,0.0,-1.0,0.0,25.0,63.0,2.027,0.7918721779157714,-14.0,-0.5936472326472937,0.06683445665565546,-0.6604816893029491
11,V1,d09142021,fX2Ey,0.0,deliberation,1.0,11.0,66.0,55.0,Vinca1.jpg,Clia1n.jpg,54.0,43.0,0.0,1.0,1.0,66.0,55.0,1.777,0.4166563412704122,11.0,0.019657193134016232,-0.49929270560401523,0.5189498987380314
12,V1,d09142021,fX2Ey,1.0,deliberation,2.0,12.0,18.0,29.0,Krab1n.jpg,Klinb1.jpg,44.0,46.0,0.0,1.0,0.0,29.0,18.0,2.338,1.2586406787025977,-2.0,-0.45211544208237603,-0.35776091503909757,-0.09435452704327846
13,V1,d09142021,fX2Ey,1.0,deliberation,2.0,13.0,53.0,58.0,Macc1n.jpg,Klinc1.jpg,64.0,59.0,0.0,-1.0,1.0,53.0,58.0,1.103,-0.5949255543254752,5.0,0.4914298283504085,0.2555435107422124,0.23588631760819612
14,V1,d09142021,fX2Ey,1.0,deliberation,2.0,14.0,38.0,7.0,Krasa1.jpg,Macb1n.jpg,42.0,61.0,0.0,1.0,0.0,7.0,38.0,1.071,-0.6429531814160813,-19.0,-0.5464699691256545,0.34989803778549083,-0.8963680069111453
15,V1,d09142021,fX2Ey,1.0,deliberation,2.0,15.0,22.0,47.0,Klina1.jpg,Vina1n.jpg,46.0,64.0,0.0,-1.0,0.0,47.0,22.0,0.974,-0.7885369260344804,-18.0,-0.35776091503909757,0.4914298283504085,-0.8491907433895061
16,V1,d09142021,fX2Ey,0.0,deliberation,2.0,16.0,19.0,54.0,Picc1n.jpg,Rohla1.jpg,55.0,59.0,1.0,1.0,0.0,54.0,19.0,0.97,-0.7945403794208062,-4.0,0.06683445665565546,0.2555435107422124,-0.18870905408655692
17,V1,d09142021,fX2Ey,1.0,deliberation,2.0,17.0,39.0,34.0,Kupb1n.jpg,Lasb1n.jpg,55.0,43.0,0.0,-1.0,0.0,34.0,39.0,1.534,0.05194654805112352,12.0,0.06683445665565546,-0.49929270560401523,0.5661271622596706
18,V1,d09142021,fX2Ey,0.0,deliberation,2.0,18.0,66.0,55.0,Vinca1.jpg,Clia1n.jpg,54.0,43.0,1.0,1.0,1.0,66.0,55.0,1.223,-0.4148219527357028,11.0,0.019657193134016232,-0.49929270560401523,0.5189498987380314
19,V1,d09142021,fX2Ey,0.0,deliberation,2.0,19.0,60.0,69.0,Kupc1n.jpg,Picad1.jpg,65.0,55.0,1.0,-1.0,1.0,60.0,69.0,1.38,-0.17918640732241775,10.0,0.5386070918720477,0.06683445665565546,0.47177263521639223
20,V1,d09142021,fX2Ey,0.0,deliberation,2.0,20.0,50.0,11.0,Klic1n.jpg,Clifa1.jpg,66.0,45.0,1.0,-1.0,1.0,50.0,11.0,1.459,-0.06061820294248408,21.0,0.5857843553936869,-0.4049381785607368,0.9907225339544237
21,V1,d09142021,fX2Ey,1.0,deliberation,2.0,21.0,62.0,21.0,Mona1n.jpg,Kupkc1.jpg,46.0,56.0,0.0,1.0,1.0,62.0,21.0,1.437,-0.09363719656727569,-10.0,-0.35776091503909757,0.11401172017729468,-0.47177263521639223
22,V1,d09142021,fX2Ey,0.0,deliberation,2.0,22.0,63.0,25.0,Lewia1.jpg,Dekob1.jpg,41.0,55.0,1.0,-1.0,0.0,25.0,63.0,1.042,-0.6864782184669428,-14.0,-0.5936472326472937,0.06683445665565546,-0.6604816893029491
23,V1,d09142021,fX2Ey,0.0,deliberation,2.0,23.0,30.0,1.0,Kraa1n.jpg,Monda1.jpg,65.0,55.0,1.0,1.0,1.0,30.0,1.0,2.029,0.7948739046089339,10.0,0.5386070918720477,0.06683445665565546,0.47177263521639223
24,V1,d09142021,fX2Ey,1.0,deliberation,3.0,24.0,38.0,7.0,Krasa1.jpg,Macb1n.jpg,42.0,61.0,0.0,1.0,0.0,7.0,38.0,1.336,-0.24522439457200065,-19.0,-0.5464699691256545,0.34989803778549083,-0.8963680069111453
25,V1,d09142021,fX2Ey,0.0,deliberation,3.0,25.0,19.0,54.0,Picc1n.jpg,Rohla1.jpg,55.0,59.0,0.0,1.0,0.0,54.0,19.0,0.934,-0.8485714598977377,-4.0,0.06683445665565546,0.2555435107422124,-0.18870905408655692
26,V1,d09142021,fX2Ey,1.0,deliberation,3.0,26.0,62.0,21.0,Mona1n.jpg,Kupkc1.jpg,46.0,56.0,0.0,1.0,1.0,62.0,21.0,1.042,-0.6864782184669428,-10.0,-0.35776091503909757,0.11401172017729468,-0.47177263521639223
27,V1,d09142021,fX2Ey,1.0,deliberation,3.0,27.0,39.0,34.0,Kupb1n.jpg,Lasb1n.jpg,55.0,43.0,0.0,-1.0,0.0,34.0,39.0,0.728,-1.1577493092935136,12.0,0.06683445665565546,-0.49929270560401523,0.5661271622596706
28,V1,d09142021,fX2Ey,0.0,deliberation,3.0,28.0,30.0,1.0,Kraa1n.jpg,Monda1.jpg,65.0,55.0,0.0,1.0,1.0,30.0,1.0,0.869,-0.9461275774255311,10.0,0.5386070918720477,0.06683445665565546,0.47177263521639223
29,V1,d09142021,fX2Ey,0.0,deliberation,3.0,29.0,50.0,11.0,Klic1n.jpg,Clifa1.jpg,66.0,45.0,0.0,-1.0,1.0,50.0,11.0,0.808,-1.0376802415669986,21.0,0.5857843553936869,-0.4049381785607368,0.9907225339544237
30,V1,d09142021,fX2Ey,0.0,deliberation,3.0,30.0,60.0,69.0,Kupc1n.jpg,Picad1.jpg,65.0,55.0,0.0,-1.0,1.0,60.0,69.0,0.869,-0.9461275774255311,10.0,0.5386070918720477,0.06683445665565546,0.47177263521639223
31,V1,d09142021,fX2Ey,1.0,deliberation,3.0,31.0,18.0,29.0,Krab1n.jpg,Klinb1.jpg,44.0,46.0,0.0,1.0,0.0,29.0,18.0,1.136,-0.545397063888288,-2.0,-0.45211544208237603,-0.35776091503909757,-0.09435452704327846
32,V1,d09142021,fX2Ey,0.0,deliberation,3.0,32.0,66.0,55.0,Vinca1.jpg,Clia1n.jpg,54.0,43.0,0.0,1.0,1.0,66.0,55.0,0.791,-1.0631949184588831,11.0,0.019657193134016232,-0.49929270560401523,0.5189498987380314
33,V1,d09142021,fX2Ey,1.0,deliberation,3.0,33.0,53.0,58.0,Macc1n.jpg,Klinc1.jpg,64.0,59.0,0.0,-1.0,1.0,53.0,58.0,0.972,-0.7915386527276433,5.0,0.4914298283504085,0.2555435107422124,0.23588631760819612
34,V1,d09142021,fX2Ey,0.0,deliberation,3.0,34.0,63.0,25.0,Lewia1.jpg,Dekob1.jpg,41.0,55.0,0.0,-1.0,0.0,25.0,63.0,0.806,-1.0406819682601616,-14.0,-0.5936472326472937,0.06683445665565546,-0.6604816893029491
35,V1,d09142021,fX2Ey,1.0,deliberation,3.0,35.0,22.0,47.0,Klina1.jpg,Vina1n.jpg,46.0,64.0,0.0,-1.0,0.0,47.0,22.0,0.761,-1.108220818856326,-18.0,-0.35776091503909757,0.4914298283504085,-0.8491907433895061
36,V1,d09142021,CDRCj,0.0,deliberation,1.0,0.0,46.0,21.0,Lewb1n.jpg,Kupkc1.jpg,59.0,67.0,0.0,-1.0,0.0,21.0,46.0,5.08,2.8923284163234158,-8.0,0.142753867147955,0.5213276584795484,-0.3785737913315934
37,V1,d09142021,CDRCj,0.0,deliberation,1.0,1.0,68.0,30.0,Mondb1.jpg,Kraa1n.jpg,62.0,38.0,0.0,1.0,1.0,68.0,30.0,3.604,1.594517550508849,24.0,0.28471903889730255,-0.8510023350974778,1.1357213739947802
38,V1,d09142021,CDRCj,0.0,deliberation,1.0,2.0,69.0,53.0,Picad1.jpg,Macc1n.jpg,40.0,63.0,0.0,-1.0,1.0,69.0,53.0,3.118,1.1671895824967353,-23.0,-0.7563588872645794,0.3320407628137517,-1.088399650078331
39,V1,d09142021,CDRCj,1.0,deliberation,1.0,3.0,55.0,45.0,Clia1n.jpg,Lasc1n.jpg,57.0,67.0,1.0,-1.0,1.0,55.0,45.0,3.502,1.5048314337655657,-10.0,0.04811041931505662,0.5213276584795484,-0.4732172391644918
40,V1,d09142021,CDRCj,0.0,deliberation,1.0,4.0,47.0,42.0,Vina1n.jpg,Mackc1.jpg,71.0,68.0,0.0,1.0,1.0,47.0,42.0,2.314,0.46025195640262173,3.0,0.7106145541453451,0.5686493823959976,0.14196517174934753
41,V1,d09142021,CDRCj,1.0,deliberation,1.0,5.0,39.0,10.0,Kupb1n.jpg,Vinb1n.jpg,61.0,70.0,1.0,-1.0,1.0,39.0,10.0,2.199,0.3591352561528416,-9.0,0.23739731498085334,0.663292830228896,-0.4258955152480426
42,V1,d09142021,CDRCj,0.0,deliberation,1.0,6.0,63.0,56.0,Lewia1.jpg,Clib1n.jpg,68.0,61.0,0.0,1.0,1.0,63.0,56.0,3.897,1.8521453172322013,7.0,0.5686493823959976,0.23739731498085334,0.33125206741514424
43,V1,d09142021,CDRCj,1.0,deliberation,1.0,7.0,12.0,29.0,Klie1n.jpg,Klinb1.jpg,62.0,41.0,1.0,1.0,1.0,12.0,29.0,2.025,0.20614129229665284,21.0,0.28471903889730255,-0.7090371633481303,0.9937562022454328
44,V1,d09142021,CDRCj,0.0,deliberation,1.0,8.0,26.0,31.0,Klid1n.jpg,Picac1.jpg,58.0,68.0,0.0,-1.0,0.0,31.0,26.0,2.544,0.6624853569021816,-10.0,0.0954321432315058,0.5686493823959976,-0.4732172391644918
45,V1,d09142021,CDRCj,1.0,deliberation,1.0,9.0,48.0,44.0,Maca1n.jpg,Mackb1.jpg,67.0,42.0,1.0,1.0,0.0,44.0,48.0,2.615,0.7249139283607415,25.0,0.5213276584795484,-0.6617154394316811,1.1830430979112294
46,V1,d09142021,CDRCj,1.0,deliberation,1.0,10.0,5.0,37.0,Pica1n.jpg,Deka1n.jpg,57.0,40.0,1.0,1.0,1.0,5.0,37.0,2.111,0.2817589985704016,17.0,0.04811041931505662,-0.7563588872645794,0.8044693065796361
47,V1,d09142021,CDRCj,1.0,deliberation,1.0,11.0,11.0,8.0,Clifa1.jpg,Picd1n.jpg,63.0,64.0,1.0,-1.0,0.0,8.0,11.0,1.711,-0.06995126316796356,-1.0,0.3320407628137517,0.3793624867302009,-0.047321723916449177
48,V1,d09142021,CDRCj,1.0,deliberation,2.0,12.0,11.0,8.0,Clifa1.jpg,Picd1n.jpg,63.0,64.0,0.0,-1.0,0.0,8.0,11.0,0.915,-0.76985468402731,-1.0,0.3320407628137517,0.3793624867302009,-0.047321723916449177
49,V1,d09142021,CDRCj,1.0,deliberation,2.0,13.0,5.0,37.0,Pica1n.jpg,Deka1n.jpg,57.0,40.0,0.0,1.0,1.0,5.0,37.0,1.4,-0.3434059916695425,17.0,0.04811041931505662,-0.7563588872645794,0.8044693065796361
50,V1,d09142021,CDRCj,0.0,deliberation,2.0,14.0,26.0,31.0,Klid1n.jpg,Picac1.jpg,58.0,68.0,1.0,-1.0,0.0,31.0,26.0,1.032,-0.6669794324688383,-10.0,0.0954321432315058,0.5686493823959976,-0.4732172391644918
51,V1,d09142021,CDRCj,1.0,deliberation,2.0,15.0,39.0,10.0,Kupb1n.jpg,Vinb1n.jpg,61.0,70.0,0.0,-1.0,1.0,39.0,10.0,1.22,-0.5016756094518068,-9.0,0.23739731498085334,0.663292830228896,-0.4258955152480426
52,V1,d09142021,CDRCj,1.0,deliberation,2.0,16.0,48.0,44.0,Maca1n.jpg,Mackb1.jpg,67.0,42.0,0.0,1.0,0.0,44.0,48.0,0.937,-0.7505106196317,25.0,0.5213276584795484,-0.6617154394316811,1.1830430979112294
53,V1,d09142021,CDRCj,0.0,deliberation,2.0,17.0,63.0,56.0,Lewia1.jpg,Clib1n.jpg,68.0,61.0,1.0,1.0,1.0,63.0,56.0,1.011,-0.6854442212101025,7.0,0.5686493823959976,0.23739731498085334,0.33125206741514424
54,V1,d09142021,CDRCj,1.0,deliberation,2.0,18.0,12.0,29.0,Klie1n.jpg,Klinb1.jpg,62.0,41.0,0.0,1.0,1.0,12.0,29.0,0.873,-0.8067842615098384,21.0,0.28471903889730255,-0.7090371633481303,0.9937562022454328
55,V1,d09142021,CDRCj,0.0,deliberation,2.0,19.0,69.0,53.0,Picad1.jpg,Macc1n.jpg,40.0,63.0,1.0,-1.0,0.0,53.0,69.0,2.537,0.6563304273217601,-23.0,-0.7563588872645794,0.3320407628137517,-1.088399650078331
56,V1,d09142021,CDRCj,1.0,deliberation,2.0,20.0,55.0,45.0,Clia1n.jpg,Lasc1n.jpg,57.0,67.0,0.0,-1.0,1.0,55.0,45.0,1.123,-0.5869653479233602,-10.0,0.04811041931505662,0.5213276584795484,-0.4732172391644918
57,V1,d09142021,CDRCj,0.0,deliberation,2.0,21.0,68.0,30.0,Mondb1.jpg,Kraa1n.jpg,62.0,38.0,1.0,1.0,1.0,68.0,30.0,1.287,-0.44276414061063063,24.0,0.28471903889730255,-0.8510023350974778,1.1357213739947802
58,V1,d09142021,CDRCj,0.0,deliberation,2.0,22.0,46.0,21.0,Lewb1n.jpg,Kupkc1.jpg,59.0,67.0,1.0,-1.0,0.0,21.0,46.0,2.148,0.3142921977812003,-8.0,0.142753867147955,0.5213276584795484,-0.3785737913315934
59,V1,d09142021,CDRCj,0.0,deliberation,2.0,23.0,47.0,42.0,Vina1n.jpg,Mackc1.jpg,71.0,68.0,1.0,1.0,0.0,42.0,47.0,3.894,1.8495074902691635,3.0,0.7106145541453451,0.5686493823959976,0.14196517174934753
60,V1,d09142021,CDRCj,0.0,deliberation,3.0,24.0,69.0,53.0,Picad1.jpg,Macc1n.jpg,40.0,63.0,0.0,-1.0,0.0,53.0,69.0,1.226,-0.49639995552573124,-23.0,-0.7563588872645794,0.3320407628137517,-1.088399650078331
61,V1,d09142021,CDRCj,1.0,deliberation,3.0,25.0,48.0,44.0,Maca1n.jpg,Mackb1.jpg,67.0,42.0,0.0,1.0,0.0,44.0,48.0,2.153,0.3186885760529298,25.0,0.5213276584795484,-0.6617154394316811,1.1830430979112294
62,V1,d09142021,CDRCj,1.0,deliberation,3.0,26.0,5.0,37.0,Pica1n.jpg,Deka1n.jpg,57.0,40.0,0.0,1.0,1.0,5.0,37.0,0.996,-0.6986333560252911,17.0,0.04811041931505662,-0.7563588872645794,0.8044693065796361
63,V1,d09142021,CDRCj,0.0,deliberation,3.0,27.0,63.0,56.0,Lewia1.jpg,Clib1n.jpg,68.0,61.0,0.0,1.0,1.0,63.0,56.0,0.792,-0.8780055895118573,7.0,0.5686493823959976,0.23739731498085334,0.33125206741514424
64,V1,d09142021,CDRCj,0.0,deliberation,3.0,28.0,47.0,42.0,Vina1n.jpg,Mackc1.jpg,71.0,68.0,0.0,1.0,0.0,42.0,47.0,0.844,-0.8322832554858699,3.0,0.7106145541453451,0.5686493823959976,0.14196517174934753
65,V1,d09142021,CDRCj,1.0,deliberation,3.0,29.0,12.0,29.0,Klie1n.jpg,Klinb1.jpg,62.0,41.0,0.0,1.0,1.0,12.0,29.0,0.67,-0.9852772193420585,21.0,0.28471903889730255,-0.7090371633481303,0.9937562022454328
66,V1,d09142021,CDRCj,1.0,deliberation,3.0,30.0,55.0,45.0,Clia1n.jpg,Lasc1n.jpg,57.0,67.0,0.0,-1.0,1.0,55.0,45.0,0.836,-0.8393174607206372,-10.0,0.04811041931505662,0.5213276584795484,-0.4732172391644918
67,V1,d09142021,CDRCj,0.0,deliberation,3.0,31.0,26.0,31.0,Klid1n.jpg,Picac1.jpg,58.0,68.0,0.0,-1.0,0.0,31.0,26.0,0.758,-0.9079009617596183,-10.0,0.0954321432315058,0.5686493823959976,-0.4732172391644918
68,V1,d09142021,CDRCj,1.0,deliberation,3.0,32.0,11.0,8.0,Clifa1.jpg,Picd1n.jpg,63.0,64.0,0.0,-1.0,0.0,8.0,11.0,0.885,-0.7962329536576874,-1.0,0.3320407628137517,0.3793624867302009,-0.047321723916449177
69,V1,d09142021,CDRCj,1.0,deliberation,3.0,33.0,39.0,10.0,Kupb1n.jpg,Vinb1n.jpg,61.0,70.0,0.0,-1.0,1.0,39.0,10.0,0.727,-0.9351585070443416,-9.0,0.23739731498085334,0.663292830228896,-0.4258955152480426
70,V1,d09142021,CDRCj,0.0,deliberation,3.0,34.0,68.0,30.0,Mondb1.jpg,Kraa1n.jpg,62.0,38.0,0.0,1.0,1.0,68.0,30.0,0.734,-0.9290035774639203,24.0,0.28471903889730255,-0.8510023350974778,1.1357213739947802
71,V1,d09142021,CDRCj,0.0,deliberation,3.0,35.0,46.0,21.0,Lewb1n.jpg,Kupkc1.jpg,59.0,67.0,0.0,-1.0,0.0,21.0,46.0,0.742,-0.921969372229153,-8.0,0.142753867147955,0.5213276584795484,-0.3785737913315934
72,V1,d09172021,S5lJ6,1.0,deliberation,1.0,0.0,18.0,53.0,Krab1n.jpg,Macc1n.jpg,44.0,38.0,1.0,1.0,0.0,53.0,18.0,1.987,-0.41432634518046085,6.0,-0.041520789316453685,-0.34657148633529583,0.30505069701884213
73,V1,d09172021,S5lJ6,0.0,deliberation,1.0,1.0,30.0,55.0,Kraa1n.jpg,Clia1n.jpg,31.0,56.0,0.0,1.0,1.0,30.0,55.0,3.287,0.2943379686286745,-25.0,-0.7024639661906117,0.5685806047212306,-1.2710445709118423
74,V1,d09172021,S5lJ6,1.0,deliberation,1.0,2.0,57.0,4.0,Lassa1.jpg,Krasb1.jpg,58.0,32.0,1.0,1.0,1.0,57.0,4.0,4.049,0.7097242817998757,26.0,0.6702641703941781,-0.651622183354138,1.321886353748316
75,V1,d09172021,S5lJ6,0.0,deliberation,1.0,3.0,15.0,23.0,Lassc1.jpg,Rohlb1.jpg,35.0,33.0,0.0,-1.0,0.0,23.0,15.0,2.78,0.017958886243111608,2.0,-0.49909683484471695,-0.6007804005176643,0.1016835656729474
76,V1,d09172021,S5lJ6,0.0,deliberation,1.0,4.0,38.0,7.0,Krasa1.jpg,Macb1n.jpg,36.0,46.0,0.0,1.0,1.0,38.0,7.0,5.452,1.474536614318504,-10.0,-0.4482550520082432,0.060162776356493704,-0.5084178283647369
77,V1,d09172021,S5lJ6,1.0,deliberation,1.0,5.0,66.0,37.0,Vinca1.jpg,Deka1n.jpg,44.0,31.0,1.0,-1.0,1.0,66.0,37.0,4.389,0.8950672561807264,13.0,-0.041520789316453685,-0.7024639661906117,0.660943176874158
78,V1,d09172021,S5lJ6,0.0,deliberation,1.0,6.0,51.0,12.0,Lewic1.jpg,Klie1n.jpg,50.0,59.0,0.0,1.0,,,,,,-9.0,0.2635299077023885,0.7211059532306517,-0.45757604552826325
79,V1,d09172021,S5lJ6,0.0,deliberation,1.0,6.0,51.0,12.0,Lewic1.jpg,Klie1n.jpg,50.0,59.0,0.0,1.0,0.0,12.0,51.0,7.154,2.4023417390132336,-9.0,0.2635299077023885,0.7211059532306517,-0.45757604552826325
80,V1,d09172021,S5lJ6,0.0,deliberation,1.0,7.0,64.0,29.0,Vincb1.jpg,Klinb1.jpg,40.0,60.0,0.0,-1.0,1.0,64.0,29.0,5.071,1.2668434577329033,-20.0,-0.24488792066234846,0.7719477360671254,-1.0168356567294738
81,V1,d09172021,S5lJ6,1.0,deliberation,1.0,8.0,43.0,19.0,Clifb1.jpg,Picc1n.jpg,35.0,33.0,1.0,-1.0,1.0,43.0,19.0,3.748,0.5456412368332988,2.0,-0.49909683484471695,-0.6007804005176643,0.1016835656729474
82,V1,d09172021,S5lJ6,1.0,deliberation,1.0,9.0,36.0,63.0,Gustb1.jpg,Lewia1.jpg,43.0,37.0,1.0,-1.0,0.0,63.0,36.0,6.112,1.8343200351754496,6.0,-0.09236257215292738,-0.39741326917176956,0.3050506970188422
83,V1,d09172021,S5lJ6,0.0,deliberation,1.0,10.0,32.0,50.0,Kupkb1.jpg,Klic1n.jpg,31.0,32.0,0.0,-1.0,0.0,50.0,32.0,6.355,1.9667857492182343,-1.0,-0.7024639661906117,-0.651622183354138,-0.05084178283647367
84,V1,d09172021,S5lJ6,1.0,deliberation,1.0,11.0,6.0,33.0,Gusc1n.jpg,Kline1.jpg,53.0,55.0,1.0,1.0,1.0,6.0,33.0,4.638,1.0308037285949376,-2.0,0.41605525621180955,0.517738821884757,-0.1016835656729474
85,V1,d09172021,S5lJ6,0.0,deliberation,2.0,12.0,30.0,55.0,Kraa1n.jpg,Clia1n.jpg,31.0,56.0,1.0,1.0,1.0,30.0,55.0,2.3,-0.2437017834710307,-25.0,-0.7024639661906117,0.5685806047212306,-1.2710445709118423
86,V1,d09172021,S5lJ6,1.0,deliberation,2.0,13.0,36.0,63.0,Gustb1.jpg,Lewia1.jpg,43.0,37.0,0.0,-1.0,0.0,63.0,36.0,3.46,0.38864483500481334,6.0,-0.09236257215292738,-0.39741326917176956,0.3050506970188422
87,V1,d09172021,S5lJ6,1.0,deliberation,2.0,14.0,6.0,33.0,Gusc1n.jpg,Kline1.jpg,53.0,55.0,0.0,1.0,1.0,6.0,33.0,3.039,0.15914662260970108,-2.0,0.41605525621180955,0.517738821884757,-0.1016835656729474
88,V1,d09172021,S5lJ6,0.0,deliberation,2.0,15.0,64.0,29.0,Vincb1.jpg,Klinb1.jpg,40.0,60.0,1.0,-1.0,1.0,64.0,29.0,1.423,-0.7217776320945781,-20.0,-0.24488792066234846,0.7719477360671254,-1.0168356567294738
89,V1,d09172021,S5lJ6,1.0,deliberation,2.0,16.0,66.0,37.0,Vinca1.jpg,Deka1n.jpg,44.0,31.0,0.0,-1.0,1.0,66.0,37.0,2.648,-0.05399779792827735,13.0,-0.041520789316453685,-0.7024639661906117,0.660943176874158
90,V1,d09172021,S5lJ6,1.0,deliberation,2.0,17.0,43.0,19.0,Clifb1.jpg,Picc1n.jpg,35.0,33.0,0.0,-1.0,1.0,43.0,19.0,1.004,-0.9501855916992149,2.0,-0.49909683484471695,-0.6007804005176643,0.1016835656729474
91,V1,d09172021,S5lJ6,0.0,deliberation,2.0,18.0,38.0,7.0,Krasa1.jpg,Macb1n.jpg,36.0,46.0,1.0,1.0,1.0,38.0,7.0,1.399,-0.7348606655802853,-10.0,-0.4482550520082432,0.060162776356493704,-0.5084178283647369
92,V1,d09172021,S5lJ6,1.0,deliberation,2.0,19.0,18.0,53.0,Krab1n.jpg,Macc1n.jpg,44.0,38.0,0.0,1.0,0.0,53.0,18.0,2.49,-0.14012776837584914,6.0,-0.041520789316453685,-0.34657148633529583,0.30505069701884213
93,V1,d09172021,S5lJ6,1.0,deliberation,2.0,20.0,57.0,4.0,Lassa1.jpg,Krasb1.jpg,58.0,32.0,0.0,1.0,1.0,57.0,4.0,2.714,-0.01801945584258287,26.0,0.6702641703941781,-0.651622183354138,1.321886353748316
94,V1,d09172021,S5lJ6,0.0,deliberation,2.0,21.0,15.0,23.0,Lassc1.jpg,Rohlb1.jpg,35.0,33.0,1.0,-1.0,0.0,23.0,15.0,2.218,-0.2884021478805299,2.0,-0.49909683484471695,-0.6007804005176643,0.1016835656729474
95,V1,d09172021,S5lJ6,0.0,deliberation,2.0,22.0,51.0,12.0,Lewic1.jpg,Klie1n.jpg,50.0,59.0,1.0,1.0,0.0,12.0,51.0,3.767,0.5559986383428168,-9.0,0.2635299077023885,0.7211059532306517,-0.45757604552826325
96,V1,d09172021,S5lJ6,0.0,deliberation,2.0,23.0,32.0,50.0,Kupkb1.jpg,Klic1n.jpg,31.0,32.0,1.0,-1.0,0.0,50.0,32.0,4.867,1.155637673104393,-1.0,-0.7024639661906117,-0.651622183354138,-0.05084178283647367
97,V1,d09172021,S5lJ6,0.0,deliberation,3.0,24.0,64.0,29.0,Vincb1.jpg,Klinb1.jpg,40.0,60.0,0.0,-1.0,1.0,64.0,29.0,2.593,-0.08397974966635624,-20.0,-0.24488792066234846,0.7719477360671254,-1.0168356567294738
98,V1,d09172021,S5lJ6,1.0,deliberation,3.0,25.0,66.0,37.0,Vinca1.jpg,Deka1n.jpg,44.0,31.0,0.0,-1.0,1.0,66.0,37.0,0.808,-1.057030365165823,13.0,-0.041520789316453685,-0.7024639661906117,0.660943176874158
99,V1,d09172021,S5lJ6,1.0,deliberation,3.0,26.0,43.0,19.0,Clifb1.jpg,Picc1n.jpg,35.0,33.0,0.0,-1.0,1.0,43.0,19.0,0.745,-1.091373328065804,2.0,-0.49909683484471695,-0.6007804005176643,0.1016835656729474
100,V1,d09172021,S5lJ6,1.0,deliberation,3.0,27.0,57.0,4.0,Lassa1.jpg,Krasb1.jpg,58.0,32.0,0.0,1.0,1.0,57.0,4.0,0.704,-1.113723510270554,26.0,0.6702641703941781,-0.651622183354138,1.321886353748316
