,version,group,PID,phase,block,trial,stimulus_left,stimulus_right,painting_left,painting_right,rating_left,rating_right,explain_trial,explain_response,novel_left,left_chosen,chosen_obj,unchosen_obj,rt,zscored_rt,delta_ratings,zcored_rating_left,zcored_rating_right,zscored_delta_ratings
497,V1,d09142021,nD3lS,interference,2.0,10.0,50.0,20.0,Klic1n.jpg,Picb1n.jpg,53.0,59.0,1.0,,0.0,1.0,50.0,20.0,0.716,-0.698571497500712,-6.0,0.4261726578845225,0.8136023468704519,-0.3874296889859294
498,V1,d09142021,nD3lS,interference,2.0,11.0,57.0,60.0,Lassa1.jpg,Kupc1n.jpg,45.0,38.0,1.0,,0.0,1.0,57.0,60.0,1.0859999999999999,-0.3651316513490068,7.0,-0.09040026076338344,-0.5424015645803011,0.4520013038169176
499,V1,d09142021,nD3lS,interference,3.0,12.0,51.0,33.0,Lewic1.jpg,Kline1.jpg,35.0,40.0,0.0,,1.0,1.0,51.0,33.0,1.514,0.020577143658911463,-5.0,-0.7361164090732658,-0.41325833491832464,-0.3228580741549412
500,V1,d09142021,nD3lS,interference,3.0,13.0,34.0,38.0,Lasb1n.jpg,Krasa1.jpg,35.0,35.0,0.0,,1.0,0.0,38.0,34.0,0.64,-0.7670618442778191,0.0,-0.7361164090732658,-0.7361164090732658,0.0
501,V1,d09142021,nD3lS,interference,3.0,14.0,55.0,47.0,Clia1n.jpg,Vina1n.jpg,36.0,58.0,0.0,,1.0,0.0,47.0,55.0,0.642,-0.7652594667310529,-22.0,-0.6715447942422776,0.7490307320394637,-1.4205755262817412
502,V1,d09142021,nD3lS,interference,3.0,15.0,58.0,18.0,Klinc1.jpg,Krab1n.jpg,38.0,33.0,0.0,,0.0,1.0,58.0,18.0,0.6,-0.8031093952131384,5.0,-0.5424015645803011,-0.8652596387352424,0.3228580741549413
503,V1,d09142021,nD3lS,interference,3.0,16.0,57.0,60.0,Lassa1.jpg,Kupc1n.jpg,45.0,38.0,0.0,,0.0,1.0,57.0,60.0,0.872,-0.5579860488529661,7.0,-0.09040026076338344,-0.5424015645803011,0.4520013038169176
504,V1,d09142021,nD3lS,interference,3.0,17.0,50.0,20.0,Klic1n.jpg,Picb1n.jpg,53.0,59.0,0.0,,0.0,1.0,50.0,20.0,0.675,-0.7355202372094144,-6.0,0.4261726578845225,0.8136023468704519,-0.3874296889859294
523,V1,d09142021,VXjQe,interference,1.0,0.0,19.0,53.0,Picc1n.jpg,Macc1n.jpg,0.0,31.0,0.0,,0.0,0.0,53.0,19.0,3.418,1.959302174911684,-31.0,-0.8816322928047158,-0.04540788453507197,-0.8362244082696438
524,V1,d09142021,VXjQe,interference,1.0,1.0,52.0,16.0,Dekoa1.jpg,Vincc1.jpg,21.0,0.0,0.0,,1.0,0.0,16.0,52.0,3.281,1.8009085490484458,21.0,-0.3151576936543119,-0.8816322928047158,0.5664745991504039
525,V1,d09142021,VXjQe,interference,1.0,2.0,1.0,42.0,Monda1.jpg,Mackc1.jpg,22.0,64.0,1.0,,1.0,0.0,42.0,1.0,3.154,1.6540765017153707,-42.0,-0.2881827127423879,0.8447664855584198,-1.1329491983008078
526,V1,d09142021,VXjQe,interference,1.0,3.0,29.0,2.0,Klinb1.jpg,Dekb1n.jpg,56.0,0.0,1.0,,0.0,1.0,29.0,2.0,2.167,0.5129487007882475,56.0,0.6289666382630279,-0.8816322928047158,1.5105989310677437
527,V1,d09142021,VXjQe,interference,1.0,4.0,26.0,36.0,Klid1n.jpg,Gustb1.jpg,67.0,0.0,1.0,,1.0,1.0,26.0,36.0,1.942,0.2528131838595722,67.0,0.9256914282941918,-0.8816322928047158,1.8073237210989077
528,V1,d09142021,VXjQe,interference,1.0,5.0,12.0,33.0,Klie1n.jpg,Kline1.jpg,54.0,26.0,0.0,,0.0,1.0,12.0,33.0,2.468,0.8609522145461648,28.0,0.5750166764391799,-0.18028278909469192,0.7552994655338718
529,V1,d09142021,VXjQe,interference,2.0,6.0,52.0,16.0,Dekoa1.jpg,Vincc1.jpg,21.0,0.0,1.0,,1.0,0.0,16.0,52.0,2.169,0.5152610164942805,21.0,-0.3151576936543119,-0.8816322928047158,0.5664745991504039
530,V1,d09142021,VXjQe,interference,2.0,7.0,19.0,53.0,Picc1n.jpg,Macc1n.jpg,0.0,31.0,1.0,,0.0,0.0,53.0,19.0,1.3619999999999999,-0.4177583708899023,-31.0,-0.8816322928047158,-0.04540788453507197,-0.8362244082696438
531,V1,d09142021,VXjQe,interference,2.0,8.0,29.0,2.0,Klinb1.jpg,Dekb1n.jpg,56.0,0.0,0.0,,0.0,1.0,29.0,2.0,1.115,-0.7033293605849373,56.0,0.6289666382630279,-0.8816322928047158,1.5105989310677437
532,V1,d09142021,VXjQe,interference,2.0,9.0,1.0,42.0,Monda1.jpg,Mackc1.jpg,22.0,64.0,0.0,,1.0,0.0,42.0,1.0,1.19,-0.6166175216087122,-42.0,-0.2881827127423879,0.8447664855584198,-1.1329491983008078
533,V1,d09142021,VXjQe,interference,2.0,10.0,26.0,36.0,Klid1n.jpg,Gustb1.jpg,67.0,0.0,0.0,,1.0,1.0,26.0,36.0,1.168,-0.6420529943750716,67.0,0.9256914282941918,-0.8816322928047158,1.8073237210989077
534,V1,d09142021,VXjQe,interference,2.0,11.0,12.0,33.0,Klie1n.jpg,Kline1.jpg,54.0,26.0,1.0,,0.0,1.0,12.0,33.0,1.1420000000000001,-0.6721130985534963,28.0,0.5750166764391799,-0.18028278909469192,0.7552994655338718
535,V1,d09142021,VXjQe,interference,3.0,12.0,1.0,42.0,Monda1.jpg,Mackc1.jpg,22.0,64.0,0.0,,1.0,0.0,42.0,1.0,1.5730000000000002,-0.17380906390345566,-42.0,-0.2881827127423879,0.8447664855584198,-1.1329491983008078
536,V1,d09142021,VXjQe,interference,3.0,13.0,52.0,16.0,Dekoa1.jpg,Vincc1.jpg,21.0,0.0,0.0,,1.0,0.0,16.0,52.0,0.943,-0.902188511303747,21.0,-0.3151576936543119,-0.8816322928047158,0.5664745991504039
537,V1,d09142021,VXjQe,interference,3.0,14.0,19.0,53.0,Picc1n.jpg,Macc1n.jpg,0.0,31.0,0.0,,0.0,0.0,53.0,19.0,1.264,-0.5310618404855033,-31.0,-0.8816322928047158,-0.04540788453507197,-0.8362244082696438
538,V1,d09142021,VXjQe,interference,3.0,15.0,12.0,33.0,Klie1n.jpg,Kline1.jpg,54.0,26.0,0.0,,0.0,1.0,12.0,33.0,0.924,-0.9241555105110572,28.0,0.5750166764391799,-0.18028278909469192,0.7552994655338718
539,V1,d09142021,VXjQe,interference,3.0,16.0,29.0,2.0,Klinb1.jpg,Dekb1n.jpg,56.0,0.0,0.0,,0.0,1.0,29.0,2.0,0.816,-1.0490205586368218,56.0,0.6289666382630279,-0.8816322928047158,1.5105989310677437
540,V1,d09142021,VXjQe,interference,3.0,17.0,26.0,36.0,Klid1n.jpg,Gustb1.jpg,67.0,0.0,0.0,,1.0,1.0,26.0,36.0,0.924,-0.9241555105110572,67.0,0.9256914282941918,-0.8816322928047158,1.8073237210989077
541,V1,d09172021,icC9x,interference,1.0,0.0,57.0,50.0,Lassa1.jpg,Klic1n.jpg,72.0,82.0,1.0,,1.0,0.0,50.0,57.0,2.332,0.7081656965780133,-10.0,-0.11377285982238355,0.5489816634148015,-0.662754523237185
542,V1,d09172021,icC9x,interference,1.0,1.0,38.0,33.0,Krasa1.jpg,Kline1.jpg,80.0,78.0,1.0,,0.0,1.0,38.0,33.0,1.413,-0.13905184539012852,2.0,0.4164307587673645,0.28387985411992744,0.13255090464743702
543,V1,d09172021,icC9x,interference,1.0,2.0,17.0,36.0,Picaa1.jpg,Gustb1.jpg,64.0,67.0,0.0,,1.0,0.0,36.0,17.0,2.946,1.2742065788070007,-3.0,-0.6439764784121316,-0.4451501214409761,-0.19882635697115547
544,V1,d09172021,icC9x,interference,1.0,3.0,47.0,60.0,Vina1n.jpg,Kupc1n.jpg,75.0,77.0,0.0,,1.0,0.0,60.0,47.0,3.159,1.470569295280574,-2.0,0.08505349714877196,0.21760440179620896,-0.13255090464743702
545,V1,d09172021,icC9x,interference,1.0,4.0,66.0,18.0,Vinca1.jpg,Krab1n.jpg,74.0,72.0,0.0,,0.0,1.0,66.0,18.0,2.56,0.9183567733666276,2.0,0.01877804482505345,-0.11377285982238355,0.13255090464743702
546,V1,d09172021,icC9x,interference,1.0,5.0,42.0,15.0,Mackc1.jpg,Lassc1.jpg,66.0,80.0,1.0,,0.0,0.0,15.0,42.0,4.367,2.5842132459851617,-14.0,-0.5114255737646946,0.4164307587673645,-0.9278563325320591
547,V1,d09172021,icC9x,interference,2.0,6.0,57.0,50.0,Lassa1.jpg,Klic1n.jpg,72.0,82.0,0.0,,1.0,0.0,50.0,57.0,0.828,-0.6783578976767043,-10.0,-0.11377285982238355,0.5489816634148015,-0.662754523237185
548,V1,d09172021,icC9x,interference,2.0,7.0,38.0,33.0,Krasa1.jpg,Kline1.jpg,80.0,78.0,0.0,,0.0,1.0,38.0,33.0,0.6859999999999999,-0.8092663753257533,2.0,0.4164307587673645,0.28387985411992744,0.13255090464743702
549,V1,d09172021,icC9x,interference,2.0,8.0,47.0,60.0,Vina1n.jpg,Kupc1n.jpg,75.0,77.0,1.0,,1.0,0.0,60.0,47.0,0.71,-0.7871409988216888,-2.0,0.08505349714877196,0.21760440179620896,-0.13255090464743702
550,V1,d09172021,icC9x,interference,2.0,9.0,42.0,15.0,Mackc1.jpg,Lassc1.jpg,66.0,80.0,0.0,,0.0,0.0,15.0,42.0,0.867,-0.6424041608575992,-14.0,-0.5114255737646946,0.4164307587673645,-0.9278563325320591
551,V1,d09172021,icC9x,interference,2.0,10.0,66.0,18.0,Vinca1.jpg,Krab1n.jpg,74.0,72.0,1.0,,0.0,1.0,66.0,18.0,1.406,-0.14550508020381414,2.0,0.01877804482505345,-0.11377285982238355,0.13255090464743702
552,V1,d09172021,icC9x,interference,2.0,11.0,17.0,36.0,Picaa1.jpg,Gustb1.jpg,64.0,67.0,1.0,,1.0,0.0,36.0,17.0,0.9890000000000001,-0.5299334969619373,-3.0,-0.6439764784121316,-0.4451501214409761,-0.19882635697115547
553,V1,d09172021,icC9x,interference,3.0,12.0,57.0,50.0,Lassa1.jpg,Klic1n.jpg,72.0,82.0,0.0,,1.0,0.0,50.0,57.0,1.124,-0.4054782541265736,-10.0,-0.11377285982238355,0.5489816634148015,-0.662754523237185
554,V1,d09172021,icC9x,interference,3.0,13.0,38.0,33.0,Krasa1.jpg,Kline1.jpg,80.0,78.0,0.0,,0.0,1.0,38.0,33.0,0.862,-0.6470136142959461,2.0,0.4164307587673645,0.28387985411992744,0.13255090464743702
555,V1,d09172021,icC9x,interference,3.0,14.0,66.0,18.0,Vinca1.jpg,Krab1n.jpg,74.0,72.0,0.0,,0.0,1.0,66.0,18.0,0.648,-0.844298221457189,2.0,0.01877804482505345,-0.11377285982238355,0.13255090464743702
556,V1,d09172021,icC9x,interference,3.0,15.0,42.0,15.0,Mackc1.jpg,Lassc1.jpg,66.0,80.0,0.0,,0.0,0.0,15.0,42.0,0.5820000000000001,-0.9051430068433668,-14.0,-0.5114255737646946,0.4164307587673645,-0.9278563325320591
557,V1,d09172021,icC9x,interference,3.0,16.0,17.0,36.0,Picaa1.jpg,Gustb1.jpg,64.0,67.0,0.0,,1.0,0.0,36.0,17.0,0.7829999999999999,-0.7198429786218254,-3.0,-0.6439764784121316,-0.4451501214409761,-0.19882635697115547
558,V1,d09172021,icC9x,interference,3.0,17.0,47.0,60.0,Vina1n.jpg,Kupc1n.jpg,75.0,77.0,0.0,,1.0,0.0,60.0,47.0,1.8869999999999998,0.29792434056514816,-2.0,0.08505349714877196,0.21760440179620896,-0.13255090464743702
559,V1,d09142021,0au00,interference,1.0,0.0,22.0,54.0,Klina1.jpg,Rohla1.jpg,5.0,0.0,1.0,,0.0,1.0,22.0,54.0,1.525,1.4410656014764325,5.0,-0.5497681202436818,-0.7016377667198371,0.1518696464761553
560,V1,d09142021,0au00,interference,1.0,1.0,62.0,26.0,Mona1n.jpg,Klid1n.jpg,17.0,13.0,1.0,,1.0,1.0,62.0,26.0,1.7409999999999999,1.9240294027470448,4.0,-0.18528096870090935,-0.30677668588183354,0.12149571718092415
561,V1,d09142021,0au00,interference,1.0,2.0,60.0,58.0,Kupc1n.jpg,Klinc1.jpg,20.0,0.0,1.0,,0.0,1.0,60.0,58.0,0.802,-0.1755215666654774,20.0,-0.09415918081521626,-0.7016377667198371,0.6074785859046209
562,V1,d09142021,0au00,interference,1.0,3.0,63.0,16.0,Lewia1.jpg,Vincc1.jpg,30.0,0.0,0.0,,1.0,1.0,63.0,16.0,2.015,2.536677928432914,30.0,0.20958011213709413,-0.7016377667198371,0.9112178788569312
563,V1,d09142021,0au00,interference,1.0,4.0,2.0,23.0,Dekb1n.jpg,Rohlb1.jpg,5.0,0.0,0.0,,0.0,1.0,2.0,23.0,0.812,-0.15316213142146753,5.0,-0.5497681202436818,-0.7016377667198371,0.1518696464761553
564,V1,d09142021,0au00,interference,1.0,5.0,21.0,43.0,Kupkc1.jpg,Clifb1.jpg,0.0,37.0,0.0,,1.0,0.0,43.0,21.0,0.5820000000000001,-0.6674291420336936,-37.0,-0.7016377667198371,0.4221976172037114,-1.1238353839235486
565,V1,d09142021,0au00,interference,2.0,6.0,21.0,43.0,Kupkc1.jpg,Clifb1.jpg,0.0,37.0,1.0,,1.0,0.0,43.0,21.0,0.5,-0.8507765110345741,-37.0,-0.7016377667198371,0.4221976172037114,-1.1238353839235486
566,V1,d09142021,0au00,interference,2.0,7.0,60.0,58.0,Kupc1n.jpg,Klinc1.jpg,20.0,0.0,0.0,,0.0,1.0,60.0,58.0,1.0659999999999998,0.4147675237763819,20.0,-0.09415918081521626,-0.7016377667198371,0.6074785859046209
567,V1,d09142021,0au00,interference,2.0,8.0,62.0,26.0,Mona1n.jpg,Klid1n.jpg,17.0,13.0,0.0,,1.0,1.0,62.0,26.0,0.685,-0.4371269590203923,4.0,-0.18528096870090935,-0.30677668588183354,0.12149571718092415
568,V1,d09142021,0au00,interference,2.0,9.0,22.0,54.0,Klina1.jpg,Rohla1.jpg,5.0,0.0,0.0,,0.0,1.0,22.0,54.0,0.7170000000000001,-0.3655767662395609,5.0,-0.5497681202436818,-0.7016377667198371,0.1518696464761553
569,V1,d09142021,0au00,interference,2.0,10.0,63.0,16.0,Lewia1.jpg,Vincc1.jpg,30.0,0.0,1.0,,1.0,1.0,63.0,16.0,0.638,-0.5422163046672385,30.0,0.20958011213709413,-0.7016377667198371,0.9112178788569312
570,V1,d09142021,0au00,interference,2.0,11.0,2.0,23.0,Dekb1n.jpg,Rohlb1.jpg,5.0,0.0,1.0,,0.0,1.0,2.0,23.0,0.7909999999999999,-0.2001169454338882,5.0,-0.5497681202436818,-0.7016377667198371,0.1518696464761553
571,V1,d09142021,0au00,interference,3.0,12.0,62.0,26.0,Mona1n.jpg,Klid1n.jpg,17.0,13.0,0.0,,1.0,1.0,62.0,26.0,1.1179999999999999,0.5310365870452329,4.0,-0.18528096870090935,-0.30677668588183354,0.12149571718092415
572,V1,d09142021,0au00,interference,3.0,13.0,63.0,16.0,Lewia1.jpg,Vincc1.jpg,30.0,0.0,0.0,,1.0,1.0,63.0,16.0,0.508,-0.8328889628393662,30.0,0.20958011213709413,-0.7016377667198371,0.9112178788569312
573,V1,d09142021,0au00,interference,3.0,14.0,2.0,23.0,Dekb1n.jpg,Rohlb1.jpg,5.0,0.0,0.0,,0.0,1.0,2.0,23.0,0.596,-0.6361259326920798,5.0,-0.5497681202436818,-0.7016377667198371,0.1518696464761553
574,V1,d09142021,0au00,interference,3.0,15.0,21.0,43.0,Kupkc1.jpg,Clifb1.jpg,0.0,37.0,0.0,,1.0,0.0,43.0,21.0,0.518,-0.8105295275953563,-37.0,-0.7016377667198371,0.4221976172037114,-1.1238353839235486
575,V1,d09142021,0au00,interference,3.0,16.0,22.0,54.0,Klina1.jpg,Rohla1.jpg,5.0,0.0,0.0,,0.0,1.0,22.0,54.0,0.636,-0.5466881917160404,5.0,-0.5497681202436818,-0.7016377667198371,0.1518696464761553
576,V1,d09142021,0au00,interference,3.0,17.0,60.0,58.0,Kupc1n.jpg,Klinc1.jpg,20.0,0.0,0.0,,0.0,1.0,60.0,58.0,0.599,-0.6294181021188769,20.0,-0.09415918081521626,-0.7016377667198371,0.6074785859046209
577,V1,d09172021,Kx4Qh,interference,1.0,0.0,17.0,37.0,Picaa1.jpg,Deka1n.jpg,54.0,49.0,0.0,,1.0,0.0,37.0,17.0,3.9789999999999996,1.5611896937976193,5.0,-0.09691883390022046,-0.464965038584601,0.3680462046843805
578,V1,d09172021,Kx4Qh,interference,1.0,1.0,48.0,10.0,Maca1n.jpg,Vinb1n.jpg,48.0,50.0,1.0,,0.0,1.0,48.0,10.0,1.912,-0.014184550118580738,-2.0,-0.5385742795214772,-0.3913557976477249,-0.14721848187375225
579,V1,d09172021,Kx4Qh,interference,1.0,2.0,12.0,63.0,Klie1n.jpg,Lewia1.jpg,57.0,60.0,1.0,,1.0,0.0,63.0,12.0,3.6639999999999997,1.321110890298053,-3.0,0.12390888891040787,0.3447366117210362,-0.22082772281062832
580,V1,d09172021,Kx4Qh,interference,1.0,3.0,36.0,55.0,Gustb1.jpg,Clia1n.jpg,50.0,50.0,1.0,,0.0,1.0,36.0,55.0,3.863,1.4727797217152392,0.0,-0.3913557976477249,-0.3913557976477249,0.0
581,V1,d09172021,Kx4Qh,interference,1.0,4.0,28.0,6.0,Pice1n.jpg,Gusc1n.jpg,63.0,50.0,0.0,,0.0,0.0,6.0,28.0,4.406000000000001,1.8866298496525864,13.0,0.5655643345316645,-0.3913557976477249,0.9569201321793894
582,V1,d09172021,Kx4Qh,interference,1.0,5.0,33.0,35.0,Kline1.jpg,Gusa1n.jpg,59.0,57.0,0.0,,1.0,0.0,35.0,33.0,2.346,0.3165906902585992,2.0,0.2711273707841601,0.12390888891040787,0.14721848187375222
583,V1,d09172021,Kx4Qh,interference,2.0,6.0,33.0,35.0,Kline1.jpg,Gusa1n.jpg,59.0,57.0,1.0,,1.0,0.0,35.0,33.0,1.028,-0.6879295097808548,2.0,0.2711273707841601,0.12390888891040787,0.14721848187375222
584,V1,d09172021,Kx4Qh,interference,2.0,7.0,28.0,6.0,Pice1n.jpg,Gusc1n.jpg,63.0,50.0,1.0,,0.0,0.0,6.0,28.0,1.956,0.01935026687818406,13.0,0.5655643345316645,-0.3913557976477249,0.9569201321793894
585,V1,d09172021,Kx4Qh,interference,2.0,8.0,17.0,37.0,Picaa1.jpg,Deka1n.jpg,54.0,49.0,1.0,,1.0,0.0,37.0,17.0,3.03,0.8379046635719423,5.0,-0.09691883390022046,-0.464965038584601,0.3680462046843805
586,V1,d09172021,Kx4Qh,interference,2.0,9.0,36.0,55.0,Gustb1.jpg,Clia1n.jpg,50.0,50.0,0.0,,0.0,1.0,36.0,55.0,1.96,0.022398886605162684,0.0,-0.3913557976477249,-0.3913557976477249,0.0
587,V1,d09172021,Kx4Qh,interference,2.0,10.0,12.0,63.0,Klie1n.jpg,Lewia1.jpg,57.0,60.0,0.0,,1.0,0.0,63.0,12.0,0.922,-0.7687179325457881,-3.0,0.12390888891040787,0.3447366117210362,-0.22082772281062832
588,V1,d09172021,Kx4Qh,interference,2.0,11.0,48.0,10.0,Maca1n.jpg,Vinb1n.jpg,48.0,50.0,0.0,,0.0,1.0,48.0,10.0,0.745,-0.9036193554645918,-2.0,-0.5385742795214772,-0.3913557976477249,-0.14721848187375225
589,V1,d09172021,Kx4Qh,interference,3.0,12.0,36.0,55.0,Gustb1.jpg,Clia1n.jpg,50.0,50.0,0.0,,0.0,1.0,36.0,55.0,0.5770000000000001,-1.0316613839976936,0.0,-0.3913557976477249,-0.3913557976477249,0.0
590,V1,d09172021,Kx4Qh,interference,3.0,13.0,17.0,37.0,Picaa1.jpg,Deka1n.jpg,54.0,49.0,0.0,,1.0,0.0,37.0,17.0,1.04,-0.6787836505999189,5.0,-0.09691883390022046,-0.464965038584601,0.3680462046843805
591,V1,d09172021,Kx4Qh,interference,3.0,14.0,28.0,6.0,Pice1n.jpg,Gusc1n.jpg,63.0,50.0,0.0,,0.0,0.0,6.0,28.0,1.036,-0.6818322703268975,13.0,0.5655643345316645,-0.3913557976477249,0.9569201321793894
592,V1,d09172021,Kx4Qh,interference,3.0,15.0,33.0,35.0,Kline1.jpg,Gusa1n.jpg,59.0,57.0,0.0,,1.0,0.0,35.0,33.0,0.7879999999999999,-0.8708466933995717,2.0,0.2711273707841601,0.12390888891040787,0.14721848187375222
593,V1,d09172021,Kx4Qh,interference,3.0,16.0,12.0,63.0,Klie1n.jpg,Lewia1.jpg,57.0,60.0,0.0,,1.0,0.0,63.0,12.0,0.925,-0.766431467750554,-3.0,0.12390888891040787,0.3447366117210362,-0.22082772281062832
594,V1,d09172021,Kx4Qh,interference,3.0,17.0,48.0,10.0,Maca1n.jpg,Vinb1n.jpg,48.0,50.0,0.0,,0.0,1.0,48.0,10.0,0.574,-1.0339478487929274,-2.0,-0.5385742795214772,-0.3913557976477249,-0.14721848187375225
595,V1,d09142021,SSqcE,interference,1.0,0.0,11.0,30.0,Clifa1.jpg,Kraa1n.jpg,65.0,51.0,0.0,,0.0,1.0,11.0,30.0,1.35,1.2872794576027276,14.0,0.4506266871709121,-0.09796232329802436,0.5485890104689365
596,V1,d09142021,SSqcE,interference,1.0,1.0,25.0,47.0,Dekob1.jpg,Vina1n.jpg,59.0,62.0,0.0,,1.0,0.0,47.0,25.0,0.632,-0.9470476589776708,-3.0,0.2155171112556536,0.33307189921328284,-0.11755478795762922
597,V1,d09142021,SSqcE,interference,1.0,2.0,32.0,50.0,Kupkb1.jpg,Klic1n.jpg,54.0,41.0,1.0,,0.0,0.0,50.0,32.0,1.361,1.321510095879029,13.0,0.019592464659604875,-0.4898116164901218,0.5094040811497267
598,V1,d09142021,SSqcE,interference,1.0,3.0,19.0,12.0,Picc1n.jpg,Klie1n.jpg,63.0,61.0,0.0,,1.0,0.0,12.0,19.0,1.149,0.6617923400084934,2.0,0.3722568285324926,0.2938869698940731,0.0783698586384195
599,V1,d09142021,SSqcE,interference,1.0,4.0,17.0,21.0,Picaa1.jpg,Kupkc1.jpg,64.0,57.0,1.0,,0.0,1.0,17.0,21.0,1.072,0.422177872074384,7.0,0.4114417578517024,0.13714725261723412,0.2742945052344682
600,V1,d09142021,SSqcE,interference,1.0,5.0,40.0,64.0,Vinc1n.jpg,Vincb1.jpg,41.0,37.0,1.0,,1.0,0.0,64.0,40.0,1.381,1.3837476200177583,4.0,-0.4898116164901218,-0.6465513337669608,0.15673971727683897
601,V1,d09142021,SSqcE,interference,2.0,6.0,40.0,64.0,Vinc1n.jpg,Vincb1.jpg,41.0,37.0,0.0,,1.0,0.0,64.0,40.0,0.5489999999999999,-1.205333384153399,4.0,-0.4898116164901218,-0.6465513337669608,0.15673971727683897
602,V1,d09142021,SSqcE,interference,2.0,7.0,11.0,30.0,Clifa1.jpg,Kraa1n.jpg,65.0,51.0,1.0,,0.0,1.0,11.0,30.0,0.617,-0.993725802081718,14.0,0.4506266871709121,-0.09796232329802436,0.5485890104689365
603,V1,d09142021,SSqcE,interference,2.0,8.0,25.0,47.0,Dekob1.jpg,Vina1n.jpg,59.0,62.0,1.0,,1.0,0.0,47.0,25.0,1.162,0.7022467306986674,-3.0,0.2155171112556536,0.33307189921328284,-0.11755478795762922
604,V1,d09142021,SSqcE,interference,2.0,9.0,17.0,21.0,Picaa1.jpg,Kupkc1.jpg,64.0,57.0,0.0,,0.0,1.0,17.0,21.0,1.016,0.2479128044859405,7.0,0.4114417578517024,0.13714725261723412,0.2742945052344682
605,V1,d09142021,SSqcE,interference,2.0,10.0,32.0,50.0,Kupkb1.jpg,Klic1n.jpg,54.0,41.0,0.0,,0.0,0.0,50.0,32.0,0.9359999999999999,-0.0010372920689783692,13.0,0.019592464659604875,-0.4898116164901218,0.5094040811497267
606,V1,d09142021,SSqcE,interference,2.0,11.0,19.0,12.0,Picc1n.jpg,Klie1n.jpg,63.0,61.0,1.0,,1.0,0.0,12.0,19.0,1.0859999999999999,0.4657441389714948,2.0,0.3722568285324926,0.2938869698940731,0.0783698586384195
607,V1,d09142021,SSqcE,interference,3.0,12.0,25.0,47.0,Dekob1.jpg,Vina1n.jpg,59.0,62.0,0.0,,1.0,0.0,47.0,25.0,1.193,0.7987148931136989,-3.0,0.2155171112556536,0.33307189921328284,-0.11755478795762922
608,V1,d09142021,SSqcE,interference,3.0,13.0,17.0,21.0,Picaa1.jpg,Kupkc1.jpg,64.0,57.0,0.0,,0.0,1.0,17.0,21.0,1.024,0.2728078141414324,7.0,0.4114417578517024,0.13714725261723412,0.2742945052344682
609,V1,d09142021,SSqcE,interference,3.0,14.0,19.0,12.0,Picc1n.jpg,Klie1n.jpg,63.0,61.0,0.0,,1.0,0.0,12.0,19.0,0.493,-1.3795984517418425,2.0,0.3722568285324926,0.2938869698940731,0.0783698586384195
610,V1,d09142021,SSqcE,interference,3.0,15.0,11.0,30.0,Clifa1.jpg,Kraa1n.jpg,65.0,51.0,0.0,,0.0,1.0,11.0,30.0,0.5489999999999999,-1.205333384153399,14.0,0.4506266871709121,-0.09796232329802436,0.5485890104689365
611,V1,d09142021,SSqcE,interference,3.0,16.0,40.0,64.0,Vinc1n.jpg,Vincb1.jpg,41.0,37.0,0.0,,1.0,0.0,64.0,40.0,0.392,-1.6938979486424277,4.0,-0.4898116164901218,-0.6465513337669608,0.15673971727683897
612,V1,d09142021,SSqcE,interference,3.0,17.0,32.0,50.0,Kupkb1.jpg,Klic1n.jpg,54.0,41.0,0.0,,0.0,0.0,50.0,32.0,0.892,-0.13795984517418394,13.0,0.019592464659604875,-0.4898116164901218,0.5094040811497267
613,V1,d09142021,hBnSx,interference,1.0,0.0,26.0,24.0,Klid1n.jpg,Lewa1n.jpg,43.0,53.0,1.0,,0.0,1.0,26.0,24.0,2.218,0.4914117599499511,-10.0,-0.19126011367985865,0.33274019777180897,-0.5240003114516676
614,V1,d09142021,hBnSx,interference,1.0,1.0,33.0,42.0,Kline1.jpg,Mackc1.jpg,45.0,37.0,0.0,,0.0,1.0,33.0,42.0,2.252,0.5343383938479483,8.0,-0.08646005138952509,-0.5056603005508592,0.4192002491613341
615,V1,d09142021,hBnSx,interference,1.0,2.0,44.0,59.0,Mackb1.jpg,Macka1.jpg,46.0,51.0,1.0,,1.0,1.0,44.0,59.0,3.168,1.6908324129822332,-5.0,-0.03406002024435832,0.2279401354814755,-0.26200015572583385
616,V1,d09142021,hBnSx,interference,1.0,3.0,6.0,31.0,Gusc1n.jpg,Picac1.jpg,51.0,53.0,0.0,,0.0,0.0,31.0,6.0,3.5260000000000002,2.142824616967029,-2.0,0.2279401354814755,0.33274019777180897,-0.1048000622903335
617,V1,d09142021,hBnSx,interference,1.0,4.0,32.0,20.0,Kupkb1.jpg,Picb1n.jpg,53.0,52.0,1.0,,1.0,0.0,20.0,32.0,1.694,-0.17016342130153905,1.0,0.33274019777180897,0.2803401666266423,0.052400031145166726
618,V1,d09142021,hBnSx,interference,1.0,5.0,19.0,63.0,Picc1n.jpg,Lewia1.jpg,57.0,47.0,0.0,,1.0,0.0,63.0,19.0,1.969,0.17703729404991111,10.0,0.5423403223524761,0.018340010900808442,0.5240003114516677
619,V1,d09142021,hBnSx,interference,2.0,6.0,32.0,20.0,Kupkb1.jpg,Picb1n.jpg,53.0,52.0,0.0,,1.0,0.0,20.0,32.0,2.165,0.42449671299130814,1.0,0.33274019777180897,0.2803401666266423,0.052400031145166726
