,version,group,PID,phase,trial,stimulus_id,painting,rt,rating,zscored_rt,zscored_rating
175,V1,d09172021,S5lJ6,rating,55.0,58.0,Klinc1.jpg,3.08,63.0,-0.20494561084938104,0.9244730845765464
176,V1,d09172021,S5lJ6,rating,56.0,56.0,Clib1n.jpg,2.345,26.0,-0.2957881051047755,-0.9566728803729802
177,V1,d09172021,S5lJ6,rating,57.0,66.0,Vinca1.jpg,46.428999999999995,44.0,5.1527840265344205,-0.041520789316453685
178,V1,d09172021,S5lJ6,rating,58.0,18.0,Krab1n.jpg,1.546,44.0,-0.3945406940980546,-0.041520789316453685
179,V1,d09172021,S5lJ6,rating,59.0,69.0,Picad1.jpg,6.632000000000001,80.0,0.234064647103219,1.7887833927965993
180,V1,d09172021,IDAjV,rating,0.0,21.0,Kupkc1.jpg,3.136,46.0,-0.2579650322680121,-0.7740307136461029
181,V1,d09172021,IDAjV,rating,1.0,65.0,Roha1n.jpg,2.895,57.0,-0.3887290498868672,0.3152235955360457
182,V1,d09172021,IDAjV,rating,2.0,18.0,Krab1n.jpg,2.072,35.0,-0.8352800312159862,-1.863285022828252
183,V1,d09172021,IDAjV,rating,3.0,17.0,Picaa1.jpg,2.372,65.0,-0.6725032457983244,1.1074085476685174
184,V1,d09172021,IDAjV,rating,4.0,34.0,Lasb1n.jpg,4.853,46.0,0.6736607696057387,-0.7740307136461029
185,V1,d09172021,IDAjV,rating,5.0,32.0,Kupkb1.jpg,2.4819999999999998,68.0,-0.6128184244785149,1.4044779047181943
186,V1,d09172021,IDAjV,rating,6.0,43.0,Clifb1.jpg,3.5410000000000004,37.0,-0.03821637195416883,-1.6652387847951335
187,V1,d09172021,IDAjV,rating,7.0,56.0,Clib1n.jpg,2.427,51.0,-0.6426608351384197,-0.2789151185633081
188,V1,d09172021,IDAjV,rating,8.0,2.0,Dekb1n.jpg,2.727,63.0,-0.4798840497207579,0.9093623096353995
189,V1,d09172021,IDAjV,rating,9.0,27.0,Gustc1.jpg,11.450999999999999,45.0,4.253664870224848,-0.8730538326626619
190,V1,d09172021,IDAjV,rating,10.0,10.0,Vinb1n.jpg,3.068,57.0,-0.2948611036293489,0.3152235955360457
191,V1,d09172021,IDAjV,rating,11.0,48.0,Maca1n.jpg,3.722,57.0,0.059992288581153824,0.3152235955360457
192,V1,d09172021,IDAjV,rating,12.0,20.0,Picb1n.jpg,2.82,78.0,-0.4294232462412828,2.394709094883784
193,V1,d09172021,IDAjV,rating,13.0,63.0,Lewia1.jpg,2.615,65.0,-0.5406540496100182,1.1074085476685174
194,V1,d09172021,IDAjV,rating,14.0,35.0,Gusa1n.jpg,5.395,55.0,0.9677441619269809,0.11717735750292778
195,V1,d09172021,IDAjV,rating,15.0,54.0,Rohla1.jpg,4.187,60.0,0.3122963059785298,0.6122929525857226
196,V1,d09172021,IDAjV,rating,16.0,8.0,Picd1n.jpg,4.148,60.0,0.29113532387423346,0.6122929525857226
197,V1,d09172021,IDAjV,rating,17.0,6.0,Gusc1n.jpg,3.41,40.0,-0.10929556825321438,-1.3681694277454568
198,V1,d09172021,IDAjV,rating,18.0,44.0,Mackb1.jpg,2.4859999999999998,53.0,-0.6106480673396127,-0.08086888053019015
199,V1,d09172021,IDAjV,rating,19.0,25.0,Dekob1.jpg,2.513,55.0,-0.5959981566520234,0.11717735750292778
200,V1,d09172021,IDAjV,rating,20.0,47.0,Vina1n.jpg,3.5189999999999997,52.0,-0.05015333621813059,-0.17989199954674912
201,V1,d09172021,IDAjV,rating,21.0,19.0,Picc1n.jpg,3.255,43.0,-0.1933969073856731,-1.0711000706957798
202,V1,d09172021,IDAjV,rating,22.0,45.0,Lasc1n.jpg,3.312,36.0,-0.1624693181563174,-1.764261903811693
203,V1,d09172021,IDAjV,rating,23.0,11.0,Clifa1.jpg,3.7769999999999997,61.0,0.08983469924105858,0.7113160716022816
204,V1,d09172021,IDAjV,rating,24.0,33.0,Kline1.jpg,4.572,53.0,0.5211931805978623,-0.08086888053019015
205,V1,d09172021,IDAjV,rating,25.0,55.0,Clia1n.jpg,6.3870000000000005,53.0,1.5059927323747158,-0.08086888053019015
206,V1,d09172021,IDAjV,rating,26.0,61.0,Grigb1.jpg,9.378,40.0,3.1288772829888045,-1.3681694277454568
207,V1,d09172021,IDAjV,rating,27.0,9.0,Klind1.jpg,8.695,61.0,2.7582888015212608,0.7113160716022816
208,V1,d09172021,IDAjV,rating,28.0,68.0,Mondb1.jpg,8.238999999999999,65.0,2.510868087686416,1.1074085476685174
209,V1,d09172021,IDAjV,rating,29.0,38.0,Krasa1.jpg,2.585,39.0,-0.5569317281517845,-1.4671925467620155
210,V1,d09172021,IDAjV,rating,30.0,13.0,Kupka1.jpg,3.592,64.0,-0.010544318433166238,1.0083854286519585
211,V1,d09172021,IDAjV,rating,31.0,64.0,Vincb1.jpg,2.875,57.0,-0.39958083558137797,0.3152235955360457
212,V1,d09172021,IDAjV,rating,32.0,58.0,Klinc1.jpg,4.356,41.0,0.4039938950971457,-1.2691463087288977
213,V1,d09172021,IDAjV,rating,33.0,62.0,Mona1n.jpg,2.888,59.0,-0.3925271748799461,0.5132698335691637
214,V1,d09172021,IDAjV,rating,34.0,28.0,Pice1n.jpg,2.562,61.0,-0.5694112817004721,0.7113160716022816
215,V1,d09172021,IDAjV,rating,35.0,26.0,Klid1n.jpg,2.339,63.0,-0.6904086921942671,0.9093623096353995
216,V1,d09172021,IDAjV,rating,36.0,29.0,Klinb1.jpg,3.1630000000000003,56.0,-0.2433151215804228,0.2162004765194868
217,V1,d09172021,IDAjV,rating,37.0,14.0,Grib1n.jpg,2.3569999999999998,39.0,-0.6806420850692073,-1.4671925467620155
218,V1,d09172021,IDAjV,rating,38.0,5.0,Pica1n.jpg,1.984,51.0,-0.8830278882718336,-0.2789151185633081
219,V1,d09172021,IDAjV,rating,39.0,51.0,Lewic1.jpg,3.352,40.0,-0.1407657467672958,-1.3681694277454568
220,V1,d09172021,IDAjV,rating,40.0,53.0,Macc1n.jpg,2.386,66.0,-0.6649069958121667,1.2064316666850765
221,V1,d09172021,IDAjV,rating,41.0,66.0,Vinca1.jpg,3.2119999999999997,53.0,-0.21672824662887116,-0.08086888053019015
222,V1,d09172021,IDAjV,rating,42.0,50.0,Klic1n.jpg,3.09,38.0,-0.28292413936538713,-1.5662156657785746
223,V1,d09172021,IDAjV,rating,43.0,39.0,Kupb1n.jpg,2.905,74.0,-0.3833031570396119,1.9986166188175485
224,V1,d09172021,IDAjV,rating,44.0,46.0,Lewb1n.jpg,3.037,46.0,-0.3116813714558407,-0.7740307136461029
225,V1,d09172021,IDAjV,rating,45.0,3.0,Klib1n.jpg,2.037,48.0,-0.8542706561813801,-0.5759844756129849
226,V1,d09172021,IDAjV,rating,46.0,69.0,Picad1.jpg,2.543,54.0,-0.5797204781102571,0.018154238486368816
227,V1,d09172021,IDAjV,rating,47.0,12.0,Klie1n.jpg,2.2680000000000002,56.0,-0.7289325314097805,0.2162004765194868
228,V1,d09172021,IDAjV,rating,48.0,4.0,Krasb1.jpg,2.101,39.0,-0.8195449419589456,-1.4671925467620155
229,V1,d09172021,IDAjV,rating,49.0,36.0,Gustb1.jpg,2.302,45.0,-0.7104844957291121,-0.8730538326626619
230,V1,d09172021,IDAjV,rating,50.0,67.0,Picab1.jpg,1.8869999999999998,58.0,-0.9356590488902108,0.4142467145526047
231,V1,d09172021,IDAjV,rating,51.0,37.0,Deka1n.jpg,2.358,64.0,-0.6800994957844818,1.0083854286519585
232,V1,d09172021,IDAjV,rating,52.0,7.0,Macb1n.jpg,3.063,60.0,-0.2975740500529765,0.6122929525857226
233,V1,d09172021,IDAjV,rating,53.0,52.0,Dekoa1.jpg,3.687,60.0,0.04100166361575987,0.6122929525857226
234,V1,d09172021,IDAjV,rating,54.0,57.0,Lassa1.jpg,4.396,54.0,0.42569746648616735,0.018154238486368816
235,V1,d09172021,IDAjV,rating,55.0,59.0,Macka1.jpg,4.281000000000001,67.0,0.3632996987427302,1.3054547857016354
236,V1,d09172021,IDAjV,rating,56.0,16.0,Vincc1.jpg,2.9530000000000003,48.0,-0.3572588713727861,-0.5759844756129849
237,V1,d09172021,IDAjV,rating,57.0,42.0,Mackc1.jpg,3.201,66.0,-0.22269672876085211,1.2064316666850765
238,V1,d09172021,IDAjV,rating,58.0,60.0,Kupc1n.jpg,5.26,58.0,0.8944946084890333,0.4142467145526047
239,V1,d09172021,IDAjV,rating,59.0,24.0,Lewa1n.jpg,4.212,48.0,0.325861038096668,-0.5759844756129849
240,V1,d09172021,59tg8,rating,0.0,44.0,Mackb1.jpg,6.244,23.0,1.7936634604252601,0.01967587633689824
241,V1,d09172021,59tg8,rating,1.0,64.0,Vincb1.jpg,4.669,12.0,0.6909225863698241,-0.33129921507804305
242,V1,d09172021,59tg8,rating,2.0,49.0,Lewc1n.jpg,2.9410000000000003,0.0,-0.5189416868795682,-0.7141811329852518
243,V1,d09172021,59tg8,rating,3.0,31.0,Picac1.jpg,3.4019999999999997,31.0,-0.1961711834258817,0.2749304882750373
244,V1,d09172021,59tg8,rating,4.0,11.0,Clifa1.jpg,3.772,64.0,0.06288540286015694,1.3278557625198613
245,V1,d09172021,59tg8,rating,5.0,40.0,Vinc1n.jpg,4.169,20.0,0.34084611841571744,-0.07604460313990394
246,V1,d09172021,59tg8,rating,6.0,38.0,Krasa1.jpg,9.507,0.0,4.078262490293758,-0.7141811329852518
247,V1,d09172021,59tg8,rating,7.0,30.0,Kraa1n.jpg,3.071,0.0,-0.42792180521150025,-0.7141811329852518
248,V1,d09172021,59tg8,rating,8.0,3.0,Klib1n.jpg,4.292,11.0,0.4269649295324278,-0.3632060415703105
249,V1,d09172021,59tg8,rating,9.0,59.0,Macka1.jpg,3.63,53.0,-0.03653631403880926,0.97688067110492
250,V1,d09172021,59tg8,rating,10.0,22.0,Klina1.jpg,3.2760000000000002,31.0,-0.2843904533503168,0.2749304882750373
251,V1,d09172021,59tg8,rating,11.0,0.0,Monb1n.jpg,2.7119999999999997,0.0,-0.6792767092025488,-0.7141811329852518
252,V1,d09172021,59tg8,rating,12.0,25.0,Dekob1.jpg,4.14,0.0,0.3205416832743793,-0.7141811329852518
253,V1,d09172021,59tg8,rating,13.0,17.0,Picaa1.jpg,5.0760000000000005,58.0,0.9758848312844668,1.1364148035662571
254,V1,d09172021,59tg8,rating,14.0,56.0,Clib1n.jpg,3.5380000000000003,11.0,-0.10095038414236493,-0.3632060415703105
255,V1,d09172021,59tg8,rating,15.0,33.0,Kline1.jpg,5.039,21.0,0.9499791726558628,-0.04413777664763655
256,V1,d09172021,59tg8,rating,16.0,58.0,Klinc1.jpg,3.7969999999999997,68.0,0.08038922625786253,1.4554830684889308
257,V1,d09172021,59tg8,rating,17.0,9.0,Klind1.jpg,3.428,100.0,-0.1779672070922683,2.476501516241488
258,V1,d09172021,59tg8,rating,18.0,54.0,Rohla1.jpg,3.908,80.0,0.15810620214367402,1.8383649863961395
259,V1,d09172021,59tg8,rating,19.0,27.0,Gustc1.jpg,3.654,0.0,-0.01973264357701213,-0.7141811329852518
260,V1,d09172021,59tg8,rating,20.0,57.0,Lassa1.jpg,3.3789999999999996,0.0,-0.2122747009517707,-0.7141811329852518
261,V1,d09172021,59tg8,rating,21.0,20.0,Picb1n.jpg,2.55,100.0,-0.7927014848196795,2.476501516241488
262,V1,d09172021,59tg8,rating,22.0,19.0,Picc1n.jpg,2.5980000000000003,0.0,-0.7590941438960853,-0.7141811329852518
263,V1,d09172021,59tg8,rating,23.0,26.0,Klid1n.jpg,4.197,86.0,0.36045040062114775,2.0298059453497443
264,V1,d09172021,59tg8,rating,24.0,2.0,Dekb1n.jpg,4.49,16.0,0.5655952108422543,-0.2036719091089735
265,V1,d09172021,59tg8,rating,25.0,45.0,Lasc1n.jpg,2.957,0.0,-0.5077392399050368,-0.7141811329852518
266,V1,d09172021,59tg8,rating,26.0,23.0,Rohlb1.jpg,2.553,100.0,-0.7906010260119548,2.476501516241488
