,Exp,group,PID,phase,trial,stimulus_id,painting,rt,rating,zscored_rt,zscored_rating
74,Pilot,d10012021,A26v1,rating,14.0,37.0,Mondb1.jpg,2.813,50.0,-0.5470526293967106,-0.5210807240217477
75,Pilot,d10012021,A26v1,rating,15.0,8.0,Klina1.jpg,3.014,50.0,-0.4131295083824743,-0.5210807240217477
76,Pilot,d10012021,A26v1,rating,16.0,50.0,Gorke1.jpg,2.693,50.0,-0.6270067314947623,-0.5210807240217477
77,Pilot,d10012021,A26v1,rating,17.0,26.0,Clib1n.jpg,3.686,60.0,0.0346134633666149,-0.0957087044121577
78,Pilot,d10012021,A26v1,rating,18.0,9.0,Lassc1.jpg,4.654,84.0,0.6795765536242315,0.925184142650858
79,Pilot,d10012021,A26v1,rating,19.0,40.0,Krab1n.jpg,3.014,76.0,-0.4131295083824743,0.5848865269631861
80,Pilot,d10012021,A26v1,rating,20.0,38.0,Lasc1n.jpg,3.262,65.0,-0.2478910307131674,0.1169773053926372
81,Pilot,d10012021,A26v1,rating,21.0,5.0,Kupb1n.jpg,3.118,91.0,-0.3438359532308295,1.222944556377571
82,Pilot,d10012021,A26v1,rating,22.0,33.0,Kupc1n.jpg,3.854,90.0,0.1465492063038873,1.180407354416612
83,Pilot,d10012021,A26v1,rating,23.0,58.0,Mackc1.jpg,3.182,20.0,-0.3011937654452019,-1.797196782850517
84,Pilot,d10012021,A26v1,rating,24.0,23.0,Lewib1.jpg,2.886,100.0,-0.4984138839537292,1.605779374026202
85,Pilot,d10012021,A26v1,rating,25.0,29.0,Clifb1.jpg,5.526,61.0,1.2605763622034067,-0.0531715024511987
86,Pilot,d10012021,A26v1,rating,26.0,27.0,Vinb1n.jpg,3.03,60.0,-0.4024689614360675,-0.0957087044121577
87,Pilot,d10012021,A26v1,rating,27.0,16.0,Lewa1n.jpg,4.478,64.0,0.5623105372137557,0.0744401034316782
88,Pilot,d10012021,A26v1,rating,28.0,28.0,Krasa1.jpg,2.918,73.0,-0.4770927900609154,0.4572749210803091
89,Pilot,d10012021,A26v1,rating,29.0,32.0,Macka1.jpg,3.286,74.0,-0.2319002102935571,0.4998121230412681
90,Pilot,d10012021,A26v1,rating,30.0,19.0,Macc1n.jpg,2.598,94.0,-0.6903037289890533,1.350556162260448
91,Pilot,d10012021,A26v1,rating,31.0,36.0,Gorkf1.jpg,2.775,31.0,-0.5723714283944271,-1.3292875612799684
92,Pilot,d10012021,A26v1,rating,32.0,39.0,Dekb1n.jpg,3.07,89.0,-0.3758175940700502,1.137870152455653
93,Pilot,d10012021,A26v1,rating,33.0,1.0,Lewia1.jpg,3.191,93.0,-0.2951972077878481,1.308018960299489
94,Pilot,d10012021,A26v1,rating,34.0,22.0,Macb1n.jpg,3.182,82.0,-0.3011937654452019,0.8401097387289401
95,Pilot,d10012021,A26v1,rating,35.0,15.0,Clia1n.jpg,3.767,38.0,0.0885824822827998,-1.0315271475532557
96,Pilot,d10012021,A26v1,rating,36.0,56.0,Luisc1.jpg,3.334,30.0,-0.1999185694543364,-1.3718247632409275
97,Pilot,d10012021,A26v1,rating,37.0,11.0,Wdekb1.jpg,3.447,19.0,-0.1246284566453378,-1.8397339848114764
98,Pilot,d10012021,A26v1,rating,38.0,44.0,Lassf1.jpg,3.382,91.0,-0.1679369286151157,1.222944556377571
99,Pilot,d10012021,A26v1,rating,39.0,45.0,Klia1n.jpg,2.71,39.0,-0.6156799003642051,-0.9889899455922966
100,Pilot,d10012021,A26v1,rating,40.0,20.0,Gorc1n.jpg,2.887,45.0,-0.4977475997695789,-0.7337667338265426
101,Pilot,d10012021,A26v1,rating,41.0,2.0,Dekob1.jpg,2.807,78.0,-0.5510503345016133,0.6699609308851041
102,Pilot,d10012021,A26v1,rating,42.0,57.0,Lewc1n.jpg,4.543,31.0,0.605619009183534,-1.3292875612799684
103,Pilot,d10012021,A26v1,rating,43.0,51.0,Gora1n.jpg,3.797,45.0,0.1085710078073128,-0.7337667338265426
104,Pilot,d10012021,A26v1,rating,44.0,0.0,Gorkc1.jpg,2.438,40.0,-0.796909198453122,-0.9464527436313376
105,Pilot,d10012021,A26v1,rating,45.0,3.0,Fogeg1.jpg,3.526,82.0,-0.0719920060974539,0.8401097387289401
106,Pilot,d10012021,A26v1,rating,46.0,54.0,Kupka1.jpg,5.302,66.0,1.1113287049537102,0.1595145073535962
107,Pilot,d10012021,A26v1,rating,47.0,48.0,Picb1n.jpg,3.75,77.0,0.0772556511522425,0.6274237289241451
108,Pilot,d10012021,A26v1,rating,48.0,59.0,Kraa1n.jpg,13.806,62.0,6.777409406968969,-0.0106343004902397
109,Pilot,d10012021,A26v1,rating,49.0,10.0,Stera1.jpg,2.79,41.0,-0.5623771656321706,-0.9039155416703786
110,Pilot,d10012021,A26v1,rating,50.0,7.0,Pica1n.jpg,3.774,85.0,0.0932464715718529,0.967721344611817
111,Pilot,d10012021,A26v1,rating,51.0,30.0,Lasse1.jpg,2.894,31.0,-0.4930836104805258,-1.3292875612799684
112,Pilot,d10012021,A26v1,rating,52.0,17.0,Picab1.jpg,2.982,24.0,-0.4344506022752878,-1.6270479750066815
113,Pilot,d10012021,A26v1,rating,53.0,55.0,Lewic1.jpg,3.15,71.0,-0.3225148593380157,0.3722005171583912
114,Pilot,d10012021,A26v1,rating,54.0,12.0,Kupkc1.jpg,3.046,82.0,-0.3918084144896606,0.8401097387289401
115,Pilot,d10012021,A26v1,rating,55.0,31.0,Maca1n.jpg,3.414,31.0,-0.1466158347223019,-1.3292875612799684
116,Pilot,d10012021,A26v1,rating,56.0,42.0,Picc1n.jpg,2.894,29.0,-0.4930836104805258,-1.4143619652018864
117,Pilot,d10012021,A26v1,rating,57.0,46.0,Deka1n.jpg,3.887,23.0,0.1685365843808515,-1.6695851769676404
118,Pilot,d10012021,A26v1,rating,58.0,4.0,Mackb1.jpg,2.982,65.0,-0.4344506022752878,0.1169773053926372
119,Pilot,d10012021,A26v1,rating,59.0,18.0,Krasb1.jpg,2.502,64.0,-0.7542670106674947,0.0744401034316782
120,Pilot,d10012021,eoRdQ,rating,0.0,1.0,Lewia1.jpg,4.306,70.0,0.7176009777963032,0.0375636602581056
121,Pilot,d10012021,eoRdQ,rating,1.0,26.0,Clib1n.jpg,7.787,61.0,2.8283228714214697,-0.4453976859175362
122,Pilot,d10012021,eoRdQ,rating,2.0,24.0,Dekoa1.jpg,3.634,58.0,0.3101303910349955,-0.606384801309417
123,Pilot,d10012021,eoRdQ,rating,3.0,30.0,Lasse1.jpg,2.667,32.0,-0.2762149324742075,-2.001606468039049
124,Pilot,d10012021,eoRdQ,rating,4.0,15.0,Clia1n.jpg,3.284,73.0,0.0979061270968144,0.1985507756499862
125,Pilot,d10012021,eoRdQ,rating,5.0,44.0,Lassf1.jpg,4.183,32.0,0.6430193078980281,-2.001606468039049
126,Pilot,d10012021,eoRdQ,rating,6.0,18.0,Krasb1.jpg,3.394,67.0,0.1646051814773858,-0.123423455133775
127,Pilot,d10012021,eoRdQ,rating,7.0,40.0,Krab1n.jpg,2.707,74.0,-0.2519607308812726,0.2522131474472798
128,Pilot,d10012021,eoRdQ,rating,8.0,10.0,Stera1.jpg,2.838,68.0,-0.1725282206644103,-0.0697610833364814
129,Pilot,d10012021,eoRdQ,rating,9.0,3.0,Fogeg1.jpg,3.04,89.0,-0.0500445026200887,1.057148724406683
130,Pilot,d10012021,eoRdQ,rating,10.0,47.0,Kupkd1.jpg,3.324,98.0,0.1221603286897494,1.540110070582325
131,Pilot,d10012021,eoRdQ,rating,11.0,56.0,Luisc1.jpg,5.659,58.0,1.5379993466773283,-0.606384801309417
132,Pilot,d10012021,eoRdQ,rating,12.0,34.0,Monb1n.jpg,2.457,69.0,-0.4035494908371161,-0.0160987115391879
133,Pilot,d10012021,eoRdQ,rating,13.0,55.0,Lewic1.jpg,2.498,78.0,-0.3786889342043575,0.466862634636454
134,Pilot,d10012021,eoRdQ,rating,14.0,12.0,Kupkc1.jpg,2.682,70.0,-0.2671196068768569,0.0375636602581056
135,Pilot,d10012021,eoRdQ,rating,15.0,43.0,Picac1.jpg,2.777,63.0,-0.2095158780936361,-0.3380729423229492
136,Pilot,d10012021,eoRdQ,rating,16.0,2.0,Dekob1.jpg,3.426,66.0,0.1840085427517338,-0.1770858269310685
137,Pilot,d10012021,eoRdQ,rating,17.0,4.0,Mackb1.jpg,2.55,85.0,-0.3471584721335423,0.8424992372175089
138,Pilot,d10012021,eoRdQ,rating,18.0,52.0,Picaa1.jpg,2.676,68.0,-0.270757737115797,-0.0697610833364814
139,Pilot,d10012021,eoRdQ,rating,19.0,48.0,Picb1n.jpg,2.176,80.0,-0.5739352570274842,0.574187378231041
140,Pilot,d10012021,eoRdQ,rating,20.0,11.0,Wdekb1.jpg,2.989,29.0,-0.0809686096510809,-2.1625935834309296
141,Pilot,d10012021,eoRdQ,rating,21.0,27.0,Vinb1n.jpg,4.591,69.0,0.890412164145965,-0.0160987115391879
142,Pilot,d10012021,eoRdQ,rating,22.0,57.0,Lewc1n.jpg,6.091,66.0,1.7999447238810269,-0.1770858269310685
143,Pilot,d10012021,eoRdQ,rating,23.0,25.0,Clifa1.jpg,4.004,95.0,0.5344817557696439,1.3791229551904445
