,event,trial,time,PID,Exp
818,blur,0,8820,kucEN,Exp1
819,focus,0,8886,kucEN,Exp1
820,fullscreenenter,0,11134,kucEN,Exp1
821,blur,839,1475611,kucEN,Exp1
822,focus,839,1477241,kucEN,Exp1
823,blur,933,1542815,kucEN,Exp1
824,focus,933,1543949,kucEN,Exp1
825,blur,999,1587384,kucEN,Exp1
826,focus,1002,1592612,kucEN,Exp1
827,blur,1236,1737856,kucEN,Exp1
828,focus,1244,1751946,kucEN,Exp1
829,blur,0,0,bTadY,Exp1
830,focus,0,0,bTadY,Exp1
831,blur,0,0,bTadY,Exp1
832,focus,0,2796,bTadY,Exp1
833,fullscreenenter,0,4817,bTadY,Exp1
834,fullscreenenter,0,13436,1TdKe,Exp1
835,blur,0,0,H758b,Exp1
836,focus,0,0,H758b,Exp1
837,fullscreenenter,0,34644,H758b,Exp1
838,blur,261,1665834,H758b,Exp1
839,focus,261,1667298,H758b,Exp1
840,fullscreenexit,1783,4093136,H758b,Exp1
841,blur,1783,4097254,H758b,Exp1
842,focus,1783,4116949,H758b,Exp1
843,fullscreenenter,0,16838,ZP2L7,Exp1
844,blur,636,3566987,ZP2L7,Exp1
845,focus,636,3567231,ZP2L7,Exp1
846,blur,699,3828597,ZP2L7,Exp1
847,focus,699,3828652,ZP2L7,Exp1
860,fullscreenenter,0,10677,hCz5j,Exp1
861,focus,0,0,5YLpT,Exp1
862,fullscreenexit,0,21139,5YLpT,Exp1
863,blur,0,0,RBAZx,Exp1
864,focus,0,12114,RBAZx,Exp1
865,blur,0,22327,RBAZx,Exp1
866,focus,0,51443,RBAZx,Exp1
867,fullscreenenter,0,54235,RBAZx,Exp1
868,blur,1633,2234487,RBAZx,Exp1
869,focus,1633,2234490,RBAZx,Exp1
870,blur,1641,2243007,RBAZx,Exp1
871,focus,1641,2243010,RBAZx,Exp1
872,blur,1645,2246727,RBAZx,Exp1
873,focus,1645,2246730,RBAZx,Exp1
874,blur,1649,2250830,RBAZx,Exp1
875,focus,1649,2250834,RBAZx,Exp1
876,blur,1653,2254335,RBAZx,Exp1
877,focus,1653,2254338,RBAZx,Exp1
878,blur,1657,2257662,RBAZx,Exp1
879,focus,1657,2257666,RBAZx,Exp1
880,blur,1661,2261591,RBAZx,Exp1
881,focus,1661,2261594,RBAZx,Exp1
882,blur,1678,2277206,RBAZx,Exp1
883,focus,1678,2277209,RBAZx,Exp1
884,blur,1681,2280878,RBAZx,Exp1
885,focus,1681,2280881,RBAZx,Exp1
886,blur,1726,2322134,RBAZx,Exp1
887,focus,1726,2322138,RBAZx,Exp1
888,blur,1733,2328230,RBAZx,Exp1
889,focus,1733,2328234,RBAZx,Exp1
890,focus,0,0,iabfX,Exp1
891,fullscreenenter,0,6783,iabfX,Exp1
892,fullscreenenter,0,3311,eaffU,Exp1
893,fullscreenenter,0,8302,yztNA,Exp1
894,blur,1805,3094091,yztNA,Exp1
895,focus,1805,3096636,yztNA,Exp1
896,fullscreenenter,0,12378,uBrmb,Exp1
897,fullscreenenter,0,10034,2pmGK,Exp1
898,blur,0,677689,Jt02R,Exp1
899,focus,0,1173995,Jt02R,Exp1
900,blur,0,1346871,Jt02R,Exp1
901,focus,0,4892999,Jt02R,Exp1
902,blur,0,4990551,Jt02R,Exp1
903,focus,0,5233192,Jt02R,Exp1
904,fullscreenenter,0,5234139,Jt02R,Exp1
905,fullscreenexit,1767,9518661,Jt02R,Exp1
906,blur,1767,9519372,Jt02R,Exp1
907,focus,1767,9531582,Jt02R,Exp1
919,fullscreenenter,0,11099,U3akT,Exp1
920,blur,0,12416,Y7B2z,Exp1
921,focus,0,19693,Y7B2z,Exp1
922,blur,0,20672,Y7B2z,Exp1
923,focus,0,22701,Y7B2z,Exp1
924,fullscreenenter,0,27653,Y7B2z,Exp1
925,fullscreenenter,0,11389,pTJME,Exp1
926,focus,0,0,JSu11,Exp1
927,fullscreenexit,0,10969,JSu11,Exp1
928,blur,41,194101,JSu11,Exp1
929,focus,41,198025,JSu11,Exp1
930,blur,64,296322,JSu11,Exp1
931,focus,64,318905,JSu11,Exp1
932,blur,64,330614,JSu11,Exp1
933,focus,64,343602,JSu11,Exp1
934,blur,230,786465,JSu11,Exp1
935,focus,230,793988,JSu11,Exp1
936,blur,231,802978,JSu11,Exp1
937,focus,231,806398,JSu11,Exp1
938,blur,299,959774,JSu11,Exp1
939,focus,300,963709,JSu11,Exp1
940,blur,396,1063447,JSu11,Exp1
941,focus,396,1080190,JSu11,Exp1
942,blur,484,1228731,JSu11,Exp1
943,focus,484,1229362,JSu11,Exp1
944,blur,691,1501060,JSu11,Exp1
945,focus,691,1508035,JSu11,Exp1
946,blur,1647,2549850,JSu11,Exp1
947,focus,1647,2554800,JSu11,Exp1
948,blur,1765,2931103,JSu11,Exp1
949,focus,1765,2941730,JSu11,Exp1
950,blur,0,2371,eTH5N,Exp1
951,focus,0,3487,eTH5N,Exp1
952,blur,0,18934,eTH5N,Exp1
953,focus,0,111122,eTH5N,Exp1
954,fullscreenenter,0,117499,eTH5N,Exp1
955,blur,233,2132566,eTH5N,Exp1
956,focus,233,2171832,eTH5N,Exp1
966,blur,0,0,t899v,Exp1
967,focus,0,0,t899v,Exp1
968,fullscreenenter,0,5985,t899v,Exp1
969,blur,0,0,pnBM9,Exp1
970,focus,0,0,pnBM9,Exp1
971,fullscreenenter,0,7676,pnBM9,Exp1
972,blur,0,197,TBVkV,Exp1
973,focus,0,12329,TBVkV,Exp1
974,fullscreenenter,0,14339,TBVkV,Exp1
975,fullscreenenter,0,7219,ww6wH,Exp1
976,fullscreenenter,0,22535,IOb2r,Exp1
977,fullscreenenter,0,10957,V2T2h,Exp1
1422,fullscreenenter,0,13240,m7HTM,Exp1
1423,fullscreenenter,0,17367,USape,Exp1
1424,fullscreenexit,1639,1859837,USape,Exp1
1425,blur,1639,1860528,USape,Exp1
1426,focus,1639,1865856,USape,Exp1
1427,blur,1679,1916987,USape,Exp1
1428,focus,1679,1918849,USape,Exp1
1429,blur,1775,2103330,USape,Exp1
1430,focus,1775,2106802,USape,Exp1
1431,blur,1775,2116932,USape,Exp1
1432,focus,1775,2120686,USape,Exp1
1433,blur,1776,2126584,USape,Exp1
1434,focus,1776,2128449,USape,Exp1
1435,fullscreenenter,0,6638,7XWFp,Exp1
1436,blur,0,5578,kTjzD,Exp1
1437,focus,0,5660,kTjzD,Exp1
1438,blur,0,8807,kTjzD,Exp1
1439,focus,0,11581,kTjzD,Exp1
1440,fullscreenenter,0,12237,kTjzD,Exp1
1441,blur,3,32542,kTjzD,Exp1
1442,focus,3,36818,kTjzD,Exp1
1443,blur,24,103052,kTjzD,Exp1
1444,focus,24,109464,kTjzD,Exp1
1445,blur,64,436595,kTjzD,Exp1
1446,focus,64,447780,kTjzD,Exp1
1447,blur,64,485284,kTjzD,Exp1
1448,focus,64,614494,kTjzD,Exp1
1449,blur,342,1545693,kTjzD,Exp1
1450,focus,342,1548612,kTjzD,Exp1
1451,blur,396,1627441,kTjzD,Exp1
1452,focus,396,1652347,kTjzD,Exp1
1453,blur,1464,2728148,kTjzD,Exp1
1454,focus,1464,2736715,kTjzD,Exp1
1455,blur,1645,2992569,kTjzD,Exp1
1456,focus,1645,2998623,kTjzD,Exp1
1457,blur,1759,3191489,kTjzD,Exp1
1458,focus,1759,3193668,kTjzD,Exp1
1459,blur,1763,3229890,kTjzD,Exp1
1460,focus,1763,3235127,kTjzD,Exp1
1461,blur,0,0,4kMBy,Exp1
1462,focus,0,2253,4kMBy,Exp1
1463,fullscreenenter,0,13972,4kMBy,Exp1
1464,blur,1467,2492518,4kMBy,Exp1
1465,focus,1467,2506839,4kMBy,Exp1
1466,blur,1755,2859908,4kMBy,Exp1
1467,focus,1755,2937417,4kMBy,Exp1
1468,focus,0,0,EhKy0,Exp1
1469,fullscreenexit,0,9601,EhKy0,Exp1
1470,fullscreenenter,0,11235,dM2RK,Exp1
1471,fullscreenenter,0,10847,YreFG,Exp1
1472,fullscreenenter,0,10907,GC1FW,Exp1
1473,fullscreenexit,1791,3577514,GC1FW,Exp1
1474,blur,0,0,uQHfk,Exp1
1475,focus,0,42814,uQHfk,Exp1
1476,fullscreenenter,0,42929,uQHfk,Exp1
1477,blur,1,47122,uQHfk,Exp1
1478,focus,1,50061,uQHfk,Exp1
1479,blur,290,1249392,uQHfk,Exp1
1480,focus,290,1255758,uQHfk,Exp1
1481,blur,785,1967502,uQHfk,Exp1
1482,focus,790,1975900,uQHfk,Exp1
1483,blur,794,1978630,uQHfk,Exp1
1484,focus,794,1980091,uQHfk,Exp1
1485,blur,803,1987046,uQHfk,Exp1
1486,focus,803,1988670,uQHfk,Exp1
1487,blur,830,2014862,uQHfk,Exp1
1488,focus,831,2015963,uQHfk,Exp1
1489,blur,1465,2524606,uQHfk,Exp1
1490,focus,1465,2617578,uQHfk,Exp1
1491,blur,1468,2678078,uQHfk,Exp1
1492,focus,1468,2752735,uQHfk,Exp1
1493,blur,1474,2792535,uQHfk,Exp1
1494,focus,1474,2794778,uQHfk,Exp1
1495,blur,1497,2844572,uQHfk,Exp1
1496,focus,1497,2894011,uQHfk,Exp1
1497,blur,1500,2902078,uQHfk,Exp1
1498,focus,1500,2907130,uQHfk,Exp1
1499,blur,1593,3046606,uQHfk,Exp1
1500,focus,1593,3048450,uQHfk,Exp1
1501,fullscreenenter,0,3794,qFoVX,Exp1
1502,blur,0,0,V86AX,Exp1
1503,focus,0,0,V86AX,Exp1
1504,blur,0,0,V86AX,Exp1
1505,focus,0,783,V86AX,Exp1
1506,fullscreenenter,0,6644,V86AX,Exp1
1507,fullscreenenter,0,13034,chg18,Exp1
1508,focus,0,0,prxQt,Exp1
1509,fullscreenexit,0,8638,prxQt,Exp1
1510,fullscreenenter,0,7942,g2BrC,Exp1
1511,fullscreenenter,0,8335,CJ4S8,Exp1
1512,fullscreenenter,0,12683,bYAJA,Exp1
1513,fullscreenexit,1764,3824829,bYAJA,Exp1
1514,fullscreenenter,0,26145,2l2ke,Exp1
1515,fullscreenenter,0,16516,rxxfw,Exp1
1516,fullscreenenter,0,6695,kUTRd,Exp1
1517,fullscreenexit,1,7821,kUTRd,Exp1
1518,blur,1,11370,kUTRd,Exp1
1519,focus,1,33849,kUTRd,Exp1
1520,blur,1,34800,kUTRd,Exp1
1521,focus,1,45695,kUTRd,Exp1
1522,blur,1,46412,kUTRd,Exp1
1523,focus,1,77110,kUTRd,Exp1
1524,blur,18,134889,kUTRd,Exp1
1525,focus,18,142399,kUTRd,Exp1
1526,blur,27,169620,kUTRd,Exp1
1527,focus,27,174259,kUTRd,Exp1
1528,blur,46,228565,kUTRd,Exp1
1529,focus,46,276001,kUTRd,Exp1
1530,blur,64,375102,kUTRd,Exp1
1531,focus,64,409921,kUTRd,Exp1
1532,blur,98,672617,kUTRd,Exp1
1533,focus,98,688689,kUTRd,Exp1
1534,blur,124,1107047,kUTRd,Exp1
1535,focus,124,1188874,kUTRd,Exp1
1536,blur,141,1321467,kUTRd,Exp1
1537,focus,141,1346344,kUTRd,Exp1
1538,blur,141,1357974,kUTRd,Exp1
1539,focus,141,1432374,kUTRd,Exp1
1540,blur,152,1554689,kUTRd,Exp1
1541,focus,152,1592153,kUTRd,Exp1
1542,blur,1651,4127691,kUTRd,Exp1
1543,focus,1651,4148538,kUTRd,Exp1
1544,blur,1771,4450499,kUTRd,Exp1
1545,focus,1771,4458676,kUTRd,Exp1
1546,blur,0,0,HtIET,Exp1
1547,focus,0,11351,HtIET,Exp1
1548,blur,0,11466,HtIET,Exp1
1549,focus,0,11596,HtIET,Exp1
1550,fullscreenenter,0,13840,HtIET,Exp1
1551,blur,341,1072921,HtIET,Exp1
1552,focus,341,1073000,HtIET,Exp1
1553,blur,341,1074550,HtIET,Exp1
1554,focus,341,1079812,HtIET,Exp1
1555,blur,345,1099818,HtIET,Exp1
1556,focus,345,1102521,HtIET,Exp1
1557,blur,347,1106444,HtIET,Exp1
1558,focus,347,1128863,HtIET,Exp1
1559,blur,396,1170485,HtIET,Exp1
1560,focus,396,1264243,HtIET,Exp1
1561,blur,662,1626369,HtIET,Exp1
1562,focus,663,1631212,HtIET,Exp1
1563,blur,690,1674626,HtIET,Exp1
1564,focus,690,1689958,HtIET,Exp1
1565,fullscreenenter,0,5511,JJKmU,Exp1
1566,fullscreenexit,1,7061,JJKmU,Exp1
1567,blur,533,1172330,JJKmU,Exp1
1568,focus,534,1177288,JJKmU,Exp1
1569,blur,535,1179832,JJKmU,Exp1
1570,focus,537,1183008,JJKmU,Exp1
1571,blur,537,1183441,JJKmU,Exp1
1572,focus,537,1183506,JJKmU,Exp1
1573,blur,552,1201909,JJKmU,Exp1
1574,focus,552,1204976,JJKmU,Exp1
1575,blur,558,1214221,JJKmU,Exp1
1576,focus,558,1215484,JJKmU,Exp1
1577,blur,608,1274215,JJKmU,Exp1
1578,focus,609,1275563,JJKmU,Exp1
1579,blur,610,1276110,JJKmU,Exp1
1580,focus,610,1277146,JJKmU,Exp1
1581,blur,611,1277986,JJKmU,Exp1
1582,focus,613,1282085,JJKmU,Exp1
1583,blur,1761,2443830,JJKmU,Exp1
1584,focus,1761,2447991,JJKmU,Exp1
1585,fullscreenenter,1,22063,KOQfg,Exp1
1586,blur,1094,2791054,KOQfg,Exp1
1587,focus,1094,2796640,KOQfg,Exp1
1588,blur,1787,3640581,KOQfg,Exp1
1589,focus,1787,3642084,KOQfg,Exp1
1590,blur,1787,3647658,KOQfg,Exp1
1591,focus,1787,3655244,KOQfg,Exp1
1592,blur,1787,3656872,KOQfg,Exp1
1593,focus,1787,3661887,KOQfg,Exp1
1594,fullscreenenter,0,11814,2te35,Exp1
1595,fullscreenenter,0,5421,gcn7Z,Exp1
1596,blur,181,1031405,gcn7Z,Exp1
1597,focus,181,1037773,gcn7Z,Exp1
1598,blur,1663,3167303,gcn7Z,Exp1
1599,focus,1663,3256648,gcn7Z,Exp1
1604,fullscreenenter,0,9646,gv4vw,Exp1
1605,blur,1466,3381859,gv4vw,Exp1
1606,focus,1466,3390995,gv4vw,Exp1
1607,fullscreenexit,1466,3394075,gv4vw,Exp1
1608,blur,1466,3396276,gv4vw,Exp1
1609,focus,1466,3407259,gv4vw,Exp1
1610,blur,1466,3472049,gv4vw,Exp1
1611,focus,1466,3473712,gv4vw,Exp1
1612,blur,1773,4122727,gv4vw,Exp1
1613,focus,1773,4143400,gv4vw,Exp1
1614,fullscreenenter,0,15982,a86ub,Exp1
1615,blur,0,0,2tQFn,Exp1
1616,focus,0,561,2tQFn,Exp1
1617,fullscreenenter,0,8253,2tQFn,Exp1
1618,blur,173,532744,2tQFn,Exp1
1619,focus,173,534205,2tQFn,Exp1
1620,fullscreenenter,0,7412,ex14o,Exp1
1621,blur,0,0,ufSkQ,Exp1
1622,focus,0,2345,ufSkQ,Exp1
1623,fullscreenenter,0,7129,ufSkQ,Exp1
1624,blur,1597,3228442,ufSkQ,Exp1
1625,focus,1597,3228446,ufSkQ,Exp1
1626,blur,1597,3228529,ufSkQ,Exp1
1627,focus,1597,3228532,ufSkQ,Exp1
1628,blur,1597,3228616,ufSkQ,Exp1
1629,focus,1597,3228619,ufSkQ,Exp1
1630,blur,0,0,d4piR,Exp1
1631,focus,0,177,d4piR,Exp1
1632,blur,0,10845,d4piR,Exp1
1633,focus,0,12105,d4piR,Exp1
1634,blur,0,483072,d4piR,Exp1
1635,focus,0,485187,d4piR,Exp1
1636,fullscreenenter,0,486316,d4piR,Exp1
1637,blur,0,4504,isFoJ,Exp1
1638,focus,0,7218,isFoJ,Exp1
1639,blur,0,9768,isFoJ,Exp1
1640,focus,0,18323,isFoJ,Exp1
1641,fullscreenenter,0,19495,isFoJ,Exp1
1642,blur,1780,2985643,isFoJ,Exp1
1643,focus,1780,2989037,isFoJ,Exp1
1644,fullscreenenter,0,8368,t285z,Exp1
1645,fullscreenenter,0,10247,WD9mK,Exp1
1646,fullscreenenter,0,1280,dcK4U,Exp1
1702,fullscreenenter,0,8745,61D1n,Exp1
1703,blur,8,39451,61D1n,Exp1
1704,focus,8,39588,61D1n,Exp1
1705,fullscreenenter,0,10354,ra1LB,Exp1
1706,fullscreenenter,0,8846,LegoS,Exp1
1707,blur,10,63568,LegoS,Exp1
1708,focus,10,64378,LegoS,Exp1
1709,blur,63,257171,LegoS,Exp1
1710,focus,63,261269,LegoS,Exp1
1711,blur,64,265779,LegoS,Exp1
1712,focus,64,291105,LegoS,Exp1
1713,blur,154,473275,LegoS,Exp1
1714,focus,155,480232,LegoS,Exp1
1715,blur,230,558658,LegoS,Exp1
1716,focus,230,566395,LegoS,Exp1
1717,blur,336,752813,LegoS,Exp1
1718,focus,337,754919,LegoS,Exp1
1719,blur,341,761939,LegoS,Exp1
1720,focus,341,763998,LegoS,Exp1
1721,blur,483,964786,LegoS,Exp1
1722,focus,486,972002,LegoS,Exp1
1723,blur,852,1359623,LegoS,Exp1
1724,focus,863,1378249,LegoS,Exp1
1725,blur,1469,1898559,LegoS,Exp1
1726,focus,1469,1905317,LegoS,Exp1
1727,blur,1469,1907422,LegoS,Exp1
1728,focus,1469,1907986,LegoS,Exp1
1729,blur,1469,1908466,LegoS,Exp1
1730,focus,1469,1912877,LegoS,Exp1
1731,blur,1469,1914461,LegoS,Exp1
1732,focus,1469,1915596,LegoS,Exp1
1733,blur,0,0,8pRjy,Exp1
1734,focus,0,0,8pRjy,Exp1
1735,blur,0,0,8pRjy,Exp1
1736,focus,0,0,8pRjy,Exp1
1737,fullscreenenter,0,5618,8pRjy,Exp1
1738,focus,0,0,CIR6R,Exp1
1739,fullscreenexit,0,15177,CIR6R,Exp1
1740,focus,0,0,TL9EK,Exp1
1741,fullscreenexit,0,1528,TL9EK,Exp1
1742,blur,1,24309,TL9EK,Exp1
1743,focus,1,72372,TL9EK,Exp1
1744,fullscreenenter,0,7446,D1NKi,Exp1
1745,blur,0,0,L8JB0,Exp1
1746,focus,0,0,L8JB0,Exp1
1747,fullscreenenter,0,1720,L8JB0,Exp1
1748,blur,3,18997,L8JB0,Exp1
1749,focus,3,19000,L8JB0,Exp1
1750,blur,65,390512,L8JB0,Exp1
1751,focus,65,396183,L8JB0,Exp1
1761,fullscreenenter,0,11020,rKevs,Exp1
1762,fullscreenenter,0,11664,l6Cbt,Exp1
1763,blur,0,0,FnDK4,Exp1
1764,focus,0,475,FnDK4,Exp1
1765,fullscreenenter,0,7787,FnDK4,Exp1
1766,fullscreenenter,0,7919,EqBzt,Exp1
1767,blur,21,74407,EqBzt,Exp1
1768,focus,21,85680,EqBzt,Exp1
1769,blur,332,696929,EqBzt,Exp1
1770,focus,332,706544,EqBzt,Exp1
1771,blur,1464,1818349,EqBzt,Exp1
1772,focus,1464,1860703,EqBzt,Exp1
1773,blur,1665,2092013,EqBzt,Exp1
1774,focus,1665,2112260,EqBzt,Exp1
1775,fullscreenenter,0,9267,79Qdg,Exp1
1776,blur,328,778507,79Qdg,Exp1
1777,focus,329,781209,79Qdg,Exp1
1778,blur,347,803332,79Qdg,Exp1
1779,focus,347,808194,79Qdg,Exp1
1780,blur,888,1386328,79Qdg,Exp1
1781,focus,888,1390777,79Qdg,Exp1
1782,blur,1081,1515690,79Qdg,Exp1
1783,focus,1081,1519069,79Qdg,Exp1
1784,fullscreenexit,1274,1647672,79Qdg,Exp1
1785,blur,1778,2223303,79Qdg,Exp1
1786,focus,1778,2235838,79Qdg,Exp1
1787,fullscreenenter,0,9547,OC1em,Exp1
1788,blur,133,476983,OC1em,Exp1
1789,focus,133,476984,OC1em,Exp1
1790,blur,168,539157,OC1em,Exp1
1791,focus,168,539158,OC1em,Exp1
1792,blur,396,914961,OC1em,Exp1
1793,focus,396,956945,OC1em,Exp1
1794,blur,396,962525,OC1em,Exp1
1795,focus,396,963884,OC1em,Exp1
1796,blur,396,965490,OC1em,Exp1
1797,focus,396,1046641,OC1em,Exp1
1798,blur,396,1048990,OC1em,Exp1
1799,focus,396,1065849,OC1em,Exp1
1800,blur,396,1088181,OC1em,Exp1
1801,focus,396,1149883,OC1em,Exp1
1802,blur,396,1160156,OC1em,Exp1
1803,focus,396,1190799,OC1em,Exp1
1804,blur,650,1494599,OC1em,Exp1
1805,focus,651,1495179,OC1em,Exp1
1806,blur,838,1713353,OC1em,Exp1
1807,focus,838,1713875,OC1em,Exp1
1808,blur,1464,2262247,OC1em,Exp1
1809,focus,1464,2267800,OC1em,Exp1
1810,blur,1777,2802336,OC1em,Exp1
1811,focus,1777,2804141,OC1em,Exp1
1812,fullscreenenter,0,9490,LCVO7,Exp1
1813,fullscreenenter,0,6930,zTCj2,Exp1
1814,fullscreenexit,1774,4149064,zTCj2,Exp1
1815,blur,1774,4153893,zTCj2,Exp1
1816,focus,1774,4182891,zTCj2,Exp1
1817,blur,1774,4183637,zTCj2,Exp1
1818,focus,1774,4184197,zTCj2,Exp1
1819,blur,0,14334,riqro,Exp1
1820,focus,0,16110,riqro,Exp1
1821,fullscreenenter,0,17418,riqro,Exp1
1822,blur,21,89457,riqro,Exp1
1823,focus,21,91345,riqro,Exp1
1824,blur,23,95446,riqro,Exp1
1825,focus,23,96823,riqro,Exp1
1826,blur,25,102058,riqro,Exp1
1827,focus,25,105401,riqro,Exp1
1828,blur,26,107229,riqro,Exp1
1829,focus,26,118868,riqro,Exp1
1830,blur,122,484508,riqro,Exp1
1831,focus,122,484558,riqro,Exp1
1832,blur,122,485282,riqro,Exp1
1833,focus,125,506459,riqro,Exp1
1834,blur,624,1343038,riqro,Exp1
1835,focus,625,1345408,riqro,Exp1
1836,blur,696,1428650,riqro,Exp1
1837,focus,696,1471722,riqro,Exp1
1838,blur,697,1484764,riqro,Exp1
1839,focus,697,1484845,riqro,Exp1
1840,blur,697,1486081,riqro,Exp1
1841,focus,697,1488529,riqro,Exp1
1842,blur,697,1489176,riqro,Exp1
1843,focus,697,1553309,riqro,Exp1
1844,blur,1278,2097561,riqro,Exp1
1845,focus,1278,2186816,riqro,Exp1
1846,blur,1472,2370578,riqro,Exp1
1847,focus,1472,2370661,riqro,Exp1
1848,fullscreenexit,1472,2371817,riqro,Exp1
1849,blur,1472,2372300,riqro,Exp1
1850,focus,1472,2500966,riqro,Exp1
1851,blur,1614,2653269,riqro,Exp1
1852,focus,1614,2759238,riqro,Exp1
1853,blur,1614,2760048,riqro,Exp1
1854,focus,1614,2761783,riqro,Exp1
1855,blur,1790,3048130,riqro,Exp1
1856,focus,1790,3054424,riqro,Exp1
1857,focus,0,0,cXusF,Exp1
1858,blur,0,19513,cXusF,Exp1
1859,focus,0,19549,cXusF,Exp1
1860,fullscreenexit,0,19574,cXusF,Exp1
1861,blur,233,989015,cXusF,Exp1
1862,focus,233,1062399,cXusF,Exp1
1863,fullscreenenter,0,16954,HUU11,Exp1
1864,fullscreenenter,0,10061,qqObf,Exp1
1865,blur,0,0,uY1lB,Exp1
1866,focus,0,1477,uY1lB,Exp1
1867,blur,0,5638,uY1lB,Exp1
1868,focus,0,6093,uY1lB,Exp1
1869,blur,0,7245,uY1lB,Exp1
1870,focus,0,9730,uY1lB,Exp1
1871,fullscreenenter,0,16362,uY1lB,Exp1
1872,blur,211,610344,uY1lB,Exp1
1873,focus,211,610349,uY1lB,Exp1
1874,fullscreenexit,1738,2357243,uY1lB,Exp1
1875,blur,1739,2359799,uY1lB,Exp1
1876,focus,1739,2362900,uY1lB,Exp1
1877,blur,1741,2372417,uY1lB,Exp1
1878,focus,1741,2375022,uY1lB,Exp1
1879,blur,1775,2490965,uY1lB,Exp1
1880,focus,1775,2509343,uY1lB,Exp1
1882,fullscreenenter,0,17589,fvvnd,Exp1
1883,fullscreenenter,0,5897,r9g1Q,Exp1
1884,fullscreenenter,0,6609,jUXsK,Exp1
1885,blur,0,541,dbLtw,Exp1
1886,focus,0,2175,dbLtw,Exp1
1887,blur,0,5353,dbLtw,Exp1
1888,focus,0,6417,dbLtw,Exp1
1889,fullscreenenter,0,7763,dbLtw,Exp1
1890,fullscreenexit,1792,4241130,dbLtw,Exp1
1891,blur,1792,4242190,dbLtw,Exp1
1892,focus,1792,4251263,dbLtw,Exp1
1893,fullscreenenter,0,1226,ofIKF,Exp1
1894,fullscreenexit,1772,3637939,ofIKF,Exp1
1895,blur,1772,3641163,ofIKF,Exp1
1896,focus,1772,3648140,ofIKF,Exp1
1897,blur,1772,3654186,ofIKF,Exp1
1898,focus,1772,3672035,ofIKF,Exp1
1899,blur,1772,3684273,ofIKF,Exp1
1900,focus,1772,3688688,ofIKF,Exp1
1901,fullscreenenter,0,4402,vhG8j,Exp1
1902,blur,0,1120,VNNqO,Exp1
1903,focus,0,1349,VNNqO,Exp1
1904,blur,0,14666,VNNqO,Exp1
1905,focus,0,18370,VNNqO,Exp1
1906,fullscreenenter,0,20062,VNNqO,Exp1
1907,fullscreenenter,0,9278,dE8xe,Exp1
1908,focus,0,0,3C4ri,Exp1
1909,blur,0,9141,3C4ri,Exp1
1910,focus,0,11355,3C4ri,Exp1
1911,fullscreenexit,0,13220,3C4ri,Exp1
1912,blur,0,0,hYewb,Exp1
1913,focus,0,0,hYewb,Exp1
1914,blur,0,0,hYewb,Exp1
1915,focus,0,0,hYewb,Exp1
1916,blur,0,0,hYewb,Exp1
1917,focus,0,0,hYewb,Exp1
1918,fullscreenenter,0,6728,hYewb,Exp1
1919,blur,0,0,0Swud,Exp1
1920,focus,0,747,0Swud,Exp1
1921,fullscreenenter,0,10996,0Swud,Exp1
1922,fullscreenexit,1794,3566085,0Swud,Exp1
1923,blur,1794,3568365,0Swud,Exp1
1924,focus,1794,3995224,0Swud,Exp1
1925,fullscreenenter,0,8921,DqtDo,Exp1
1926,fullscreenenter,0,9331,IyKDo,Exp1
1927,focus,0,0,FbxWp,Exp1
1928,blur,0,8800,FbxWp,Exp1
1929,focus,0,41400,FbxWp,Exp1
1930,blur,0,43300,FbxWp,Exp1
1931,focus,0,47600,FbxWp,Exp1
1932,blur,0,49300,FbxWp,Exp1
1933,focus,0,51500,FbxWp,Exp1
1934,blur,0,52000,FbxWp,Exp1
1935,focus,0,1652400,FbxWp,Exp1
1936,fullscreenexit,0,1655000,FbxWp,Exp1
1937,fullscreenexit,1767,4004700,FbxWp,Exp1
1938,blur,1767,4005800,FbxWp,Exp1
1939,blur,0,393,nmVkL,Exp1
1940,focus,0,2935,nmVkL,Exp1
1941,fullscreenenter,0,4984,nmVkL,Exp1
1942,fullscreenenter,0,30471,qiYrA,Exp1
1943,fullscreenenter,0,3816,uNX9a,Exp1
1944,fullscreenexit,1778,2830931,uNX9a,Exp1
1945,blur,1778,2832842,uNX9a,Exp1
1946,focus,1778,2837992,uNX9a,Exp1
1948,fullscreenenter,0,19843,1Pbol,Exp1
1949,blur,3,101333,1Pbol,Exp1
1950,focus,3,135888,1Pbol,Exp1
1951,fullscreenexit,3,136023,1Pbol,Exp1
1952,fullscreenenter,0,18188,6qZr0,Exp1
1953,blur,0,1443,pcdhA,Exp1
1954,focus,0,3405,pcdhA,Exp1
1955,fullscreenenter,0,7658,pcdhA,Exp1
1956,blur,110,470718,pcdhA,Exp1
1957,focus,111,471644,pcdhA,Exp1
1958,blur,115,503424,pcdhA,Exp1
1959,focus,115,506453,pcdhA,Exp1
1960,blur,230,813288,pcdhA,Exp1
1961,focus,230,829761,pcdhA,Exp1
1962,blur,553,1460267,pcdhA,Exp1
1963,focus,554,1461683,pcdhA,Exp1
1964,blur,691,1626105,pcdhA,Exp1
1965,focus,692,1627436,pcdhA,Exp1
1966,blur,1770,2783996,pcdhA,Exp1
1967,focus,1770,2786403,pcdhA,Exp1
1968,blur,1770,2789994,pcdhA,Exp1
1969,focus,1770,2794608,pcdhA,Exp1
1970,fullscreenenter,0,9414,itC8i,Exp1
1971,blur,0,0,idMjZ,Exp1
