,Exp,group,PID,phase,condition,block,trial,stimulus_left,stimulus_right,painting_left,painting_right,rating_left,rating_right,explain_trial,explain_response,novel_left,left_chosen,chosen_obj,unchosen_obj,rt,zscored_rt,delta_ratings,zcored_rating_left,zcored_rating_right,zscored_delta_ratings
13,Exp1,d11032021,ZGrrY,interference,0.0,1.0,13.0,56.0,2.0,Luisc1.jpg,Dekob1.jpg,36.0,36.0,0.0,,,1.0,56.0,2.0,0.887,-0.4436450670563601,0.0,-0.3293526927688228,-0.3293526927688228,0.0
14,Exp1,d11032021,ZGrrY,interference,0.0,1.0,14.0,51.0,5.0,Gora1n.jpg,Kupb1n.jpg,25.0,62.0,0.0,,,0.0,5.0,51.0,0.932,-0.372105436982322,-37.0,-0.8481421372256797,0.8968769032201116,-1.7450190404457913
15,Exp1,d11032021,ZGrrY,interference,0.0,1.0,15.0,11.0,12.0,Wdekb1.jpg,Kupkc1.jpg,22.0,17.0,0.0,,,0.0,12.0,11.0,1.093,-0.1161525382729863,5.0,-0.9896301675320952,-1.225443551376121,0.2358133838440258
16,Exp1,d11032021,ZGrrY,interference,1.0,2.0,16.0,18.0,55.0,Krasb1.jpg,Lewic1.jpg,64.0,59.0,0.0,,0.0,1.0,18.0,55.0,1.084,-0.1304604642877938,5.0,0.991202256757722,0.755388872913696,0.2358133838440258
17,Exp1,d11032021,ZGrrY,interference,0.0,2.0,17.0,39.0,45.0,Dekb1n.jpg,Klia1n.jpg,36.0,42.0,1.0,,,1.0,39.0,45.0,0.871,-0.4690813799715737,-6.0,-0.3293526927688228,-0.0463766321559918,-0.282976060612831
18,Exp1,d11032021,ZGrrY,interference,0.0,2.0,18.0,11.0,12.0,Wdekb1.jpg,Kupkc1.jpg,22.0,17.0,1.0,,,0.0,12.0,11.0,0.855,-0.4945176928867871,5.0,-0.9896301675320952,-1.225443551376121,0.2358133838440258
19,Exp1,d11032021,ZGrrY,interference,1.0,2.0,19.0,26.0,48.0,Clib1n.jpg,Picb1n.jpg,64.0,66.0,0.0,,1.0,0.0,48.0,26.0,0.763,-0.6407764921492648,-2.0,0.991202256757722,1.0855276102953322,-0.0943253535376102
20,Exp1,d11032021,ZGrrY,interference,1.0,2.0,20.0,27.0,37.0,Vinb1n.jpg,Mondb1.jpg,58.0,58.0,0.0,,0.0,0.0,37.0,27.0,0.875,-0.4627223017427703,0.0,0.7082261961448909,0.7082261961448909,0.0
21,Exp1,d11032021,ZGrrY,interference,0.0,2.0,21.0,51.0,5.0,Gora1n.jpg,Kupb1n.jpg,25.0,62.0,1.0,,,0.0,5.0,51.0,0.741,-0.6757514224076834,-37.0,-0.8481421372256797,0.8968769032201116,-1.7450190404457913
22,Exp1,d11032021,ZGrrY,interference,0.0,2.0,22.0,57.0,33.0,Lewc1n.jpg,Kupc1n.jpg,59.0,57.0,1.0,,,1.0,57.0,33.0,1.111,-0.0875366862433711,2.0,0.755388872913696,0.6610635193760858,0.0943253535376102
23,Exp1,d11032021,ZGrrY,interference,1.0,2.0,23.0,59.0,31.0,Kraa1n.jpg,Maca1n.jpg,38.0,39.0,0.0,,1.0,0.0,31.0,59.0,2.396,1.9553171947597128,-1.0,-0.2350273392312124,-0.1878646624624073,-0.0471626767688051
24,Exp1,d11032021,ZGrrY,interference,1.0,2.0,24.0,4.0,1.0,Mackb1.jpg,Lewia1.jpg,41.0,65.0,0.0,,1.0,0.0,1.0,4.0,1.365,0.3162647812856432,-24.0,-0.0935393089247969,1.038364933526527,-1.131904242451324
25,Exp1,d11032021,ZGrrY,interference,0.0,2.0,25.0,23.0,47.0,Lewib1.jpg,Kupkd1.jpg,35.0,31.0,1.0,,,1.0,23.0,47.0,0.756,-0.6519048790496706,4.0,-0.376515369537628,-0.5651660766128487,0.1886507070752207
26,Exp1,d11032021,ZGrrY,interference,0.0,2.0,26.0,35.0,21.0,Wdeka1.jpg,Lewb1n.jpg,65.0,38.0,1.0,,,1.0,35.0,21.0,1.661,0.7868365702170931,27.0,1.038364933526527,-0.2350273392312124,1.2733922727577396
27,Exp1,d11032021,ZGrrY,interference,1.0,2.0,27.0,34.0,32.0,Monb1n.jpg,Macka1.jpg,35.0,40.0,0.0,,1.0,0.0,32.0,34.0,0.839,-0.5199540058020007,-5.0,-0.376515369537628,-0.1407019856936021,-0.2358133838440258
28,Exp1,d11032021,ZGrrY,interference,1.0,2.0,28.0,58.0,49.0,Mackc1.jpg,Hinda1.jpg,28.0,45.0,0.0,,0.0,1.0,58.0,49.0,0.622,-0.8649339997145837,-17.0,-0.7066541069192641,0.0951113981504237,-0.8017655050696878
29,Exp1,d11032021,ZGrrY,interference,0.0,2.0,29.0,15.0,3.0,Clia1n.jpg,Fogeg1.jpg,34.0,65.0,1.0,,,0.0,3.0,15.0,0.942,-0.3562077414103138,-31.0,-0.4236780463064331,1.038364933526527,-1.4620429798329602
30,Exp1,d11032021,ZGrrY,interference,0.0,2.0,30.0,56.0,2.0,Luisc1.jpg,Dekob1.jpg,36.0,36.0,1.0,,,1.0,56.0,2.0,0.866,-0.4770302277575778,0.0,-0.3293526927688228,-0.3293526927688228,0.0
31,Exp1,d11032021,ZGrrY,interference,1.0,2.0,31.0,17.0,40.0,Picab1.jpg,Krab1n.jpg,65.0,38.0,0.0,,0.0,1.0,17.0,40.0,2.335,1.8583412517704616,27.0,1.038364933526527,-0.2350273392312124,1.2733922727577396
32,Exp1,d11032021,ZGrrY,interference,0.0,3.0,32.0,56.0,2.0,Luisc1.jpg,Dekob1.jpg,36.0,36.0,0.0,,,1.0,56.0,2.0,1.127,-0.0621003733281576,0.0,-0.3293526927688228,-0.3293526927688228,0.0
33,Exp1,d11032021,ZGrrY,interference,1.0,3.0,33.0,27.0,37.0,Vinb1n.jpg,Mondb1.jpg,58.0,58.0,0.0,,0.0,0.0,37.0,27.0,0.744,-0.6709821137360809,0.0,0.7082261961448909,0.7082261961448909,0.0
34,Exp1,d11032021,ZGrrY,interference,1.0,3.0,34.0,59.0,31.0,Kraa1n.jpg,Maca1n.jpg,38.0,39.0,0.0,,1.0,0.0,31.0,59.0,0.817,-0.5549289360604193,-1.0,-0.2350273392312124,-0.1878646624624073,-0.0471626767688051
35,Exp1,d11032021,ZGrrY,interference,1.0,3.0,35.0,34.0,32.0,Monb1n.jpg,Macka1.jpg,35.0,40.0,0.0,,1.0,0.0,32.0,34.0,0.733,-0.6884695788652901,-5.0,-0.376515369537628,-0.1407019856936021,-0.2358133838440258
36,Exp1,d11032021,ZGrrY,interference,0.0,3.0,36.0,35.0,21.0,Wdeka1.jpg,Lewb1n.jpg,65.0,38.0,0.0,,,1.0,35.0,21.0,0.973,-0.3069248851370876,27.0,1.038364933526527,-0.2350273392312124,1.2733922727577396
37,Exp1,d11032021,ZGrrY,interference,0.0,3.0,37.0,23.0,47.0,Lewib1.jpg,Kupkd1.jpg,35.0,31.0,0.0,,,1.0,23.0,47.0,0.628,-0.8553953823713787,4.0,-0.376515369537628,-0.5651660766128487,0.1886507070752207
38,Exp1,d11032021,ZGrrY,interference,1.0,3.0,38.0,17.0,40.0,Picab1.jpg,Krab1n.jpg,65.0,38.0,0.0,,0.0,1.0,17.0,40.0,0.631,-0.8506260736997762,27.0,1.038364933526527,-0.2350273392312124,1.2733922727577396
39,Exp1,d11032021,ZGrrY,interference,1.0,3.0,39.0,4.0,1.0,Mackb1.jpg,Lewia1.jpg,41.0,65.0,0.0,,1.0,0.0,1.0,4.0,0.589,-0.9173963951022116,-24.0,-0.0935393089247969,1.038364933526527,-1.131904242451324
40,Exp1,d11032021,ZGrrY,interference,0.0,3.0,40.0,15.0,3.0,Clia1n.jpg,Fogeg1.jpg,34.0,65.0,0.0,,,0.0,3.0,15.0,0.937,-0.3641565891963179,-31.0,-0.4236780463064331,1.038364933526527,-1.4620429798329602
41,Exp1,d11032021,ZGrrY,interference,1.0,3.0,41.0,26.0,48.0,Clib1n.jpg,Picb1n.jpg,64.0,66.0,0.0,,1.0,0.0,48.0,26.0,0.596,-0.9062680082018058,-2.0,0.991202256757722,1.0855276102953322,-0.0943253535376102
42,Exp1,d11032021,ZGrrY,interference,1.0,3.0,42.0,18.0,55.0,Krasb1.jpg,Lewic1.jpg,64.0,59.0,0.0,,0.0,1.0,18.0,55.0,0.665,-0.7965739087549474,5.0,0.991202256757722,0.755388872913696,0.2358133838440258
43,Exp1,d11032021,ZGrrY,interference,0.0,3.0,43.0,39.0,45.0,Dekb1n.jpg,Klia1n.jpg,36.0,42.0,0.0,,,1.0,39.0,45.0,0.702,-0.7377524351385163,-6.0,-0.3293526927688228,-0.0463766321559918,-0.282976060612831
44,Exp1,d11032021,ZGrrY,interference,0.0,3.0,44.0,57.0,33.0,Lewc1n.jpg,Kupc1n.jpg,59.0,57.0,0.0,,,1.0,57.0,33.0,0.556,-0.9698587904898394,2.0,0.755388872913696,0.6610635193760858,0.0943253535376102
45,Exp1,d11032021,ZGrrY,interference,0.0,3.0,45.0,11.0,12.0,Wdekb1.jpg,Kupkc1.jpg,22.0,17.0,0.0,,,0.0,12.0,11.0,0.654,-0.8140613738841568,5.0,-0.9896301675320952,-1.225443551376121,0.2358133838440258
46,Exp1,d11032021,ZGrrY,interference,0.0,3.0,46.0,51.0,5.0,Gora1n.jpg,Kupb1n.jpg,25.0,62.0,0.0,,,0.0,5.0,51.0,0.781,-0.6121606401196495,-37.0,-0.8481421372256797,0.8968769032201116,-1.7450190404457913
47,Exp1,d11032021,ZGrrY,interference,1.0,3.0,47.0,58.0,49.0,Mackc1.jpg,Hinda1.jpg,28.0,45.0,0.0,,0.0,1.0,58.0,49.0,0.602,-0.8967293908586007,-17.0,-0.7066541069192641,0.0951113981504237,-0.8017655050696878
48,Exp1,d11042021,l6WpQ,interference,0.0,1.0,0.0,25.0,32.0,Clifa1.jpg,Macka1.jpg,33.0,89.0,0.0,,,0.0,32.0,25.0,1.101,-0.7457699117292826,-56.0,-1.4547672371767923,0.5225862890829253,-1.9773535262597173
49,Exp1,d11042021,l6WpQ,interference,1.0,1.0,1.0,17.0,56.0,Picab1.jpg,Luisc1.jpg,93.0,83.0,1.0,,1.0,0.0,56.0,17.0,1.129,-0.6919543540721467,10.0,0.6638258266729051,0.3107269826979555,0.3530988439749495
50,Exp1,d11042021,l6WpQ,interference,0.0,1.0,2.0,30.0,39.0,Lasse1.jpg,Dekb1n.jpg,92.0,84.0,0.0,,,1.0,30.0,39.0,1.657,0.3228533046052731,8.0,0.6285159422754102,0.3460368670954505,0.2824790751799597
51,Exp1,d11042021,l6WpQ,interference,1.0,1.0,3.0,20.0,31.0,Gorc1n.jpg,Maca1n.jpg,87.0,85.0,1.0,,0.0,1.0,20.0,31.0,2.86,2.635000299660076,2.0,0.4519665202879354,0.3813467514929454,0.0706197687949899
52,Exp1,d11042021,l6WpQ,interference,1.0,1.0,4.0,53.0,10.0,Gorka1.jpg,Stera1.jpg,67.0,95.0,1.0,,1.0,0.0,10.0,53.0,2.138,1.247327705786786,-28.0,-0.2542311676619638,0.734445595467895,-0.9886767631298587
53,Exp1,d11042021,l6WpQ,interference,0.0,1.0,5.0,7.0,43.0,Pica1n.jpg,Picac1.jpg,82.0,94.0,0.0,,,0.0,43.0,7.0,1.625,0.2613498101399749,-12.0,0.2754170983004605,0.6991357110704001,-0.4237186127699395
54,Exp1,d11042021,l6WpQ,interference,1.0,1.0,6.0,8.0,19.0,Klina1.jpg,Macc1n.jpg,95.0,94.0,1.0,,1.0,0.0,19.0,8.0,1.077,-0.7918975325782563,1.0,0.734445595467895,0.6991357110704001,0.0353098843974949
55,Exp1,d11042021,l6WpQ,interference,0.0,1.0,7.0,40.0,6.0,Krab1n.jpg,Wdekc1.jpg,95.0,84.0,0.0,,,1.0,40.0,6.0,1.633,0.2767256837562994,11.0,0.734445595467895,0.3460368670954505,0.3884087283724445
56,Exp1,d11042021,l6WpQ,interference,0.0,1.0,8.0,38.0,50.0,Lasc1n.jpg,Gorke1.jpg,94.0,79.0,0.0,,,1.0,38.0,50.0,1.293,-0.3767489449374937,15.0,0.6991357110704001,0.1694874451079757,0.5296482659624244
57,Exp1,d11042021,l6WpQ,interference,1.0,1.0,9.0,57.0,22.0,Lewc1n.jpg,Macb1n.jpg,83.0,86.0,1.0,,0.0,1.0,57.0,22.0,1.704,0.4131865621011796,-3.0,0.3107269826979555,0.4166566358904404,-0.1059296531924848
58,Exp1,d11042021,l6WpQ,interference,1.0,1.0,10.0,28.0,1.0,Krasa1.jpg,Lewia1.jpg,89.0,94.0,1.0,,1.0,1.0,28.0,1.0,3.54,3.9419495570476624,-5.0,0.5225862890829253,0.6991357110704001,-0.1765494219874748
59,Exp1,d11042021,l6WpQ,interference,0.0,1.0,11.0,42.0,55.0,Picc1n.jpg,Lewic1.jpg,78.0,85.0,0.0,,,0.0,55.0,42.0,1.794,0.5861651402848309,-7.0,0.1341775607104807,0.3813467514929454,-0.2471691907824647
60,Exp1,d11042021,l6WpQ,interference,1.0,1.0,12.0,23.0,27.0,Lewib1.jpg,Vinb1n.jpg,88.0,90.0,1.0,,0.0,1.0,23.0,27.0,1.754,0.5092857722032081,-2.0,0.4872764046854303,0.5578961734804203,-0.0706197687949899
61,Exp1,d11042021,l6WpQ,interference,0.0,1.0,13.0,45.0,47.0,Klia1n.jpg,Kupkd1.jpg,70.0,86.0,0.0,,,0.0,47.0,45.0,2.794,2.5081493423253987,-16.0,-0.1483015144694789,0.4166566358904404,-0.5649581503599194
62,Exp1,d11042021,l6WpQ,interference,0.0,1.0,14.0,0.0,51.0,Gorkc1.jpg,Gora1n.jpg,95.0,91.0,0.0,,,1.0,0.0,51.0,1.687,0.3805128306664901,4.0,0.734445595467895,0.5932060578779152,0.1412395375899797
63,Exp1,d11042021,l6WpQ,interference,1.0,1.0,15.0,36.0,16.0,Gorkf1.jpg,Lewa1n.jpg,80.0,84.0,1.0,,0.0,1.0,36.0,16.0,1.929,0.8456330075603076,-4.0,0.2047973295054706,0.3460368670954505,-0.1412395375899798
64,Exp1,d11042021,l6WpQ,interference,0.0,2.0,16.0,7.0,43.0,Pica1n.jpg,Picac1.jpg,82.0,94.0,1.0,,,0.0,43.0,7.0,1.463,-0.0500116305905969,-12.0,0.2754170983004605,0.6991357110704001,-0.4237186127699395
65,Exp1,d11042021,l6WpQ,interference,0.0,2.0,17.0,25.0,32.0,Clifa1.jpg,Macka1.jpg,33.0,89.0,1.0,,,0.0,32.0,25.0,1.206,-0.543961570515023,-56.0,-1.4547672371767923,0.5225862890829253,-1.9773535262597173
66,Exp1,d11042021,l6WpQ,interference,0.0,2.0,18.0,40.0,6.0,Krab1n.jpg,Wdekc1.jpg,95.0,84.0,1.0,,,1.0,40.0,6.0,1.83,0.6553565715582914,11.0,0.734445595467895,0.3460368670954505,0.3884087283724445
67,Exp1,d11042021,l6WpQ,interference,0.0,2.0,19.0,45.0,47.0,Klia1n.jpg,Kupkd1.jpg,70.0,86.0,1.0,,,0.0,47.0,45.0,1.245,-0.4690041866354406,-16.0,-0.1483015144694789,0.4166566358904404,-0.5649581503599194
68,Exp1,d11042021,l6WpQ,interference,1.0,2.0,20.0,17.0,56.0,Picab1.jpg,Luisc1.jpg,93.0,83.0,0.0,,1.0,0.0,56.0,17.0,1.169,-0.6150749859905239,10.0,0.6638258266729051,0.3107269826979555,0.3530988439749495
69,Exp1,d11042021,l6WpQ,interference,0.0,2.0,21.0,38.0,50.0,Lasc1n.jpg,Gorke1.jpg,94.0,79.0,1.0,,,1.0,38.0,50.0,1.587,0.1883144104624332,15.0,0.6991357110704001,0.1694874451079757,0.5296482659624244
70,Exp1,d11042021,l6WpQ,interference,0.0,2.0,22.0,30.0,39.0,Lasse1.jpg,Dekb1n.jpg,92.0,84.0,1.0,,,1.0,30.0,39.0,1.491,0.003803927066539,8.0,0.6285159422754102,0.3460368670954505,0.2824790751799597
71,Exp1,d11042021,l6WpQ,interference,1.0,2.0,23.0,36.0,16.0,Gorkf1.jpg,Lewa1n.jpg,80.0,84.0,0.0,,0.0,1.0,36.0,16.0,1.721,0.4458602935358695,-4.0,0.2047973295054706,0.3460368670954505,-0.1412395375899798
72,Exp1,d11042021,l6WpQ,interference,1.0,2.0,24.0,57.0,22.0,Lewc1n.jpg,Macb1n.jpg,83.0,86.0,0.0,,0.0,1.0,57.0,22.0,1.208,-0.540117602110942,-3.0,0.3107269826979555,0.4166566358904404,-0.1059296531924848
73,Exp1,d11042021,l6WpQ,interference,1.0,2.0,25.0,53.0,10.0,Gorka1.jpg,Stera1.jpg,67.0,95.0,0.0,,1.0,0.0,10.0,53.0,1.461,-0.053855598994678,-28.0,-0.2542311676619638,0.734445595467895,-0.9886767631298587
74,Exp1,d11042021,l6WpQ,interference,1.0,2.0,26.0,20.0,31.0,Gorc1n.jpg,Maca1n.jpg,87.0,85.0,0.0,,0.0,1.0,20.0,31.0,1.846,0.6861083187909405,2.0,0.4519665202879354,0.3813467514929454,0.0706197687949899
75,Exp1,d11042021,l6WpQ,interference,0.0,2.0,27.0,42.0,55.0,Picc1n.jpg,Lewic1.jpg,78.0,85.0,1.0,,,0.0,55.0,42.0,1.303,-0.357529102917088,-7.0,0.1341775607104807,0.3813467514929454,-0.2471691907824647
76,Exp1,d11042021,l6WpQ,interference,1.0,2.0,28.0,23.0,27.0,Lewib1.jpg,Vinb1n.jpg,88.0,90.0,0.0,,0.0,1.0,23.0,27.0,1.87,0.7322359396399142,-2.0,0.4872764046854303,0.5578961734804203,-0.0706197687949899
77,Exp1,d11042021,l6WpQ,interference,1.0,2.0,29.0,28.0,1.0,Krasa1.jpg,Lewia1.jpg,89.0,94.0,0.0,,1.0,1.0,28.0,1.0,1.393,-0.1845505247334368,-5.0,0.5225862890829253,0.6991357110704001,-0.1765494219874748
78,Exp1,d11042021,l6WpQ,interference,1.0,2.0,30.0,8.0,19.0,Klina1.jpg,Macc1n.jpg,95.0,94.0,0.0,,1.0,0.0,19.0,8.0,1.389,-0.192238461541599,1.0,0.734445595467895,0.6991357110704001,0.0353098843974949
79,Exp1,d11042021,l6WpQ,interference,0.0,2.0,31.0,0.0,51.0,Gorkc1.jpg,Gora1n.jpg,95.0,91.0,1.0,,,1.0,0.0,51.0,0.929,-1.0763511944802602,4.0,0.734445595467895,0.5932060578779152,0.1412395375899797
80,Exp1,d11042021,l6WpQ,interference,0.0,3.0,32.0,38.0,50.0,Lasc1n.jpg,Gorke1.jpg,94.0,79.0,0.0,,,1.0,38.0,50.0,1.421,-0.1307349670763008,15.0,0.6991357110704001,0.1694874451079757,0.5296482659624244
81,Exp1,d11042021,l6WpQ,interference,0.0,3.0,33.0,7.0,43.0,Pica1n.jpg,Picac1.jpg,82.0,94.0,0.0,,,0.0,43.0,7.0,1.162,-0.6285288754048081,-12.0,0.2754170983004605,0.6991357110704001,-0.4237186127699395
82,Exp1,d11042021,l6WpQ,interference,1.0,3.0,34.0,28.0,1.0,Krasa1.jpg,Lewia1.jpg,89.0,94.0,0.0,,1.0,1.0,28.0,1.0,1.162,-0.6285288754048081,-5.0,0.5225862890829253,0.6991357110704001,-0.1765494219874748
83,Exp1,d11042021,l6WpQ,interference,1.0,3.0,35.0,57.0,22.0,Lewc1n.jpg,Macb1n.jpg,83.0,86.0,0.0,,0.0,1.0,57.0,22.0,1.149,-0.6535146700313353,-3.0,0.3107269826979555,0.4166566358904404,-0.1059296531924848
84,Exp1,d11042021,l6WpQ,interference,1.0,3.0,36.0,53.0,10.0,Gorka1.jpg,Stera1.jpg,67.0,95.0,0.0,,1.0,0.0,10.0,53.0,1.022,-0.8976066636904874,-28.0,-0.2542311676619638,0.734445595467895,-0.9886767631298587
85,Exp1,d11042021,l6WpQ,interference,0.0,3.0,37.0,30.0,39.0,Lasse1.jpg,Dekb1n.jpg,92.0,84.0,0.0,,,1.0,30.0,39.0,1.383,-0.2037703667538425,8.0,0.6285159422754102,0.3460368670954505,0.2824790751799597
86,Exp1,d11042021,l6WpQ,interference,1.0,3.0,38.0,36.0,16.0,Gorkf1.jpg,Lewa1n.jpg,80.0,84.0,0.0,,0.0,1.0,36.0,16.0,1.194,-0.5670253809395099,-4.0,0.2047973295054706,0.3460368670954505,-0.1412395375899798
87,Exp1,d11042021,l6WpQ,interference,0.0,3.0,39.0,0.0,51.0,Gorkc1.jpg,Gora1n.jpg,95.0,91.0,0.0,,,1.0,0.0,51.0,0.816,-1.2935354093108444,4.0,0.734445595467895,0.5932060578779152,0.1412395375899797
88,Exp1,d11042021,l6WpQ,interference,1.0,3.0,40.0,20.0,31.0,Gorc1n.jpg,Maca1n.jpg,87.0,85.0,0.0,,0.0,1.0,20.0,31.0,0.878,-1.1743723887843291,2.0,0.4519665202879354,0.3813467514929454,0.0706197687949899
89,Exp1,d11042021,l6WpQ,interference,1.0,3.0,41.0,23.0,27.0,Lewib1.jpg,Vinb1n.jpg,88.0,90.0,0.0,,0.0,1.0,23.0,27.0,0.909,-1.1147908785210716,-2.0,0.4872764046854303,0.5578961734804203,-0.0706197687949899
90,Exp1,d11042021,l6WpQ,interference,0.0,3.0,42.0,42.0,55.0,Picc1n.jpg,Lewic1.jpg,78.0,85.0,0.0,,,0.0,55.0,42.0,1.583,0.1806264736542709,-7.0,0.1341775607104807,0.3813467514929454,-0.2471691907824647
91,Exp1,d11042021,l6WpQ,interference,1.0,3.0,43.0,17.0,56.0,Picab1.jpg,Luisc1.jpg,93.0,83.0,0.0,,1.0,0.0,56.0,17.0,1.391,-0.1883944931375179,10.0,0.6638258266729051,0.3107269826979555,0.3530988439749495
92,Exp1,d11042021,l6WpQ,interference,1.0,3.0,44.0,8.0,19.0,Klina1.jpg,Macc1n.jpg,95.0,94.0,0.0,,1.0,0.0,19.0,8.0,1.163,-0.6266068912027674,1.0,0.734445595467895,0.6991357110704001,0.0353098843974949
93,Exp1,d11042021,l6WpQ,interference,0.0,3.0,45.0,45.0,47.0,Klia1n.jpg,Kupkd1.jpg,70.0,86.0,0.0,,,0.0,47.0,45.0,1.169,-0.6150749859905239,-16.0,-0.1483015144694789,0.4166566358904404,-0.5649581503599194
94,Exp1,d11042021,l6WpQ,interference,0.0,3.0,46.0,25.0,32.0,Clifa1.jpg,Macka1.jpg,33.0,89.0,0.0,,,0.0,32.0,25.0,0.944,-1.0475214314496517,-56.0,-1.4547672371767923,0.5225862890829253,-1.9773535262597173
95,Exp1,d11042021,l6WpQ,interference,0.0,3.0,47.0,40.0,6.0,Krab1n.jpg,Wdekc1.jpg,95.0,84.0,0.0,,,1.0,40.0,6.0,1.301,-0.3613730713211692,11.0,0.734445595467895,0.3460368670954505,0.3884087283724445
96,Exp1,d11032021,GCq3m,interference,0.0,1.0,0.0,14.0,25.0,Kupkb1.jpg,Clifa1.jpg,13.0,8.0,0.0,,,1.0,14.0,25.0,2.35,1.152074591665207,5.0,0.0499877247639024,-0.4337644503706368,0.4837521751345393
97,Exp1,d11032021,GCq3m,interference,1.0,1.0,1.0,33.0,8.0,Kupc1n.jpg,Klina1.jpg,8.0,9.0,1.0,,0.0,1.0,33.0,8.0,0.718,-0.6616093957279934,-1.0,-0.4337644503706368,-0.337014015343729,-0.0967504350269078
98,Exp1,d11032021,GCq3m,interference,0.0,1.0,2.0,53.0,5.0,Gorka1.jpg,Kupb1n.jpg,8.0,15.0,0.0,,,0.0,5.0,53.0,0.938,-0.4171176817411649,-7.0,-0.4337644503706368,0.2434885948177182,-0.677253045188355
99,Exp1,d11032021,GCq3m,interference,0.0,1.0,3.0,35.0,36.0,Wdeka1.jpg,Gorkf1.jpg,5.0,7.0,0.0,,,1.0,35.0,36.0,1.014,-0.3326569078184422,-2.0,-0.7240157554513604,-0.5305148853975447,-0.1935008700538157
100,Exp1,d11032021,GCq3m,interference,0.0,1.0,4.0,47.0,1.0,Kupkd1.jpg,Lewia1.jpg,12.0,9.0,0.0,,,0.0,1.0,47.0,0.57,-0.8260856396827689,3.0,-0.0467627102630053,-0.337014015343729,0.2902513050807236
