"","PID","chosen_obj","Exp","condition","reward_type","unchosen_obj","rating_chosen","rating_unchosen","zscored_rating_chosen","zscored_rating_unchosen","reward","memory_score_chosen","memory_score_unchosen"
"3381","qLKyB",26,"Exp1",1,1,18,31,28,-0.440682938470783,-0.579602253575408,150,0.5,1
"3382","qLKyB",29,"Exp1",1,0,2,66,28,1.18004240441651,-0.579602253575408,0,0.5,1
"3383","qLKyB",30,"Exp1",1,0,31,29,24,-0.533295815207199,-0.764828007048241,0,1,0.5
"3384","qLKyB",37,"Exp1",0,0,49,65,24,1.1337359660483,-0.764828007048241,0,1,0.5
"3385","qLKyB",4,"Exp1",0,1,42,64,26,1.08742952768009,-0.672215130311825,142,1,1
"3386","qLKyB",43,"Exp1",1,1,14,29,31,-0.533295815207199,-0.440682938470783,145,0.5,0.5
"3387","qLKyB",45,"Exp1",1,0,28,29,25,-0.533295815207199,-0.718521568680033,0,0.5,0.5
"3388","qLKyB",48,"Exp1",0,0,57,69,27,1.31896171952113,-0.625908691943616,0,0.5,0.5
"3389","qLKyB",5,"Exp1",1,1,27,66,30,1.18004240441651,-0.486989376838991,153,0.5,0.5
"3390","qLKyB",58,"Exp1",0,0,17,65,26,1.1337359660483,-0.672215130311825,0,1,0.5
"3391","qLKyB",8,"Exp1",0,1,0,66,25,1.18004240441651,-0.718521568680033,145,0.5,0.5
"3392","qLKyB",9,"Exp1",0,1,39,68,24,1.27265528115293,-0.764828007048241,158,0.5,1
"3393","QoTqf",10,"Exp1",1,1,48,34,26,-0.109924063922281,-0.753381999077099,150,0,0.5
"3394","QoTqf",15,"Exp1",1,0,20,38,50,0.211804903655127,1.17699180638735,0,0.5,1
"3395","QoTqf",18,"Exp1",1,0,44,33,31,-0.190356305816633,-0.351220789605338,0,1,0.5
"3396","QoTqf",19,"Exp1",0,0,34,38,38,0.211804903655127,0.211804903655127,0,0.5,0.5
"3397","QoTqf",3,"Exp1",1,1,30,33,30,-0.190356305816633,-0.43165303149969,145,1,1
"3398","QoTqf",31,"Exp1",0,1,17,32,31,-0.270788547710986,-0.351220789605338,159,0,0.5
"3399","QoTqf",41,"Exp1",0,0,33,32,37,-0.270788547710986,0.131372661760775,0,1,0.5
"3400","QoTqf",42,"Exp1",1,0,26,33,28,-0.190356305816633,-0.592517515288394,0,1,1
"3401","QoTqf",46,"Exp1",0,1,56,35,29,-0.0294918220279291,-0.512085273394042,159,0.5,0.5
"3402","QoTqf",5,"Exp1",0,0,54,41,33,0.453101629338184,-0.190356305816633,0,0.5,1
"3403","QoTqf",51,"Exp1",1,1,6,35,50,-0.0294918220279291,1.17699180638735,153,0.5,0.5
"3404","QoTqf",52,"Exp1",0,1,4,37,46,0.131372661760775,0.855262838809945,143,1,0.5
"3405","QoTqf",57,"Exp1",0,1,27,32,37,-0.270788547710986,0.131372661760775,159,0,0
"3406","QoTqf",58,"Exp1",0,0,8,26,41,-0.753381999077099,0.453101629338184,0,0.5,0.5
"3407","QoTqf",59,"Exp1",1,1,37,29,32,-0.512085273394042,-0.270788547710986,154,1,0.5
"3408","QoTqf",9,"Exp1",1,0,11,30,30,-0.43165303149969,-0.43165303149969,0,0.5,0.5
"3409","qqObf",12,"Exp1",0,1,56,12,19,-0.935971460213676,-0.704459084895806,140,1,0.5
"3410","qqObf",24,"Exp1",0,1,46,32,13,-0.274507530734046,-0.902898263739695,155,0.5,0.5
"3411","qqObf",26,"Exp1",0,0,29,68,26,0.916127542329287,-0.472946709577935,0,0,0.5
"3412","qqObf",31,"Exp1",0,1,33,56,23,0.519249184641509,-0.57216629899988,148,0.5,1
"3413","qqObf",32,"Exp1",1,1,2,57,26,0.552322381115491,-0.472946709577935,146,0.5,0
"3414","qqObf",34,"Exp1",0,0,30,72,26,1.04842032822521,-0.472946709577935,0,0.5,0
"3415","qqObf",37,"Exp1",1,0,44,48,16,0.254663612849657,-0.80367867431775,0,0.5,0.5
"3416","qqObf",43,"Exp1",0,0,42,59,21,0.618468774063454,-0.638312691947843,0,0.5,1
"3417","qqObf",45,"Exp1",1,0,51,72,71,1.04842032822521,1.01534713175123,0,0.5,1
"3418","qqObf",48,"Exp1",1,1,3,40,15,-0.0099219589421943,-0.836751870791732,155,0,0
"3419","qqObf",49,"Exp1",1,0,38,57,11,0.552322381115491,-0.969044656687658,0,0.5,0
"3420","qqObf",50,"Exp1",0,0,57,11,22,-0.969044656687658,-0.605239495473861,0,0.5,0
"3421","qqObf",52,"Exp1",1,1,28,61,43,0.684615167011417,0.0892976304797501,150,0.5,1
"3422","qqObf",58,"Exp1",1,1,53,14,59,-0.869825067265713,0.618468774063454,158,0.5,0.5
"3423","qqObf",59,"Exp1",1,0,41,19,31,-0.704459084895806,-0.307580727208028,0,1,1
"3424","qqObf",7,"Exp1",0,1,10,12,29,-0.935971460213676,-0.373727120155991,158,0.5,0.5
"3425","QS6kW",13,"Exp1",1,0,32,59,63,0.461010871029223,0.619071741096386,0,0.5,1
"3426","QS6kW",14,"Exp1",1,0,51,54,63,0.26343478344527,0.619071741096386,0,0,0
"3427","QS6kW",16,"Exp1",0,0,49,64,44,0.658586958613176,-0.131717391722635,0,0.5,0.5
"3428","QS6kW",17,"Exp1",1,1,30,72,20,0.974708698747501,-1.08008261212561,149,0.5,0.5
"3429","QS6kW",25,"Exp1",1,1,8,67,46,0.777132611163548,-0.0526869566890542,140,0.5,0.5
"3430","QS6kW",27,"Exp1",0,0,4,40,48,-0.289778261789798,0.0263434783445269,0,0.5,0
"3431","QS6kW",33,"Exp1",0,0,31,35,41,-0.487354349373751,-0.250263044273007,0,1,1
"3432","QS6kW",35,"Exp1",0,1,53,55,54,0.302950000962061,0.26343478344527,148,0.5,1
"3433","QS6kW",37,"Exp1",1,0,47,34,26,-0.526869566890541,-0.842991307024866,0,0.5,0.5
"3434","QS6kW",39,"Exp1",0,1,2,52,20,0.184404348411689,-1.08008261212561,153,1,0.5
"3435","QS6kW",41,"Exp1",0,0,22,57,43,0.381980435995642,-0.171232609239426,0,1,1
"3436","QS6kW",43,"Exp1",0,1,28,63,56,0.619071741096386,0.342465218478852,141,0.5,1
"3437","QS6kW",46,"Exp1",1,0,45,52,26,0.184404348411689,-0.842991307024866,0,0.5,0.5
"3438","QS6kW",54,"Exp1",0,1,58,60,57,0.500526088546014,0.381980435995642,155,0.5,0.5
"3439","QS6kW",59,"Exp1",1,1,34,65,41,0.698102176129967,-0.250263044273007,150,0.5,0.5
"3440","QS6kW",7,"Exp1",1,1,19,70,37,0.89567826371392,-0.40832391434017,148,1,0.5
"3441","R6nO9",19,"Exp1",0,1,36,50,43,0.162191433032636,-0.346169774980103,146,0.5,0.5
"3442","R6nO9",30,"Exp1",0,1,9,55,45,0.525306581613163,-0.200923715547892,154,0.5,0.5
"3443","R6nO9",32,"Exp1",1,0,1,52,54,0.307437492464846,0.452683551897057,0,0.5,0.5
"3444","R6nO9",33,"Exp1",0,0,34,46,41,-0.128300685831786,-0.491415834412313,0,0,0
"3445","R6nO9",42,"Exp1",0,1,13,54,39,0.452683551897057,-0.636661893844524,150,1,0.5
"3446","R6nO9",45,"Exp1",1,1,51,57,39,0.670552641045374,-0.636661893844524,159,0.5,0.5
"3447","R6nO9",46,"Exp1",0,1,28,54,40,0.452683551897057,-0.564038864128419,141,0.5,0.5
"3448","R6nO9",48,"Exp1",1,0,24,46,46,-0.128300685831786,-0.128300685831786,0,0.5,0.5
"3449","R6nO9",49,"Exp1",1,0,21,56,39,0.597929611329268,-0.636661893844524,0,0.5,0.5
"3450","R6nO9",52,"Exp1",0,0,10,43,45,-0.346169774980103,-0.200923715547892,0,1,0.5
"3451","R6nO9",53,"Exp1",0,0,50,42,46,-0.418792804696208,-0.128300685831786,0,0.5,1
"3452","R6nO9",55,"Exp1",1,0,3,54,46,0.452683551897057,-0.128300685831786,0,0.5,0.5
"3453","R6nO9",56,"Exp1",0,0,29,55,39,0.525306581613163,-0.636661893844524,0,0.5,1
"3454","R6nO9",57,"Exp1",1,1,15,50,46,0.162191433032636,-0.128300685831786,146,0.5,1
"3455","R6nO9",58,"Exp1",1,1,0,56,42,0.597929611329268,-0.418792804696208,149,1,0.5
"3456","R6nO9",8,"Exp1",1,1,20,57,39,0.670552641045374,-0.636661893844524,157,0.5,0.5
"3457","r9g1Q",10,"Exp1",0,0,54,74,14,0.992634345173786,-1.10325048921075,0,1,1
"3458","r9g1Q",16,"Exp1",1,0,25,42,38,-0.125170899831299,-0.264896555456934,0,1,0.5
"3459","r9g1Q",21,"Exp1",1,0,34,73,20,0.957702931267377,-0.893662005772294,0,0.5,0
"3460","r9g1Q",22,"Exp1",1,1,47,53,58,0.259074653139199,0.433731722671244,144,1,0.5
"3461","r9g1Q",26,"Exp1",0,0,45,26,32,-0.684073522333841,-0.474485038895388,0,1,0.5
"3462","r9g1Q",27,"Exp1",0,1,53,61,44,0.538525964390471,-0.0553080720184808,152,0.5,0.5
"3463","r9g1Q",28,"Exp1",0,1,50,73,38,0.957702931267377,-0.264896555456934,150,0,0.5
"3464","r9g1Q",29,"Exp1",1,1,46,48,47,0.0844175836071547,0.0494861697007458,141,0,0.5
"3465","r9g1Q",3,"Exp1",0,1,15,23,12,-0.788867764053068,-1.17311331702357,154,1,0.5
"3466","r9g1Q",32,"Exp1",0,1,5,58,56,0.433731722671244,0.363868894858426,144,0,0.5
"3467","r9g1Q",35,"Exp1",1,0,18,59,33,0.468663136577653,-0.439553624988979,0,1,1
"3468","r9g1Q",4,"Exp1",1,1,57,60,18,0.503594550484062,-0.963524833585112,153,0,0.5
"3469","r9g1Q",41,"Exp1",0,0,37,41,58,-0.160102313737708,0.433731722671244,0,0.5,0.5
"3470","r9g1Q",55,"Exp1",1,1,43,34,65,-0.40462221108257,0.678251620016106,157,0.5,1
"3471","r9g1Q",56,"Exp1",0,0,31,66,20,0.713183033922515,-0.893662005772294,0,1,1
"3472","r9g1Q",59,"Exp1",1,0,1,53,19,0.259074653139199,-0.928593419678704,0,0.5,0.5
"3473","ra1LB",13,"Exp1",0,1,44,61,34,0.647498238498271,-0.415264827729894,150,1,0.5
"3474","ra1LB",2,"Exp1",0,0,46,25,19,-0.769519183139282,-1.00568875341221,0,1,0.5
"3475","ra1LB",22,"Exp1",1,1,32,18,59,-1.04505034845769,0.568775048407296,158,0.5,1
"3476","ra1LB",24,"Exp1",1,0,17,59,20,0.568775048407296,-0.96632715836672,0,0.5,0
"3477","ra1LB",28,"Exp1",1,1,10,62,69,0.686859833543758,0.962390998862171,154,1,0.5
"3478","ra1LB",29,"Exp1",0,0,36,73,21,1.11983737904412,-0.926965563321232,0,0.5,0.5
"3479","ra1LB",3,"Exp1",1,1,34,24,27,-0.80888077818477,-0.690795993048307,141,1,1
"3480","ra1LB",33,"Exp1",0,0,45,25,33,-0.769519183139282,-0.454626422775381,0,0.5,0.5
"3481","ra1LB",38,"Exp1",1,0,27,60,27,0.608136643452783,-0.690795993048307,0,0.5,0.5
"3482","ra1LB",48,"Exp1",0,1,0,35,34,-0.375903232684406,-0.415264827729894,153,0.5,1
"3483","ra1LB",51,"Exp1",0,0,30,25,21,-0.769519183139282,-0.926965563321232,0,0.5,1
"3484","ra1LB",52,"Exp1",0,1,56,73,29,1.11983737904412,-0.612072802957332,142,0.5,0.5
"3485","ra1LB",54,"Exp1",1,1,43,63,64,0.726221428589246,0.765583023634733,147,0.5,0.5
"3486","ra1LB",58,"Exp1",1,0,31,66,32,0.844306213725709,-0.493988017820869,0,1,1
"3487","ra1LB",59,"Exp1",0,1,7,25,26,-0.769519183139282,-0.730157588093794,145,0.5,0.5
"3488","ra1LB",8,"Exp1",1,0,14,64,62,0.765583023634733,0.686859833543758,0,0,0.5
"3489","RA5gZ",1,"Exp1",0,0,2,59,47,0.787138955071672,-0.688746585687713,0,0.5,0
"3490","RA5gZ",12,"Exp1",0,0,27,58,56,0.664148493341723,0.418167569881825,0,0,0.5
"3491","RA5gZ",15,"Exp1",1,0,6,55,46,0.295177108151877,-0.811737047417662,0,1,1
"3492","RA5gZ",21,"Exp1",1,1,29,44,52,-1.05771797087756,-0.0737942770379694,150,0.5,0.5
"3493","RA5gZ",25,"Exp1",1,0,37,52,51,-0.0737942770379694,-0.196784738767918,0,1,1
"3494","RA5gZ",3,"Exp1",0,1,50,52,46,-0.0737942770379694,-0.811737047417662,149,1,1
"3495","RA5gZ",30,"Exp1",0,1,10,53,57,0.0491961846919793,0.541158031611774,142,0.5,0.5
"3496","RA5gZ",35,"Exp1",1,1,17,53,58,0.0491961846919793,0.664148493341723,153,1,0.5
"3497","RA5gZ",42,"Exp1",0,0,47,48,54,-0.565756123957764,0.172186646421928,0,0.5,0.5
"3498","RA5gZ",44,"Exp1",1,0,9,58,57,0.664148493341723,0.541158031611774,0,0,0.5
"3499","RA5gZ",49,"Exp1",1,0,28,52,46,-0.0737942770379694,-0.811737047417662,0,1,1
"3500","RA5gZ",5,"Exp1",0,0,59,57,56,0.541158031611774,0.418167569881825,0,1,1
"3501","RA5gZ",51,"Exp1",0,1,46,56,51,0.418167569881825,-0.196784738767918,146,1,1
"3502","RA5gZ",54,"Exp1",1,1,16,55,48,0.295177108151877,-0.565756123957764,153,1,1
"3503","RA5gZ",58,"Exp1",1,1,26,57,46,0.541158031611774,-0.811737047417662,142,1,1
"3504","RA5gZ",8,"Exp1",0,1,57,45,50,-0.93472750914761,-0.319775200497867,149,1,1
"3505","RBAZx",1,"Exp1",1,1,19,49,43,0.131008156510868,-0.497830994741298,155,0.5,0.5
"3506","RBAZx",13,"Exp1",0,1,4,59,44,1.17907340859781,-0.393024469532604,143,0.5,0
"3507","RBAZx",18,"Exp1",1,0,20,54,41,0.65504078255434,-0.707444045158687,0,0.5,0.5
"3508","RBAZx",2,"Exp1",0,0,49,44,45,-0.393024469532604,-0.28821794432391,0,0.5,0.5
"3509","RBAZx",21,"Exp1",0,1,54,50,41,0.235814681719562,-0.707444045158687,147,1,1
"3510","RBAZx",22,"Exp1",1,1,35,56,50,0.864653832971729,0.235814681719562,150,0.5,0
"3511","RBAZx",24,"Exp1",0,0,11,56,50,0.864653832971729,0.235814681719562,0,0.5,1
"3512","RBAZx",28,"Exp1",1,0,7,41,50,-0.707444045158687,0.235814681719562,0,0.5,0.5
"3513","RBAZx",3,"Exp1",1,0,12,43,45,-0.497830994741298,-0.28821794432391,0,0,0.5
"3514","RBAZx",33,"Exp1",0,0,27,54,42,0.65504078255434,-0.602637519949993,0,0,0.5
"3515","RBAZx",41,"Exp1",0,1,23,56,40,0.864653832971729,-0.812250570367382,143,0.5,0.5
"3516","RBAZx",43,"Exp1",1,0,39,50,46,0.235814681719562,-0.183411419115215,0,0.5,0.5
"3517","RBAZx",48,"Exp1",0,1,40,39,42,-0.917057095576076,-0.602637519949993,156,0.5,0.5
"3518","RBAZx",5,"Exp1",1,1,8,56,40,0.864653832971729,-0.812250570367382,144,1,1
"3519","RBAZx",53,"Exp1",1,1,44,45,45,-0.28821794432391,-0.28821794432391,157,0.5,0.5
"3520","RBAZx",59,"Exp1",0,0,16,44,42,-0.393024469532604,-0.602637519949993,0,1,0.5
"3521","RI0IK",0,"Exp1",0,0,27,36,74,-0.799330869048005,0.626705423150314,0,1,1
"3522","RI0IK",1,"Exp1",1,1,32,43,80,-0.536639973116736,0.851869048234259,146,0,0.5
"3523","RI0IK",16,"Exp1",0,1,17,75,80,0.664232693997638,0.851869048234259,157,1,1
"3524","RI0IK",18,"Exp1",1,0,21,80,66,0.851869048234259,0.32648725637172,0,0.5,1
"3525","RI0IK",23,"Exp1",1,1,45,65,73,0.288959985524396,0.58917815230299,151,0.5,0
"3526","RI0IK",24,"Exp1",0,0,25,67,36,0.364014527219045,-0.799330869048005,0,0.5,0.5
"3527","RI0IK",29,"Exp1",0,1,5,70,55,0.476596339761017,-0.0863127229488455,150,1,1
"3528","RI0IK",3,"Exp1",0,0,56,73,29,0.58917815230299,-1.06202176497927,0,1,1
"3529","RI0IK",34,"Exp1",0,1,11,45,29,-0.461585431422087,-1.06202176497927,140,0.5,0.5
"3530","RI0IK",40,"Exp1",1,1,31,51,36,-0.236421806338142,-0.799330869048005,158,1,0.5
"3531","RI0IK",41,"Exp1",1,0,9,30,30,-1.02449449413195,-1.02449449413195,0,0.5,1
"3532","RI0IK",43,"Exp1",1,0,44,80,77,0.851869048234259,0.739287235692287,0,1,1
"3533","RI0IK",46,"Exp1",0,1,42,40,74,-0.649221785658708,0.626705423150314,153,0.5,0.5
"3534","RI0IK",48,"Exp1",1,1,10,56,70,-0.0487854521015213,0.476596339761017,141,0.5,0
"3535","RI0IK",50,"Exp1",0,0,47,41,62,-0.611694514811384,0.176378172982424,0,1,1
"3536","RI0IK",57,"Exp1",1,0,37,41,63,-0.611694514811384,0.213905443829748,0,0,0
"3537","riqro",12,"Exp1",1,0,31,75,73,0.710686105845926,0.632588731577143,0,0,0.5
"3538","riqro",14,"Exp1",0,0,17,19,72,-1.47604037368,0.593540044442751,0,1,0.5
"3539","riqro",19,"Exp1",1,0,56,70,65,0.515442670173968,0.320199234502011,0,0.5,0.5
"3540","riqro",21,"Exp1",1,1,28,74,50,0.671637418711534,-0.265531072513862,144,0,0
"3541","riqro",29,"Exp1",1,1,2,71,69,0.55449135730836,0.476393983039577,153,0.5,1
"3542","riqro",3,"Exp1",1,1,43,50,76,-0.265531072513862,0.749734792980318,145,0.5,0
"3543","riqro",36,"Exp1",0,0,38,64,75,0.281150547367619,0.710686105845926,0,0.5,0.5
"3544","riqro",41,"Exp1",0,1,23,73,67,0.632588731577143,0.398296608770794,160,0.5,0.5
"3545","riqro",45,"Exp1",0,1,49,30,67,-1.04650481520169,0.398296608770794,159,0,0
"3546","riqro",5,"Exp1",0,1,39,31,69,-1.0074561280673,0.476393983039577,153,0.5,1
"3547","riqro",52,"Exp1",1,0,27,74,64,0.671637418711534,0.281150547367619,0,1,0.5
"3548","riqro",53,"Exp1",1,0,11,69,20,0.476393983039577,-1.43699168654561,0,0.5,0.5
"3549","riqro",59,"Exp1",0,0,16,50,75,-0.265531072513862,0.710686105845926,0,0.5,0
"3550","riqro",6,"Exp1",0,1,57,74,76,0.671637418711534,0.749734792980318,150,0.5,1
"3551","riqro",7,"Exp1",1,1,33,76,74,0.749734792980318,0.671637418711534,142,1,1
"3552","riqro",8,"Exp1",0,0,20,29,22,-1.08555350233608,-1.35889431227683,0,0.5,0.5
"3553","rKevs",15,"Exp1",1,1,22,47,63,-0.786847137808942,0.135464525556851,145,1,1
"3554","rKevs",17,"Exp1",0,0,28,53,68,-0.44098026404677,0.423686920358661,0,1,1
"3555","rKevs",29,"Exp1",1,1,52,60,63,-0.0374689113242352,0.135464525556851,149,1,0.5
"3556","rKevs",3,"Exp1",1,0,4,78,52,1.00013170996228,-0.498624743007132,0,0.5,1
"3557","rKevs",33,"Exp1",0,0,2,73,54,0.711909315160472,-0.383335785086408,0,1,1
"3558","rKevs",34,"Exp1",0,1,21,56,55,-0.268046827165684,-0.325691306126046,154,0.5,1
"3559","rKevs",35,"Exp1",0,1,24,53,61,-0.44098026404677,0.0201755676361268,150,1,0.5
"3560","rKevs",41,"Exp1",1,0,30,74,46,0.769553794120834,-0.844491616769305,0,0.5,0.5
"3561","rKevs",43,"Exp1",0,0,10,56,48,-0.268046827165684,-0.72920265884858,0,0.5,0
"3562","rKevs",46,"Exp1",1,1,36,46,45,-0.844491616769305,-0.902136095729667,148,0.5,1
"3563","rKevs",47,"Exp1",1,0,19,74,78,0.769553794120834,1.00013170996228,0,0.5,1
"3564","rKevs",48,"Exp1",0,1,16,79,50,1.05777618892264,-0.613913700927856,146,0,0.5
"3565","rKevs",49,"Exp1",1,0,56,75,68,0.827198273081196,0.423686920358661,0,1,0.5
"3566","rKevs",54,"Exp1",0,1,26,68,78,0.423686920358661,1.00013170996228,156,0.5,0.5
"3567","rKevs",7,"Exp1",0,0,40,74,61,0.769553794120834,0.0201755676361268,0,0.5,0.5
"3568","rKevs",8,"Exp1",1,1,27,76,46,0.884842752041558,-0.844491616769305,154,1,0.5
"3569","RLJAU",1,"Exp1",0,0,8,58,57,0.55360374868577,0.494813970064272,0,1,0.5
"3570","RLJAU",13,"Exp1",1,0,22,60,54,0.671183305928766,0.318444634199779,0,0.5,1
"3571","RLJAU",16,"Exp1",0,1,12,64,67,0.906342420414756,1.08271175627925,158,1,0.5
"3572","RLJAU",28,"Exp1",0,0,34,63,34,0.847552641793259,-0.857350938230175,0,1,1
"3573","RLJAU",3,"Exp1",1,1,17,59,34,0.612393527307268,-0.857350938230175,146,1,1
"3574","RLJAU",31,"Exp1",1,0,25,41,34,-0.445822487879691,-0.857350938230175,0,1,1
"3575","RLJAU",35,"Exp1",1,1,43,37,59,-0.680981602365682,0.612393527307268,152,1,1
"3576","RLJAU",39,"Exp1",1,1,26,63,56,0.847552641793259,0.436024191442775,150,0.5,0
"3577","RLJAU",42,"Exp1",0,1,18,52,54,0.200865076956784,0.318444634199779,149,1,1
"3578","RLJAU",49,"Exp1",1,1,47,65,32,0.965132199036254,-0.974930495473171,153,1,0.5
"3579","RLJAU",50,"Exp1",1,0,44,59,60,0.612393527307268,0.671183305928766,0,0.5,1
"3580","RLJAU",51,"Exp1",1,0,30,56,34,0.436024191442775,-0.857350938230175,0,1,1
"3581","RLJAU",53,"Exp1",0,0,15,56,36,0.436024191442775,-0.73977138098718,0,0.5,1
"3582","RLJAU",54,"Exp1",0,0,32,36,33,-0.73977138098718,-0.916140716851673,0,1,0.5
"3583","RLJAU",57,"Exp1",0,1,56,53,59,0.259654855578281,0.612393527307268,146,0.5,1
"3584","RLJAU",59,"Exp1",0,1,7,32,38,-0.974930495473171,-0.622191823744184,143,0.5,1
"3585","rm7zR",10,"Exp1",1,0,40,55,46,0.552156856948992,0.0459349507478789,0,1,1
"3586","rm7zR",12,"Exp1",0,0,58,58,38,0.720897492349363,-0.404040076986444,0,0.5,0.5
"3587","rm7zR",2,"Exp1",0,0,18,32,36,-0.741521347787186,-0.516533833920024,0,1,0.5
"3588","rm7zR",22,"Exp1",0,0,39,31,37,-0.797768226253976,-0.460286955453234,0,0.5,0
"3589","rm7zR",28,"Exp1",1,1,30,45,26,-0.0103119277189113,-1.07900261858793,142,0,0.5
"3590","rm7zR",3,"Exp1",1,1,27,57,60,0.664650613882573,0.833391249282944,141,0.5,0.5
"3591","rm7zR",33,"Exp1",0,1,31,34,54,-0.629027590853605,0.495909978482202,141,0.5,1
"3592","rm7zR",37,"Exp1",1,1,11,55,35,0.552156856948992,-0.572780712386815,144,1,1
"3593","rm7zR",4,"Exp1",1,0,24,42,57,-0.179052563119282,0.664650613882573,0,0.5,0.5
"3594","rm7zR",45,"Exp1",0,1,41,62,31,0.945885006216525,-0.797768226253976,157,1,1
"3595","rm7zR",47,"Exp1",1,0,46,57,29,0.664650613882573,-0.910261983187557,0,0.5,0.5
"3596","rm7zR",51,"Exp1",1,1,19,30,56,-0.854015104720767,0.608403735415783,150,0.5,0
"3597","rm7zR",53,"Exp1",0,1,43,56,32,0.608403735415783,-0.741521347787186,147,0,0.5
"3598","rm7zR",56,"Exp1",0,0,32,36,34,-0.516533833920024,-0.629027590853605,0,0.5,1
"3599","rm7zR",6,"Exp1",0,1,36,27,40,-1.02275574012114,-0.291546320052863,147,1,0.5
"3600","rm7zR",9,"Exp1",1,0,26,57,56,0.664650613882573,0.608403735415783,0,0.5,0.5
"3601","RqzW1",13,"Exp1",1,0,54,56,31,0.578270844858205,-0.760319073795048,0,0.5,0.5
"3602","RqzW1",15,"Exp1",0,1,50,56,28,0.578270844858205,-0.920949864033438,142,1,1
"3603","RqzW1",19,"Exp1",0,1,27,45,37,-0.0107087193492261,-0.439057493318267,151,1,1
"3604","RqzW1",2,"Exp1",1,0,43,29,53,-0.867406267287308,0.417640054619815,0,1,1
"3605","RqzW1",22,"Exp1",1,0,52,61,57,0.845988828588856,0.631814441604335,0,1,1
"3606","RqzW1",26,"Exp1",1,1,40,52,44,0.364096457873685,-0.0642523160953563,152,1,0.5
"3607","RqzW1",28,"Exp1",0,0,39,39,33,-0.331970299826007,-0.653231880302788,0,0.5,0.5
"3608","RqzW1",3,"Exp1",0,1,56,40,50,-0.278426703079877,0.257009264381424,157,1,0.5
"3609","RqzW1",34,"Exp1",0,1,17,41,38,-0.224883106333747,-0.385513896572137,146,0.5,1
"3610","RqzW1",4,"Exp1",1,0,0,45,30,-0.0107087193492261,-0.813862670541178,0,0.5,0.5
"3611","RqzW1",44,"Exp1",1,1,30,41,28,-0.224883106333747,-0.920949864033438,150,1,1
"3612","RqzW1",46,"Exp1",0,0,10,37,45,-0.439057493318267,-0.0107087193492261,0,1,1
"3613","RqzW1",51,"Exp1",0,0,35,42,43,-0.171339509587617,-0.117795912841486,0,1,1
"3614","RqzW1",6,"Exp1",0,0,48,45,54,-0.0107087193492261,0.471183651365945,0,1,1
"3615","RqzW1",7,"Exp1",1,1,33,53,45,0.417640054619815,-0.0107087193492261,145,0.5,0.5
"3616","RqzW1",8,"Exp1",1,1,16,60,32,0.792445231842726,-0.706775477048918,144,0.5,1
"3617","rSjSE",15,"Exp1",0,0,36,45,7,0.326910782344981,-1.13457271519729,0,0.5,0.5
"3618","rSjSE",17,"Exp1",0,0,57,14,26,-0.865352070913186,-0.403830966426154,0,1,1
"3619","rSjSE",18,"Exp1",1,1,53,31,7,-0.211530506223223,-1.13457271519729,157,1,1
"3620","rSjSE",24,"Exp1",1,0,6,59,8,0.865352070913186,-1.0961126231567,0,0,0.5
"3621","rSjSE",28,"Exp1",0,1,30,47,8,0.403830966426154,-1.0961126231567,153,0,0.5
"3622","rSjSE",3,"Exp1",1,0,22,54,26,0.673051610710256,-0.403830966426154,0,1,1
"3623","rSjSE",32,"Exp1",1,1,12,60,8,0.903812162953772,-1.0961126231567,140,0.5,0
"3624","rSjSE",37,"Exp1",0,0,47,54,12,0.673051610710256,-0.942272254994358,0,1,0.5
"3625","rSjSE",4,"Exp1",0,0,16,59,34,0.865352070913186,-0.0961502301014651,0,0.5,0.5
"3626","rSjSE",48,"Exp1",0,1,39,57,57,0.788431886832014,0.788431886832014,145,1,1
"3627","rSjSE",5,"Exp1",0,1,19,53,60,0.63459151866967,0.903812162953772,150,0,0
"3628","rSjSE",50,"Exp1",1,0,20,55,7,0.711511702750842,-1.13457271519729,0,0.5,0.5
"3629","rSjSE",52,"Exp1",1,1,45,60,21,0.903812162953772,-0.596131426629084,143,0.5,0.5
"3630","rSjSE",58,"Exp1",1,0,33,57,56,0.788431886832014,0.749971794791428,0,1,1
"3631","rSjSE",59,"Exp1",0,1,43,40,26,0.134610322142051,-0.403830966426154,147,0,0
"3632","rSjSE",7,"Exp1",1,1,34,34,44,-0.0961502301014651,0.288450690304395,156,1,1
"3633","RweSp",1,"Exp1",0,1,7,57,24,0.721356080682311,-0.458070046279684,150,1,1
"3634","RweSp",15,"Exp1",1,1,40,37,28,0.0065523673720109,-0.315109303617624,157,0,0
"3635","RweSp",16,"Exp1",0,1,6,41,25,0.149513110034071,-0.422329860614169,149,0.5,1
"3636","RweSp",18,"Exp1",1,0,36,28,25,-0.315109303617624,-0.422329860614169,0,0,0.5
"3637","RweSp",25,"Exp1",0,0,2,62,39,0.900057009009886,0.0780327387030409,0,0.5,0
"3638","RweSp",29,"Exp1",1,1,32,55,37,0.649875709351281,0.0065523673720109,159,1,1
"3639","RweSp",31,"Exp1",1,1,56,56,58,0.685615895016796,0.757096266347826,148,0.5,0.5
"3640","RweSp",33,"Exp1",1,1,24,57,20,0.721356080682311,-0.601030788941744,151,1,1
"3641","RweSp",37,"Exp1",1,0,27,59,17,0.792836452013341,-0.708251345938289,0,0.5,0.5
"3642","RweSp",39,"Exp1",0,1,59,20,8,-0.601030788941744,-1.02991301692792,148,0.5,1
