"","PID","chosen_obj","Exp","condition","reward_type","unchosen_obj","rating_chosen","rating_unchosen","zscored_rating_chosen","zscored_rating_unchosen","reward","memory_score_chosen","memory_score_unchosen"
"721","9rEpX",1,"Exp1",0,1,29,28,28,-0.403424965593836,-0.403424965593836,155,1,0.5
"722","9rEpX",16,"Exp1",0,1,28,31,38,-0.225878525968187,0.188396499824994,140,0.5,1
"723","9rEpX",17,"Exp1",1,1,47,40,22,0.30676079290876,-0.758517844845133,150,0.5,0
"724","9rEpX",21,"Exp1",1,0,15,59,29,1.43122157720454,-0.344242819051953,0,0.5,0.5
"725","9rEpX",22,"Exp1",1,0,54,59,32,1.43122157720454,-0.166696379426304,0,0,0
"726","9rEpX",30,"Exp1",0,1,18,19,29,-0.936064284470782,-0.344242819051953,151,0.5,0.5
"727","9rEpX",31,"Exp1",0,0,27,33,36,-0.107514232884421,0.0700322067412279,0,0.5,0.5
"728","9rEpX",33,"Exp1",1,0,39,19,36,-0.936064284470782,0.0700322067412279,0,0.5,0.5
"729","9rEpX",37,"Exp1",1,1,26,37,37,0.129214353283111,0.129214353283111,151,1,1
"730","9rEpX",43,"Exp1",1,0,6,30,22,-0.28506067251007,-0.758517844845133,0,0,0.5
"731","9rEpX",44,"Exp1",0,0,42,42,22,0.425125085992526,-0.758517844845133,0,1,1
"732","9rEpX",45,"Exp1",0,1,40,21,33,-0.817699991387016,-0.107514232884421,143,1,1
"733","9rEpX",52,"Exp1",1,1,51,35,37,0.010850060199345,0.129214353283111,155,0.5,0.5
"734","9rEpX",53,"Exp1",0,0,41,57,24,1.31285728412077,-0.640153551761367,0,0.5,1
"735","9rEpX",7,"Exp1",1,1,12,22,46,-0.758517844845133,0.661853672160057,145,0.5,0.5
"736","9rEpX",8,"Exp1",0,0,10,23,32,-0.69933569830325,-0.166696379426304,0,1,0.5
"737","9s8ph",10,"Exp1",0,1,27,62,45,0.125730668387399,-1.15672214916407,160,0.5,1
"738","9s8ph",14,"Exp1",0,0,18,59,59,-0.10058453470992,-0.10058453470992,0,0.5,0
"739","9s8ph",15,"Exp1",0,0,0,67,69,0.502922673549597,0.653799475614475,0,1,1
"740","9s8ph",24,"Exp1",1,1,39,64,43,0.276607470452278,-1.30759895122895,144,0.5,1
"741","9s8ph",3,"Exp1",1,1,25,64,65,0.276607470452278,0.352045871484717,159,0.5,0.5
"742","9s8ph",31,"Exp1",1,0,49,59,71,-0.10058453470992,0.804676277679354,0,0,0
"743","9s8ph",33,"Exp1",1,0,21,61,57,0.0502922673549594,-0.251461336774798,0,1,0.5
"744","9s8ph",34,"Exp1",1,0,54,64,42,0.276607470452278,-1.38303735226139,0,1,1
"745","9s8ph",4,"Exp1",0,1,2,61,63,0.0502922673549594,0.201169069419838,150,1,0.5
"746","9s8ph",42,"Exp1",0,0,30,68,68,0.578361074582036,0.578361074582036,0,0.5,1
"747","9s8ph",45,"Exp1",0,1,44,59,62,-0.10058453470992,0.125730668387399,148,0.5,0.5
"748","9s8ph",47,"Exp1",1,1,36,67,67,0.502922673549597,0.502922673549597,158,1,0.5
"749","9s8ph",48,"Exp1",0,1,9,70,43,0.729237876646915,-1.30759895122895,155,0.5,1
"750","9s8ph",5,"Exp1",0,0,1,64,68,0.276607470452278,0.578361074582036,0,1,0.5
"751","9s8ph",55,"Exp1",1,1,50,64,43,0.276607470452278,-1.30759895122895,152,0.5,0.5
"752","9s8ph",8,"Exp1",1,0,46,65,61,0.352045871484717,0.0502922673549594,0,0,0.5
"753","A7iWj",13,"Exp1",0,0,34,63,30,0.368698607656846,-1.07976020813791,0,1,0.5
"754","A7iWj",15,"Exp1",0,1,20,39,53,-0.684725985648429,-0.0702283062203517,142,0.5,0.5
"755","A7iWj",22,"Exp1",0,1,42,56,55,0.0614497679428076,0.0175570765550878,157,1,0.5
"756","A7iWj",24,"Exp1",1,0,36,54,59,-0.0263356148326319,0.193127842105967,0,1,1
"757","A7iWj",25,"Exp1",1,0,3,69,63,0.632054755983165,0.368698607656846,0,0.5,0.5
"758","A7iWj",31,"Exp1",0,1,35,64,40,0.412591299044566,-0.640833294260709,158,0,0.5
"759","A7iWj",37,"Exp1",0,1,51,76,45,0.939303595697204,-0.42136983732211,150,1,1
"760","A7iWj",43,"Exp1",1,1,28,76,65,0.939303595697204,0.456483990432286,157,0.5,0
